"Name","Conf","Disabled","Campaigns","UpdateNumber","IconOverrideSWF","IconOverrideExportName","SkinGroupId","ObtainType","ObtainTypeCN","LastChance","MasterSkin","ProgressionSkinBase","ProgressionSkinLevel","ProgressionSkinFinal","PetSkin","PetSkin2","OverchargePetSkin","OverchargePetSkin2","PriceClubCoins","PriceStarPoints","PriceBling","DontSellInCatalog","CanDropWithoutBlingPrice","PriceGems","DiscountPriceGems","PriceCoins","Rarity","TID","ShopTID","Features","CommunityCredit","MaterialsFile","DiffuseTexture","SpecularTexture","CustomShader","OutlineShader","PackOfferAnimOverride","BattleIntroXOffset","BattleIntroZOffset","BattleIntroVFX","DisableCatalogRelease","CatalogPreRequirementSkin","CatalogNewDaysAdjustment","NotInCatalogTID","PreciseCollision","OdditiesShopAvailability","NotSoldInVault"
"BeeSniperMonster","BeeSniperMonster","","MAXFORCE","","","","","","","","","","","","BeeSniperMonsterAddonBee","","","","","","5000","true","","149","129","","EPIC","TID_MEGA_BEETLE_BEA_SKIN","TID_MEGA_BEETLE_BEA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE","","","bea_bug_tex.sctx","bea_bug_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"DrillerMonster","DrillerMonster","","MAXFORCE","","","","","","","","","","","","","","","","","","5000","true","","149","129","","EPIC","TID_ULTRA_DRILLER_JACKY_SKIN","TID_ULTRA_DRILLER_JACKY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE","","","jacky_driller_tex.sctx","jacky_driller_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"ClusterBombMonster","ClusterBombMonster","","MAXFORCE","","","","","","","","","","","","ClusterBombPetMonster","","","","","","2750","true","","79","69","","SUPER_RARE","TID_KING_CRAB_TICK_SKIN","TID_KING_CRAB_TICK_SKIN_SHOP","MODEL,TEXTURE,VFX","","","tick_crab_tex.sctx","tick_crab_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"BossKaijuDefault","BossKaijuDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","kaiju_boss_tex.sctx","kaiju_boss_tex.sctx","","","","","","","","","","","","",""
"BeeSniperMonsterAddonBee","BeeSniperMonsterAddonBee","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","bea_bug_tex.sctx","bea_bug_tex.sctx","","","","","","","","","","","","",""
"SafeBank","SafeBank","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerRetro","ControllerRetro","","GAMING","","","","","","","","","","","","ControllerRetroAddon","","","","","","1000","true","","29","","","RARE","TID_RETRO_NANI_SKIN","TID_RETRO_NANI_SKIN_SHOP","MODEL,TEXTURE","","","nani_retro_tex.sctx","nani_retro_tex.sctx","","","","","","","","","","","","NEVER",""
"ShotgunGirlGold","ShotgunGirlGold","","GOLD","","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_SHELLY_SKIN","TID_TRUE_GOLD_SHELLY_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","shelly_gold_tex.sctx","shelly_gold_tex.sctx","","","","","","true","","","","","","",""
"ShotgunGirlSilver","ShotgunGirlSilver","","SILVER","","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_SHELLY_SKIN","TID_TRUE_SILVER_SHELLY_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","shelly_silver_tex.sctx","shelly_silver_tex.sctx","","","","","","true","","","","","","",""
"SniperGold","SniperGold","","GOLD","","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_PIPER_SKIN","TID_TRUE_GOLD_PIPER_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","piper_gold_tex.sctx","piper_gold_tex.sctx","","","","","","true","","","","","","",""
"SniperSilver","SniperSilver","","SILVER","","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_PIPER_SKIN","TID_TRUE_SILVER_PIPER_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","piper_silver_tex.sctx","piper_silver_tex.sctx","","","","","","true","","","","","","",""
"NinjaGold","NinjaGold","","GOLD","","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_LEON_SKIN","TID_TRUE_GOLD_LEON_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","leon_redux_gold_tex.sctx","leon_redux_gold_tex.sctx","","","","","","true","","","","","","",""
"NinjaSilver","NinjaSilver","","SILVER","","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_LEON_SKIN","TID_TRUE_SILVER_LEON_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","leon_redux_silver_tex.sctx","leon_redux_silver_tex.sctx","","","","","","true","","","","","","",""
"RocketGirlRanger","RocketGirlRanger","","BRAWLPASS","","","","","3","3","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_SUPER_RANGER_BROCK_SKIN","TID_SUPER_RANGER_BROCK_SKIN_SHOP","MODEL,TEXTURE","","","brock_ranger_tex.sctx","brock_ranger_tex.sctx","","","","","","","","","","","","NEVER",""
"","","","MAXFORCE","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpeedyTracksuit","SpeedyTracksuit","","MAXFORCE","","","","","","","","","","","","","","","","","","2750","true","","79","69","","SUPER_RARE","TID_STREETWEAR_MAX_SKIN","TID_STREETWEAR_MAX_SKIN_SHOP","MODEL,TEXTURE","","","max_tracksuit_tex.sctx","max_tracksuit_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"PowerLevelerKnight","PowerLevelerKnight","","BRAWLPASS","","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_MECHA_PALADIN_SURGE_SKIN","TID_MECHA_PALADIN_SURGE_SKIN_SHOP","MODEL,TEXTURE","","","surge_knight_tex.sctx","surge_knight_tex.sctx","","","","","","","","","","","","NEVER",""
"","","","MAXFORCE","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"ClusterBombPetMonster","ClusterBombPetMonster","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","tick_crab_tex.sctx","tick_crab_tex.sctx","","","","","","","","","","","","",""
"ControllerRetroAddon","ControllerRetroAddon","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","nani_retro_tex.sctx","nani_retro_tex.sctx","","","","","","","","","","","","",""
"PercenterDefault","PercenterDefault","","","","","","","","","","","","","","MechanicTurretTanuki","","","","","","","true","","","","","","","","","","","colette_tex.sctx","colette_tex.sctx","","","","","","","","","","","","",""
"FireDudeDefault","FireDudeDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","amber_tex.sctx","amber_tex.sctx","","","","","","true","","","","","","",""
"CactusMask","CactusMask","","GIFTSHOP","","","","","","","","","","","","","","","","","","1000","true","","29","","","RARE","TID_MASK_SPIKE_SKIN","TID_MASK_SPIKE_SKIN_SHOP","MODEL,TEXTURE","","","","","","","","","","","","","","","","NEVER",""
"MummyGiftShop","MummyGiftShop","","GIFTSHOP","","","","","","","","","","","","","","","","","","5000","true","","149","129","","EPIC","TID_SUPER_FAN_EMZ_SKIN","TID_SUPER_FAN_EMZ_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","emz_giftshop_tex.sctx","emz_giftshop_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"SandstormGiftShop","SandstormGiftShop","","GIFTSHOP","","","","","","","","","","","","","","","","","","2750","true","","79","69","","SUPER_RARE","TID_SUGAR_RUSH_SANDY_SKIN","TID_SUGAR_RUSH_SANDY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","sandy_sugar_addict_tex.sctx","sandy_sugar_addict_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"WallyMoon","WallyMoon","","LUNAREVENT","","","","","","","","","","","","","","","","","","5000","true","","149","129","","EPIC","TID_LUNAR_SPROUT_SKIN","TID_LUNAR_SPROUT_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","sprout_moon_tex.sctx","sprout_moon_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"PercenterTrixie","PercenterTrixie","","BRAWLPASS","","","","","3","3","","","","","","MechanicTurretTanuki","","","","","","5000","true","","149","","","EPIC","TID_TRIXIE_COLETTE_SKIN","TID_TRIXIE_COLETTE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","colette_trixie_tex.sctx","colette_trixie_tex.sctx","","","","","","","","","","","","NEVER",""
"","","","BRAWLOWEEN","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"LuchadorAtomic","LuchadorAtomic","","WASTELAND","","","","","","","","","","","","","","","","","","2750","true","","79","69","","SUPER_RARE","TID_EL_ATOMICO_SKIN","TID_EL_ATOMICO_SKIN_SHOP","MODEL,TEXTURE,VFX","","","primo_atomico_tex.sctx","primo_atomico_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"PocoStarr","PocoStarr","","BRAWLPASS","","","","","3","3","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_POCO_STARR_SKIN","TID_POCO_STARR_SKIN_SHOP","MODEL,VFX","","","poco_starr_tex.sctx","poco_starr_tex.sctx","","","","","","","","","","","","NEVER",""
"","","","GIFTSHOP","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"RosaRosaBrawloween","RosaRosaBrawloween","","BRAWLOWEEN","","sc/emoji_1.sc","emoji_rosa_halloween","","3","3","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_BRAWLOWEEN_ROSA_SKIN","TID_BRAWLOWEEN_ROSA_SKIN_SHOP","MODEL,TEXTURE,VFX","","","","","","","","","","","","","","","","NEVER",""
"BowDudeDemonic","BowDudeDemonic","","SC_MAKE","","","","","","","","","","","","BowDudeTotemDefault","","","","","","5000","true","","149","129","","EPIC","TID_UNDERWORLD_BO_SKIN","TID_UNDERWORLD_BO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","Beats","","bo_demonic_tex.sctx","bo_demonic_tex.sctx","","","","","300","","","","","","","AVAILABLE",""
"","","","ANGELDEMONS","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"GunslingerPlayer","GunslingerPlayer","","WF_2020","","","","","4","4","","","","","","","","","","","","","true","","149","","","EPIC","TID_CHALLENGER_COLT_SKIN","TID_CHALLENGER_COLT_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","colt_player_tex.sctx","colt_player_tex.sctx","","","","","","","","","","","","NEVER",""
"BullDudeGold","BullDudeGold","","GOLD","54","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_BULL_SKIN","TID_TRUE_GOLD_BULL_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","bull_redux_gold_face_tex.sctx","bull_redux_gold_face_tex.sctx","","","","","","true","","","","","","",""
"BullDudeSilver","BullDudeSilver","","SILVER","54","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_BULL_SKIN","TID_TRUE_SILVER_BULL_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","bull_redux_silver_face_tex.sctx","bull_redux_silver_face_tex.sctx","","","","","","true","","","","","","",""
"BarkeepTrueGold","BarkeepTrueGold","","GOLD","","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_BARLEY_SKIN","TID_TRUE_GOLD_BARLEY_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","barley_gold_tex.sctx","barley_gold_tex.sctx","","","","","","true","","","","","","",""
"BarkeepTrueSilver","BarkeepTrueSilver","","SILVER","","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_BARLEY_SKIN","TID_TRUE_SILVER_BARLEY_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","barley_silver_tex.sctx","barley_silver_tex.sctx","","","","","","true","","","","","","",""
"BaseballZombibi","BaseballZombibi","","SC_MAKE","","","","","","","","","","","","","","","","","","2750","true","","79","69","","SUPER_RARE","TID_ZOMBIBI_SKIN","TID_ZOMBIBI_SKIN_SHOP","MODEL,TEXTURE,VFX","Kent2D","","bibi_zombibi_tex.sctx","bibi_zombibi_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"","","","BRAWLOWEEN","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeTrueGold","TrickshotDudeTrueGold","","GOLD","","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_RICO_SKIN","TID_TRUE_GOLD_RICO_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","rico_gold_redux_tex.sctx","rico_gold_redux_tex.sctx","","","","","","true","","","","","","",""
"TrickshotDudeSilver","TrickshotDudeSilver","","SILVER","","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_RICO_SKIN","TID_TRUE_SILVER_RICO_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","rico_silver_redux_tex.sctx","rico_silver_redux_tex.sctx","","","","","","true","","","","","","",""
"HammerDudeGold","HammerDudeGold","","GOLD","","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_FRANK_SKIN","TID_TRUE_GOLD_FRANK_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","frank_gold_tex.sctx","frank_gold_tex.sctx","","","","","","true","","","","","","",""
"HammerDudeSilver","HammerDudeSilver","","SILVER","","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_FRANK_SKIN","TID_TRUE_SILVER_FRANK_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","frank_silver_tex.sctx","frank_silver_tex.sctx","","","","","","true","","","","","","",""
"UndertakerHatGold","UndertakerHatGold","","GOLD","","","","2","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_MORTIS_SKIN","TID_TRUE_GOLD_MORTIS_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","mortis_redux_gold_tex.sctx","mortis_redux_gold_tex.sctx","","","","","","true","","","","","","",""
"UndertakerGold","UndertakerGold","","GOLD","","","","2","6","6","","UndertakerHatGold","","","","","","","","","","","","","","","","","TID_TRUE_GOLD_MORTIS_SKIN","TID_TRUE_GOLD_MORTIS_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","mortis_redux_gold_tex.sctx","mortis_redux_gold_tex.sctx","","","","","","true","","","","","","",""
"UndertakerHatSilver","UndertakerHatSilver","","SILVER","","","","3","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_MORTIS_SKIN","TID_TRUE_SILVER_MORTIS_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","mortis_redux_silver_tex.sctx","mortis_redux_silver_tex.sctx","","","","","","true","","","","","","",""
"UndertakerSilver","UndertakerSilver","","SILVER","","","","3","6","6","","UndertakerHatSilver","","","","","","","","","","","true","","","","","","TID_TRUE_SILVER_MORTIS_SKIN","TID_TRUE_SILVER_MORTIS_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","mortis_redux_silver_tex.sctx","mortis_redux_silver_tex.sctx","","","","","","true","","","","","","",""
"IceDudeDefault","IceDudeDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","lou_tex.sctx","lou_tex.sctx","","","","","","","","","","","","",""
"SpeedyLine","SpeedyLine","","LINE","","","","","","","","","","","","","","","","","","","true","","149","","","EPIC","TID_CONY_MAX_SKIN","TID_CONY_MAX_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","max_cony_tex.sctx","max_cony_tex.sctx","","","","","","","","","","","","NEVER",""
"ControllerLine","ControllerLine","","LINE","","","","","","","","","","","","ControllerLineAddon","","","","","","","true","","149","","","EPIC","TID_SALLY_NANI_SKIN","TID_SALLY_NANI_SHOP","MODEL,TEXTURE,ANIM,VFX,TURRET","","","nani_line_friends_tex.sctx","nani_line_friends_tex.sctx","","","","","","","","","","","","NEVER",""
"SniperLine","SniperLine","","LINE","","","","","","","","","","","","","","","","","","","true","","79","","","SUPER_RARE","TID_CHOCO_PIPER_SKIN","TID_CHOCO_PIPER_SHOP","MODEL,TEXTURE,ANIM","","","piper_line_friends_tex.sctx","piper_line_friends_tex.sctx","","","","","","","","","","","","NEVER",""
"ControllerLineAddon","ControllerLineAddon","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","nani_line_friends_tex.sctx","nani_line_friends_tex.sctx","","","","","","","","","","","","",""
"TntDudeSnowtel","TntDudeSnowtel","","BRAWLPASS","","","","","3","3","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_BELLHOP_MIKE_SKIN","TID_BELLHOP_MIKE_SHOP","MODEL,TEXTURE,VFX","","","dynamike_groom_tex.sctx","dynamike_groom_tex.sctx","","","","","","","","","","","","NEVER",""
"","","","BRAWLIDAYS","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeKing","IceDudeKing","","BRAWLPASS","","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_KING_LOU_SKIN","TID_KING_LOU_SHOP","MODEL,TEXTURE,ANIM,VFX","","","lou_king_tex.sctx","lou_king_tex.sctx","","","","","","","","","","","","NEVER",""
"","","","ROYALS","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"SafeRed","SafeRed","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilDefault","SnakeOilDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","byron_tex.sctx","byron_tex.sctx","","","","","","","","","","","","",""
"EnragerDefault","EnragerDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","edgar_tex.sctx","edgar_tex.sctx","","","","","","","","","","","","",""
"BlowerNutcracker","BlowerNutcracker","","SC_MAKE","","","","","","","","","","","","","","","","","","5000","true","","149","129","","EPIC","TID_GALE_NUTCRACKER","TID_GALE_NUTCRACKER_SHOP","MODEL,TEXTURE,ANIM,VFX","Eric_Imperial and GuiRamalho","","gale_nutcracker_tex.sctx","gale_nutcracker_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"","","","BRAWLIDAYS","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"RocketGirlOg","RocketGirlOg","","ANNIVERSARY2020","","","","","4","4","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_OLD_SCHOOL_BROCK","TID_OLD_SCHOOL_BROCK_SHOP","MODEL,TEXTURE","","","brock_og_redux_tex.sctx","brock_og_redux_tex.sctx","","","","","","","","","","","","NEVER",""
"ClusterBombDudeSnowman","ClusterBombDudeSnowman","","BRAWLIDAYS","","sc/emoji_1.sc","emoji_tick_xmas","","3","3","","","","","","ClusterBombPetSnowman","","","","","","2750","true","","79","","","SUPER_RARE","TID_SNOWMAN_TICK","TID_SNOWMAN_TICK_SHOP","MODEL,TEXTURE,ANIM,VFX","","","tick_snowman_tex.sctx","tick_snowman_tex.sctx","","","","","","","","","","","","NEVER",""
"HammerDudeXmas","HammerDudeXmas","","BRAWLIDAYS","","sc/emoji_1.sc","emoji_frank_xmas","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_HOLIDAY_PARTY_FRANK","TID_HOLIDAY_PARTY_FRANK_SHOP","MODEL,TEXTURE,ANIM,VFX","","","frank_xmasparty_tex.sctx","frank_xmasparty_tex.sctx","","","","","","","","","","","","NEVER",""
"BowDudeWarrior","BowDudeWarrior","","JUNGLE","","","","","","","","","","","","BowDudeTotemDefault","","","","","","1000","true","","29","","","RARE","TID_WARRIOR_BO_SKIN","TID_WARRIOR_BO_SKIN_SHOP","MODEL,TEXTURE","","","bo_warrior_tex.sctx","bo_warrior_tex.sctx","","","","","","","","","","","","NEVER",""
"ClusterBombDudeGold","ClusterBombDudeGold","","GOLD","","","","","","","","","","","","ClusterBombPetGold","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_TICK_SKIN","TID_TRUE_GOLD_TICK_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","tick_gold_redux_tex.sctx","tick_gold_redux_tex.sctx","","","","","","true","","","","","","",""
"ClusterBombDudeSilver","ClusterBombDudeSilver","","SILVER","","","","","","","","","","","","ClusterBombPetSilver","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_TICK_SKIN","TID_TRUE_SILVER_TICK_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","tick_silver_redux_tex.sctx","tick_silver_redux_tex.sctx","","","","","","true","","","","","","",""
"CrowGold","CrowGold","","GOLD","","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_CROW_SKIN","TID_TRUE_GOLD_CROW_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","crow_gold_tex.sctx","crow_gold_tex.sctx","","","","","","true","","","","","","",""
"CrowSilver","CrowSilver","","SILVER","","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_CROW_SKIN","TID_TRUE_SILVER_CROW_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","crow_silver_tex.sctx","crow_silver_tex.sctx","","","","","","true","","","","","","",""
"BarrelBotGold","BarrelBotGold","","GOLD","","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_DARRYL_SKIN","TID_TRUE_GOLD_DARRYL_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","darryl_gold_tex.sctx","darryl_gold_tex.sctx","","","","","","true","","","","","","",""
"BarrelBotSilver","BarrelBotSilver","","SILVER","","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_DARRYL_SKIN","TID_TRUE_SILVER_DARRYL_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","darryl_silver_tex.sctx","darryl_silver_tex.sctx","","","","","","true","","","","","","",""
"ClusterBombPetSnowman","ClusterBombPetSnowman","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","tick_snowman_tex.sctx","tick_snowman_tex.sctx","","","","","","","","","","","","",""
"MechanicGold","MechanicGold","","GOLD","","","","","","","","","","","","MechanicGoldTurret","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_JESSIE_SKIN","TID_TRUE_GOLD_JESSIE_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","jessie_gold_tex.sctx","jessie_gold_tex.sctx","","","","400","100","true","","","","","","",""
"MechanicSilver","MechanicSilver","","SILVER","","","","","","","","","","","","MechanicSilverTurret","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_JESSIE_SKIN","TID_TRUE_SILVER_JESSIE_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","jessie_silver_tex.sctx","jessie_silver_tex.sctx","","","","400","100","true","","","","","","",""
"MechanicGoldTurret","TurretDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","gold_true_materials.glb","jessie_turret_gold_tex.sctx","jessie_turret_gold_tex.sctx","","","","","","","","","","","","",""
"MechanicSilverTurret","TurretDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","silver_true_materials.glb","jessie_turret_silver_tex.sctx","jessie_turret_silver_tex.sctx","","","","","","","","","","","","",""
"ClusterBombPetGold","ClusterBombPetDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","gold_true_materials.glb","tick_gold_tex.sctx","tick_gold_tex.sctx","","","","","","","","","","","","",""
"ClusterBombPetSilver","ClusterBombPetDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","silver_true_materials.glb","tick_silver_tex.sctx","tick_silver_tex.sctx","","","","","","","","","","","","",""
"BlackHoleGold","BlackHoleGold","","GOLD","","","","","","","","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_TARA_SKIN","TID_TRUE_GOLD_TARA_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","tara_gold_tex.sctx","tara_gold_tex.sctx","","","","","","true","","","","","","",""
"BlackHoleSilver","BlackHoleSilver","","SILVER","","","","","","","","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_TARA_SKIN","TID_TRUE_SILVER_TARA_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","tara_silver_tex.sctx","tara_silver_tex.sctx","","","","","","true","","","","","","",""
"RuffsDefault","RuffsDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","ruffs_tex.sctx","ruffs_tex.sctx","","","","","","","","","","","","",""
"BullDudeOx","BullDudeOx","","STARRFORCE","","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_SPACE_OX_BULL_SKIN","TID_SPACE_OX_BULL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE","","","bull_ox_redux_tex.sctx","bull_ox_redux_tex.sctx","","","","","","","","","","","","NEVER",""
"CactusLord","CactusLord","","STARRFORCE","","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_DARK_LORD_SPIKE_SKIN","TID_DARK_LORD_SPIKE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","spike_lord_tex.sctx","spike_lord_tex.sctx","","","","","","","","","","","","NEVER",""
"BarrelBotLaser","BarrelBotLaser","","BRAWLPASS","","","","","3","3","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_D4R-RY1_SKIN","TID_D4R-RY1_SKIN_SHOP","MODEL,TEXTURE,VFX","","","darryl_droid_tex.sctx","darryl_droid_tex.sctx","","","","","","","","","","","","NEVER",""
"","","","STARRFORCE","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"RollerDefault","RollerDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","stu_tex.sctx","stu_tex.sctx","","","","","","","","","","","","",""
"IceDudeCrooner","IceDudeCrooner","","BRAWLENTINES","","sc/emoji_1.sc","emoji_lou_stvalentines","","","","","","","","","","","","","","","2750","true","","79","69","","SUPER_RARE","TID_SMOOTH_LOU_SKIN","TID_SMOOTH_LOU_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","lou_crooner_tex.sctx","lou_crooner_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"WhirlwindDarkTide","WhirlwindDarkTide","","PIRATES","","","","","","","","","","","","","","","","","","1500","","","39","","","EPIC","TID_DARK_TIDE_CARL_SKIN","TID_DARK_TIDE_CARL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","carl_darktide_tex.sctx","carl_darktide_tex.sctx","","","","-200","-500","","","WhirlwindPirate","","","","",""
"RuffsRonin","RuffsRonin","","BRAWLPASS","","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_RONIN_RUFFS_SKIN","TID_RONIN_RUFFS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","ruffs_ronin_tex.sctx","ruffs_ronin_tex.sctx","","","","250","500","","","","","","","NEVER",""
"","","","STARRFORCE","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
