"Name","Disabled","DisabledCN","FileName","ExportName","Character","Skin","GiveOnSkinUnlock","Rarity","EffectColorR","EffectColorG","EffectColorB","FlipSprayForEnemies","LockedForChronos","SprayBundles","IsDefaultBattleSpray","Texture","PriceBling","PriceGems","DisableCatalogRelease","CatalogNewDaysAdjustment","NotInCatalogTID","UseShineVFX","ExtraCatalogCampaign","HideFromCatalogMainCategory","DisableFromCatalogIfNotOwned"
"spray_nani_olympus",,,"sc/sprays.sc","spray_nani_olympus","Controller","ControllerAres","TRUE","COMMON",255,188,0,"TRUE",,,,"spray_nani_olympus.png",,,,,,"TRUE",,,
"spray_tick_olympus",,,"sc/sprays.sc","spray_tick_olympus","ClusterBombDude","ClusterBombDudeCerberus","TRUE","COMMON",0,201,255,"TRUE",,,,"spray_tick_olympus.png",,,,,,"TRUE",,,
"spray_emz_gw",,,"sc/sprays.sc","spray_emz_gw","Mummy","MummyHarajuku",,"COMMON",23,229,194,"TRUE",,,,"spray_emz_gw.png",750,19,,,,"TRUE",,,
"spray_colt_jungle",,,"sc/sprays.sc","spray_colt_jungle","Gunslinger","GunslingerMonkey",,"COMMON",255,246,0,"TRUE",,,,"spray_colt_jungle.png",750,19,,,,"TRUE",,,
"spray_bling",,,"sc/sprays.sc","spray_bling",,,,"COLLECTORS",255,252,194,"TRUE",,,,"spray_bling.png",1000,29,,,,"TRUE","MISC",,
"spray_gw",,,"sc/sprays.sc","spray_gw",,,,"COLLECTORS",46,255,215,"TRUE",,,,"spray_gw.png",1000,29,,,,"TRUE","GOLDENWEEK",,
"spray_mushroom",,,"sc/sprays.sc","spray_mushroom",,,,"COLLECTORS",184,255,137,"TRUE",,,,"spray_mushroom.png",,,,,,,,,
"spray_tq",,,"sc/sprays.sc","spray_tq",,,,"COMMON",249,216,73,"TRUE",,,,"spray_tq.png",,,"TRUE",,,,"WF_2020","TRUE",
"spray_stmn",,,"sc/sprays.sc","spray_stmn",,,,"COMMON",67,151,133,"TRUE","TRUE",,,"spray_stmn.png",,29,,,,,"WF_2020",,
"spray_sk",,,"sc/sprays.sc","spray_sk",,,,"COMMON",122,52,245,"TRUE","TRUE",,,"spray_sk.png",,29,,,,,"WF_2020",,
"spray_zeta",,,"sc/sprays.sc","spray_zeta",,,,"COMMON",215,254,81,"TRUE","TRUE",,,"spray_zeta.png",,29,,,,,"WF_2020",,
"spray_totem",,,"sc/sprays.sc","spray_totem",,,,"COMMON",79,174,79,"TRUE","TRUE",,,"spray_totem.png",,29,,,,,"WF_2020",,
"spray_qlash",,,"sc/sprays.sc","spray_qlash",,,,"COMMON",105,228,222,"TRUE","TRUE",,,"spray_qlash.png",,29,"TRUE",,,,"WF_2020","TRUE",
"spray_tribe",,,"sc/sprays.sc","spray_tribe",,,,"COMMON",215,40,53,"TRUE","TRUE",,,"spray_tribe.png",,29,,,,,"WF_2020",,
"spray_navi",,,"sc/sprays.sc","spray_navi",,,,"COMMON",252,237,79,"TRUE","TRUE",,,"spray_navi.png",,29,,,,,"WF_2020",,
"spray_fire_love",,,"sc/sprays.sc","spray_fire_love",,,,"COMMON",234,51,74,"TRUE",,,,"spray_fire_love.png",1000,29,,,,,,,
"spray_esports_greenbear",,,"sc/sprays.sc","spray_esports_greenbear",,,,"COMMON",169,230,96,"TRUE",,,,"spray_esports_greenbear.png",,,,,,,,,
"spray_fut",,,"sc/sprays.sc","spray_fut",,,,"COMMON",219,48,75,"TRUE","TRUE",,,"spray_fut.png",,29,,,,,"WF_2020",,
"spray_luminosity",,,"sc/sprays.sc","spray_luminosity",,,,"COMMON",100,185,216,"TRUE","TRUE",,,"spray_luminosity.png",,29,,,,,"WF_2020",,
"spray_8bit_enchanted",,,"sc/sprays.sc","spray_8bit_enchanted","Arcade","ArcadeHauntedHouse",,"COMMON",98,214,179,"TRUE",,,,"spray_8bit_enchanted.png",750,19,,,,,,,
"spray_janet_enchanted",,,"sc/sprays.sc","spray_janet_enchanted","JetpackGirl","JetpackGirlDarkFairy",,"COMMON",214,101,129,"TRUE",,,,"spray_janet_enchanted.png",750,19,,,,,,,
"spray_chester_enchanted",,,"sc/sprays.sc","spray_chester_enchanted","Jester","JesterWoodspirit",,"COMMON",218,75,52,"TRUE",,,,"spray_chester_enchanted.png",750,19,,,,,,,
"spray_lou_enchanted",,,"sc/sprays.sc","spray_lou_enchanted",,,,"COMMON",220,215,210,"TRUE",,,,"spray_lou_enchanted.png",750,19,,,,,,,
"spray_crow_phoenix",,,"sc/sprays.sc","spray_crow_phoenix","Crow","CrowPheonix","TRUE","COMMON",255,200,19,"TRUE",,,,"spray_crow_phoenix.png",,,,,,,,,
"spray_meg_cursed",,,"sc/sprays.sc","spray_meg_cursed","MechaDude","MechaDudePirate","TRUE","COMMON",123,50,208,"TRUE",,,,"spray_meg_cursed.png",,,,,,,,,
"spray_surge_cursed",,,"sc/sprays.sc","spray_surge_cursed","PowerLeveler","PowerLevelerKraken",,"COMMON",255,122,72,"TRUE",,,,"spray_surge_cursed.png",750,19,,,,,,,
"spray_bibi_cursed",,,"sc/sprays.sc","spray_bibi_cursed","Baseball","BaseballPirate","TRUE","COMMON",255,0,107,"TRUE",,,,"spray_bibi_cursed.png",,,,,,,,,
"spray_griff_cursed",,,"sc/sprays.sc","spray_griff_cursed","AssaultShotgun","AssaultShotgunTreasure",,"COMMON",255,1,68,"TRUE",,,,"spray_griff_cursed.png",750,19,,,,,,,
"spray_floaty_donut",,,"sc/sprays.sc","spray_floaty_donut",,,,"COLLECTORS",190,74,213,"TRUE",,,,"spray_floaty_donut.png",1000,29,,,,"TRUE","SUMMER",,
"spray_doug",,,"sc/sprays.sc","spray_doug","Reviver",,,"COMMON",247,63,159,"TRUE",,,,"spray_doug.png",750,19,,,,,,,
"spray_floaty_hotdog",,,"sc/sprays.sc","spray_floaty_hotdgog",,,,"COLLECTORS",250,154,62,"TRUE",,,,"spray_floaty_hotdog.png",1000,29,,,,"TRUE","SUMMER",,
"spray_floaty_palmtree",,,"sc/sprays.sc","spray_floaty_palmtree",,,,"COLLECTORS",76,212,81,"TRUE",,,,"spray_floaty_palmtree.png",1000,29,,,,"TRUE","SUMMER",,
"spray_floaty_flamingo",,,"sc/sprays.sc","spray_floaty_flamingo",,,,"COLLECTORS",248,141,187,"TRUE",,,,"spray_floaty_flamingo.png",1000,29,,,,"TRUE","SUMMER",,
"spray_cordelius",,,"sc/sprays.sc","spray_cordelius","Duelist",,,"COMMON",255,208,0,"TRUE",,,,"spray_cordelius.png",750,19,,,,,,,
"spray_cordelius_wasteland",,,"sc/sprays.sc","spray_cordelius_wasteland","Duelist","DuelistWasteland",,"COMMON",228,79,93,"TRUE",,,,"spray_cordelius_wasteland.png",750,19,,,,,,,
"spray_hank_wasteland",,,"sc/sprays.sc","spray_hank_wasteland","FishTank","FishTankWasteland","TRUE","COMMON",243,134,178,"TRUE",,,,"spray_hank_wasteland.png",,,,,,,,,
"spray_maisie_wasteland",,,"sc/sprays.sc","spray_maisie_wasteland",,,,"COMMON",162,208,52,"TRUE",,,,"spray_maisie_wasteland.png",,,,,,,,,
"spray_willow_wasteland",,,"sc/sprays.sc","spray_willow_wasteland",,,,"COMMON",190,57,234,"TRUE",,,,"spray_willow_wasteland.png",750,19,,,,,"WASTELAND",,
"spray_mandy_harvest",,,"sc/sprays.sc","spray_mandy_harvest","Beamer","Beamerharvest",,"COMMON",242,123,209,"TRUE",,,,"spray_mandy_harvest.png",750,19,,,,,,,
"spray_janet_moon",,,"sc/sprays.sc","spray_janet_moon","JetpackGirl","JetpackGirlMoon","TRUE","COMMON",255,255,255,"TRUE",,,,"spray_janet_moon.png",,,,,,,,,
"spray_rosa_university",,,"sc/sprays.sc","spray_rosa_university","Rosa","RosaUniversity",,"COMMON",43,127,250,"TRUE",,,,"spray_rosa_university.png",750,19,,,,,,,
"spray_squeak_university",,,"sc/sprays.sc","spray_squeak_university","StickyBomb","StickyBombUniversity",,"COMMON",241,106,138,"TRUE",,,,"spray_squeak_university.png",750,19,,,,,,,
"spray_stu_university",,,"sc/sprays.sc","spray_stu_university","Roller","RollerUniversity","TRUE","COMMON",61,201,118,"TRUE",,,,"spray_stu_university.png",,,,,,,,,
"spray_edgar_mecha",,,"sc/sprays.sc","spray_edgar_mecha","Enrager","EnragerMecha","TRUE","COMMON",94,105,249,"TRUE",,,,"spray_edgar_mecha.png",,,,,,,,,
"spray_pearl",,,"sc/sprays.sc","spray_pearl","Cooker",,,"COMMON",243,129,58,"TRUE",,,,"spray_pearl.png",750,19,,,,,,,
"spray_chuck",,,"sc/sprays.sc","spray_chuck","Conductor",,,"COMMON",192,252,79,"TRUE",,,,"spray_chuck.png",750,19,,,,,,,
"spray_wasteland",,,"sc/sprays.sc","spray_wasteland",,,,"COLLECTORS",184,255,137,"TRUE",,,,"spray_wasteland.png",,,,,,"TRUE",,,
"spray_university_equal",,,"sc/sprays.sc","spray_university_equal",,,,"COLLECTORS",0,255,255,"TRUE",,,,"spray_university_equal.png",1000,29,,,,"TRUE","UNIVERSITY",,
"spray_university_minus",,,"sc/sprays.sc","spray_university_minus",,,,"COLLECTORS",249,51,255,"TRUE",,,,"spray_university_minus.png",1000,29,,,,"TRUE","UNIVERSITY",,
"spray_university_plus",,,"sc/sprays.sc","spray_university_plus",,,,"COLLECTORS",75,255,0,"TRUE",,,,"spray_university_plus.png",1000,29,,,,"TRUE","UNIVERSITY",,
"spray_overcharge_bull",,,"sc/sprays.sc","spray_overcharge_bull","BullDude","BullGuyDefault","TRUE","COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_bull.png",,,,,,"TRUE",,,
"spray_overcharge_colt",,,"sc/sprays.sc","spray_overcharge_colt","Gunslinger","GunSlingerDefault","TRUE","COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_colt.png",,,,,,"TRUE",,,
"spray_overcharge_jacky",,,"sc/sprays.sc","spray_overcharge_jacky","Driller","DrillerDefault","TRUE","COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_jacky.png",,,,,,"TRUE",,,
"spray_overcharge_pearl",,,"sc/sprays.sc","spray_overcharge_pearl","Cooker","CookerDefault","TRUE","COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_pearl.png",,,,,,"TRUE",,,
"spray_overcharge_shelly",,,"sc/sprays.sc","spray_overcharge_shelly","ShotgunGirl","BanditGirlDefault","TRUE","COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_shelly.png",,,,,,"TRUE",,,
"spray_overcharge_spike",,,"sc/sprays.sc","spray_overcharge_spike","Cactus","CactusDefault","TRUE","COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_spike.png",,,,,,"TRUE",,,
"spray_sad_clown",,,"sc/sprays.sc","spray_sad_clown",,,,"COLLECTORS",255,255,255,"TRUE",,,,"spray_sad_clown.png",,,,,,"TRUE","CIRCUS",,
"spray_lola_circus",,,"sc/sprays.sc","spray_lola_circus",,,,"COMMON",162,208,52,"TRUE",,,,"spray_lola_circus.png",,,,,,,,,
"spray_overcharge_jessie",,,"sc/sprays.sc","spray_overcharge_jessie","Mechanic","MechanicDefault","TRUE","COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_jessie.png",,,,,,"TRUE",,,
"spray_overcharge_rosa",,,"sc/sprays.sc","spray_overcharge_rosa","Rosa","RosaDefault","TRUE","COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_rosa.png",,,,,,"TRUE",,,
"spray_overcharge_colette",,,"sc/sprays.sc","spray_overcharge_colette","Percenter","PercenterDefault","TRUE","COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_colette.png",,,,,,"TRUE",,,
"spray_overcharge_lou",,,"sc/sprays.sc","spray_overcharge_lou","IceDude","IceDudeDefault","TRUE","COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_lou.png",,,,,,"TRUE",,,
"spray_overcharge_maisie",,,"sc/sprays.sc","spray_overcharge_maisie","Maisie","MaisieDefault","TRUE","COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_maisie.png",,,,,,"TRUE",,,
"spray_overcharge_charlie",,,"sc/sprays.sc","spray_overcharge_charlie","Cocooner","CocoonerDefault","TRUE","COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_charlie.png",,,,,,"TRUE",,,
"spray_charlie",,,"sc/sprays.sc","spray_charlie","Cocooner",,,"COMMON",255,201,0,"TRUE",,,,"spray_charlie.png",750,19,,,,"TRUE",,,
"spray_leon_wolf",,,"sc/sprays.sc","spray_leon_wolf","Ninja","NinjaBrawloween","TRUE","COMMON",241,253,255,"TRUE",,,,"spray_leon_wolf.png",,,,,,,,,
"spray_shelly_witch",,,"sc/sprays.sc","spray_shelly_witch","ShotgunGirl","ShotgunGirlBrawloween","TRUE","COMMON",237,10,120,"TRUE",,,,"spray_shelly_witch.png",,,,,,,,,
"spray_grom_hindu",,,"sc/sprays.sc","spray_grom_hindu","CrossBomber","CrossBomberHindu","TRUE","COMMON",0,247,0,"TRUE",,,,"spray_grom_hindu.png",,,,,,,,,
"spray_bo_hindu",,,"sc/sprays.sc","spray_bo_hindu","BowDude","BowDudeHinduChroma","TRUE","COMMON",18,222,250,"TRUE",,,,"spray_bo_hindu.png",,,,,,,,,
"spray_frank_hindu",,,"sc/sprays.sc","spray_frank_hindu","HammerDude","HammerDudeHindu","TRUE","COMMON",255,95,174,"TRUE",,,,"spray_frank_hindu.png",,,,,,,,,
"spray_byron_circus",,,"sc/sprays.sc","spray_byron_circus","SnakeOil","SnakeOilDarkcircus","TRUE","COMMON",252,127,197,"TRUE",,,,"spray_byron_circus.png",,,,,,,,,
"spray_nita_circus",,,"sc/sprays.sc","spray_nita_circus","Shaman","ShamanDarkcircus","TRUE","COMMON",255,22,47,"TRUE",,,,"spray_nita_circus.png",,,,,,,,,
"spray_mike_robo",,,"sc/sprays.sc","spray_mike_robo","TntDude","TntDudeMecha","TRUE","COMMON",255,255,112,"TRUE",,,,"spray_mike_robo.png",,,,,,,,,
"spray_pam_evilqueen",,,"sc/sprays.sc","spray_pam_evilqueen","MinigunDude","MinigunDudeQueen","TRUE","COMMON",255,7,24,"TRUE",,,,"spray_pam_evilqueen.png",,,,,,,,,
"spray_saw_robot_01",,,"sc/sprays.sc","spray_saw_robot_01",,,,"COLLECTORS",144,84,229,"TRUE",,,,"spray_saw_robot_01.png",1000,29,,,,"TRUE","CIRCUS",,
"spray_saw_robot_02",,,"sc/sprays.sc","spray_saw_robot_02",,,,"COLLECTORS",144,84,229,"TRUE",,,,"spray_saw_robot_02.png",1000,29,,,,"TRUE","CIRCUS",,
"spray_saw_robot_03",,,"sc/sprays.sc","spray_saw_robot_03",,,,"COLLECTORS",144,84,229,"TRUE",,,,"spray_saw_robot_03.png",1000,29,,,,"TRUE","CIRCUS",,
"spray_cartoon_cloud",,,"sc/sprays.sc","spray_cartoon_cloud",,,,"COLLECTORS",255,215,253,"TRUE",,,,"spray_cartoon_cloud.png",,,,,,"TRUE",,,
"spray_lny_dragon",,,"sc/sprays.sc","spray_lny_dragon",,,,"COLLECTORS",255,255,0,"TRUE",,,,"spray_lny_dragon.png",,,,,,"TRUE",,,
"spray_cartoon_starr",,,"sc/sprays.sc","spray_cartoon_starr",,,,"COMMON",255,241,0,"TRUE",,,,"spray_cartoon_starr.png",,,,,,,,,
"spray_overcharge_crow",,,"sc/sprays.sc","spray_overcharge_crow","Crow","CrowDefault","TRUE","COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_crow.png",,,,,,"TRUE",,,
"spray_overcharge_leon",,,"sc/sprays.sc","spray_overcharge_leon","Ninja","NinjaDefault","TRUE","COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_leon.png",,,,,,"TRUE",,,
"spray_overcharge_edgar",,,"sc/sprays.sc","spray_overcharge_edgar","Enrager","EnragerDefault","TRUE","COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_edgar.png",,,,,,"TRUE",,,
"spray_overcharge_fang",,,"sc/sprays.sc","spray_overcharge_fang","KickerDude","KickerDudeDefault","TRUE","COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_fang.png",,,,,,"TRUE",,,
"spray_overcharge_dynamike",,,"sc/sprays.sc","spray_overcharge_dynamike","TntDude","TntGuyDefault","TRUE","COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_dynamike.png",,,,,,"TRUE",,,
"spray_overcharge_mico",,,"sc/sprays.sc","spray_overcharge_mico","Leaper","LeaperDefault","TRUE","COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_mico.png",,,,,,"TRUE",,,
"spray_mico",,,"sc/sprays.sc","spray_mico","Leaper",,,"COMMON",54,123,209,"TRUE",,,,"spray_mico.png",750,19,,,,,,,
"spray_kit",,,"sc/sprays.sc","spray_kit","Attacher",,,"COMMON",255,255,255,"TRUE",,,,"spray_kit.png",750,19,,,,,,,
"spray_twins",,,"sc/sprays.sc","spray_twins","Twins",,,"COMMON",249,215,79,"TRUE",,,,"spray_twins.png",750,19,,,,,,,
"spray_wc2023",,,"sc/sprays.sc","spray_wc2023",,,,"COLLECTORS",249,215,79,"TRUE","TRUE",,,"spray_wc2023.png",,,,,,"TRUE",,,
"spray_carnaval",,,"sc/sprays.sc","spray_carnaval",,,,"COLLECTORS",117,252,230,"TRUE",,,,"spray_carnaval.png",1000,29,,,,"TRUE","CARNAVAL",,
"spray_xmas_candy",,,"sc/sprays.sc","spray_xmas_candy",,,,"COLLECTORS",102,221,227,"TRUE",,,,"spray_xmas_candy.png",1000,29,,,,"TRUE","BRAWLIDAYS",,
"spray_xmas_kiss",,,"sc/sprays.sc","spray_xmas_kiss",,,,"COLLECTORS",234,62,75,"TRUE",,,,"spray_xmas_kiss.png",1000,29,,,,"TRUE","BRAWLIDAYS",,
"spray_primo_superbowl",,,"sc/sprays.sc","spray_primo_superbowl","Luchador","LuchadorSuperbowl","TRUE","COMMON",239,137,51,"TRUE",,,,"spray_primo_superbowl.png",,,,,,,,,
"spray_8bit_virus",,,"sc/sprays.sc","spray_8bit_virus","Arcade","ArcadeVirusChroma","TRUE","COMMON",174,35,175,"TRUE",,,,"spray_8bit_virus.png",,,,,,,,,
"spray_frank_clash_blue",,,"sc/sprays.sc","spray_frank_clash_blue","HammerDude","HammerDudeClashKingChromaBlue","TRUE","COMMON",40,89,186,"TRUE",,,,"spray_frank_clash_blue.png",,,,,,,,,
"spray_spike_cartoon",,,"sc/sprays.sc","spray_spike_cartoon","Cactus","Cactuscartoon","TRUE","COMMON",124,202,68,"TRUE",,,,"spray_spike_cartoon.png",,,,,,,,,
"spray_mico_wukong",,,"sc/sprays.sc","spray_mico_wukong","Leaper","Leaperwukong","TRUE","COMMON",252,236,129,"TRUE",,,,"spray_mico_wukong.png",,,,,,,,,
"spray_frank_clash_red",,,"sc/sprays.sc","spray_frank_clash_red","HammerDude","HammerDudeClashKingChromaRed","TRUE","COMMON",255,0,43,"TRUE",,,,"spray_frank_clash_red.png",,,,,,,,,
"spray_8bit_virus_og",,,"sc/sprays.sc","spray_8bit_virus_og","Arcade","ArcadeVirus","TRUE","COMMON",201,255,115,"TRUE",,,,"spray_8bit_virus_og.png",,,,,,,,,
"spray_ssg",,,"sc/sprays.sc","spray_ssg",,,,"COMMON",255,215,0,"TRUE","TRUE",,,"spray_ssg.png",,29,,,,,"WF_2020",,
"spray_ragnarok",,,"sc/sprays.sc","spray_ragnarok",,,,"COLLECTORS",2,236,255,"TRUE",,,,"spray_ragnarok.png",,,,,,"TRUE",,,
"spray_sandsoftime",,,"sc/sprays.sc","spray_sandsoftime",,,,"COLLECTORS",255,229,146,"TRUE",,,,"spray_sandsoftime.png",,,,,,"TRUE",,,
"spray_esports_sandsoftime",,,"sc/sprays.sc","spray_esports_sandsoftime",,,,"COLLECTORS",255,216,54,"TRUE","TRUE",,,"spray_esports_sandsoftime.png",,,,,,"TRUE",,,
"spray_easter_2024",,,"sc/sprays.sc","spray_easter_2024",,,,"COLLECTORS",208,220,220,"TRUE","TRUE",,,"spray_easter_2024.png",1000,29,,,,"TRUE","BUNNY_BRIGADE",,
"spray_ranked_sandsoftime",,,"sc/sprays.sc","spray_ranked_sandsoftime",,,,"COLLECTORS",233,80,255,"TRUE",,,,"spray_ranked_sandsoftime.png",,,,,,"TRUE",,,
"spray_ranked_ragnarok",,,"sc/sprays.sc","spray_ranked_ragnarok",,,,"COLLECTORS",233,80,255,"TRUE",,,,"spray_ranked_ragnarok.png",,,,,,"TRUE",,,
"spray_overcharge_belle",,,"sc/sprays.sc","spray_overcharge_belle","ElectroSniper","ElectroSniperDefault",,"COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_belle.png",,,,,,"TRUE",,,
"spray_overcharge_bibi",,,"sc/sprays.sc","spray_overcharge_bibi","Baseball","BaseballDefault",,"COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_bibi.png",,,,,,"TRUE",,,
"spray_overcharge_buzz",,,"sc/sprays.sc","spray_overcharge_buzz","RopeDude","RopeDudeDefault",,"COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_buzz.png",,,,,,"TRUE",,,
"spray_overcharge_cordelius",,,"sc/sprays.sc","spray_overcharge_cordelius","Duelist","DuelistDefault",,"COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_cordelius.png",,,,,,"TRUE",,,
"spray_overcharge_elprimo",,,"sc/sprays.sc","spray_overcharge_elprimo","Luchador","LuchadorDefault",,"COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_elprimo.png",,,,,,"TRUE",,,
"spray_overcharge_sprout",,,"sc/sprays.sc","spray_overcharge_sprout","Wally","WallyDefault",,"COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_sprout.png",,,,,,"TRUE",,,
"spray_womenday",,,"sc/sprays.sc","spray_womenday",,,,"COLLECTORS",233,80,255,"TRUE","TRUE",,,"spray_womenday.png",1000,29,,,,"TRUE","MISC",,
"spray_bibi_ragnarok",,,"sc/sprays.sc","spray_bibi_ragnarok","Baseball","BaseballThor","TRUE","COMMON",0,216,255,"TRUE",,,,"spray_bibi_ragnarok.png",,,,,,,,,
"spray_chuck_sands",,,"sc/sprays.sc","spray_chuck_sands","Conductor","ConductorScorpion","TRUE","COMMON",244,154,1,"TRUE",,,,"spray_chuck_sands.png",,,,,,,,,
"spray_colt_mecha",,,"sc/sprays.sc","spray_colt_mecha","Gunslinger","GunslingerMecha","TRUE","COMMON",86,48,255,"TRUE",,,,"spray_colt_mecha.png",,,,,,,,,
"spray_crow_mecha",,,"sc/sprays.sc","spray_crow_mecha","Crow","CrowMecha","TRUE","COMMON",2,175,255,"TRUE",,,,"spray_crow_mecha.png",,,,,,,,,
"spray_edgar_sands",,,"sc/sprays.sc","spray_edgar_sands","Enrager","EnragerThief","TRUE","COMMON",255,211,0,"TRUE",,,,"spray_edgar_sands.png",,,,,,,,,
"spray_jessie_ragnarok",,,"sc/sprays.sc","spray_jessie_ragnarok","Mechanic","MechanicSkadi","TRUE","COMMON",255,230,221,"TRUE",,,,"spray_jessie_ragnarok.png",,,,,,,,,
"spray_leon_mecha",,,"sc/sprays.sc","spray_leon_mecha","Ninja","NinjaMecha","TRUE","COMMON",146,255,244,"TRUE",,,,"spray_leon_mecha.png",,,,,,,,,
"spray_spike_poop",,,"sc/sprays.sc","spray_spike_poop","Cactus","CactusPoop","TRUE","COMMON",131,39,0,"TRUE",,,,"spray_spike_poop.png",,,,,,,,,
"spray_angelo",,,"sc/sprays.sc","spray_angelo","InsectMan",,,"COMMON",255,113,64,"TRUE",,,,"spray_angelo.png",750,19,,,,,,,
"spray_melody",,,"sc/sprays.sc","spray_melody","AxeJuggler",,,"COMMON",255,128,179,"TRUE",,,,"spray_melody.png",750,19,,,,,,,
"spray_bp_godzilla",,,"sc/sprays.sc","spray_bp_godzilla",,,,"COLLECTORS",205,103,85,"TRUE",,,,"spray_bp_godzilla.png",,,,,,"TRUE","GODZILLA",,
"spray_bp_hackers",,,"sc/sprays.sc","spray_bp_hackers",,,,"COLLECTORS",6,89,69,"TRUE",,,,"spray_bp_hackers.png",,,,,,"TRUE","HACKER",,
"spray_godzilla_egg",,,"sc/sprays.sc","spray_godzilla_egg",,,,"COMMON",123,255,17,"TRUE","TRUE",,,"spray_godzilla_egg.png",1000,29,,,,"TRUE","GODZILLA",,
"spray_godzilla_team",,,"sc/sprays.sc","spray_godzilla_team",,,,"COMMON",2,168,140,"TRUE","TRUE",,,"spray_godzilla_team.png",1000,29,,,,"TRUE","GODZILLA",,
"spray_godzilla_team_mecha",,,"sc/sprays.sc","spray_godzilla_team_mecha",,,,"COMMON",255,201,51,"TRUE","TRUE",,,"spray_godzilla_team_mecha.png",1000,29,,,,"TRUE","GODZILLA",,
"spray_mutation_sign",,,"sc/sprays.sc","spray_mutation_sign",,,,"COMMON",252,205,16,"TRUE","TRUE",,,"spray_mutation_sign.png",1000,29,,,,"TRUE","GODZILLA",,
"spray_ranked_godzilla",,,"sc/sprays.sc","spray_ranked_godzilla",,,,"COLLECTORS",232,243,252,"TRUE",,,,"spray_ranked_godzilla.png",,,,,,"TRUE","GODZILLA",,
"spray_ranked_hackers",,,"sc/sprays.sc","spray_ranked_hackers",,,,"COLLECTORS",245,108,0,"TRUE",,,,"spray_ranked_hackers.png",,,,,,"TRUE","HACKER",,
"spray_lili",,,"sc/sprays.sc","spray_lili","Ambusher",,,"COMMON",255,123,255,"TRUE",,,,"spray_lili.png",750,19,,,,,,,
"spray_draco",,,"sc/sprays.sc","spray_draco","DragonRider",,,"COMMON",179,229,0,"TRUE",,,,"spray_draco.png",750,19,,,,,,,
"spray_shelly_squad",,,"sc/sprays.sc","spray_shelly_squad","ShotgunGirl","ShotgunGirlSquad","TRUE","COMMON",255,56,182,"TRUE",,,,"spray_shelly_squad.png",,,,,,,,,
"spray_nita_godzilla",,,"sc/sprays.sc","spray_nita_godzilla","Shaman","ShamanGodzilla","TRUE","COMMON",0,137,218,"TRUE",,,,"spray_nita_godzilla.png",,,,,,,,,
"spray_fang_virus",,,"sc/sprays.sc","spray_fang_virus","KickerDude","KickerDudeVirus","TRUE","COMMON",0,254,175,"TRUE",,,,"spray_fang_virus.png",,,,,,,,,
"spray_charlie_virus",,,"sc/sprays.sc","spray_charlie_virus","Cocooner","CocoonerVirus","TRUE","COMMON",77,241,80,"TRUE",,,,"spray_charlie_virus.png",,,,,,,,,
"spray_buzz_godzilla",,,"sc/sprays.sc","spray_buzz_godzilla","RopeDude","RopeDudeGodzilla","TRUE","COMMON",3,190,255,"TRUE",,,,"spray_buzz_godzilla.png",,,,,,,,,
"spray_bo_mecha",,,"sc/sprays.sc","spray_bo_mecha","BowDude","BoMecha","TRUE","COMMON",255,119,1,"TRUE",,,,"spray_bo_mecha.png",,,,,,,,,
"spray_bibi_virus",,,"sc/sprays.sc","spray_bibi_virus","Baseball","BaseballGamer_remake","TRUE","COMMON",255,114,216,"TRUE",,,,"spray_bibi_virus.png",,,,,,,,,
"spray_amber_ice",,,"sc/sprays.sc","spray_amber_ice","FireDude","FireDudeFrost","TRUE","COMMON",51,217,255,"TRUE",,,,"spray_amber_ice.png",,,,,,,,,
"spray_overcharge_tick",,,"sc/sprays.sc","spray_overcharge_tick","ClusterBombDude","ClusterBombDefault",,"COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_tick.png",,,,,,"TRUE",,,
"spray_overcharge_sandy",,,"sc/sprays.sc","spray_overcharge_sandy","Sandstorm","SandstormDefault",,"COLLECTORS",233,80,255,"TRUE",,,,"spray_overcharge_sandy.png",,,,,,"TRUE",,,
