TID,ID
TID_SETTINGS_GOOGLE,Google Play
TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED,Tersambung
TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED,Sambungkan
TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP,TERSAMBUNG
TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP,SAMBUNGKAN
TID_FAQ_BUTTON,Bantuan dan dukungan
TID_ABOUT_TERMS,Semua penggunaan perangkat lunak ini tunduk pada Syarat dan Ketentuan serta Kebijakan Privasi di www.supercell.com.
TID_ABOUT,Kredit\n\n<names>\n\nBrawl Stars ™ <version>\nHak cipta 2016-2023 Supercell Ltd. Semua Hak Dilindungi Undang-Undang.\n<extracopyright>\n<terms>
TID_IAP_TRANSACTION_PENDING,Mohon tunggu. Transaksi sedang diproses.
TID_RATE_APP_TITLE,Beri nilai Brawl Stars
TID_RATE_APP_MESSAGE,Mohon beri nilai atau ulas Brawl Stars di App Store untuk memberi kami masukan berharga!
TID_BUTTON_RATE_APP_LATER,Nanti
TID_BUTTON_RATE_APP_REVIEW,Ulas
TID_BUTTON_RATE_APP_NEVER,Jangan Pernah
TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE,Pembukaan kunci akun tidak tersedia
TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE,Pembukaan kunci akun tak tersedia saat ini. Coba lagi nanti!
TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON,Coba lagi
TID_ACCOUNT_LOCKED_INVALID_CODE,Kode pembuka tidak valid!
TID_ACCOUNT_LOCKED_TITLE,Akun Terkunci
TID_ACCONT_LOCKED_TEXT,Akun terkunci karena alasan keamanan. Hubungi Tim Dukungan untuk memulihkan akun.
TID_ACCOUNT_LOCKED_TEXT2,Masukkan kode pembuka di sini:
TID_HERO_LIST_CONFIRM_GEM_GATCHA,Ketuk untuk konfirmasi
TID_NOT_ENOUGH_GEMS_TITLE,Permata tidak cukup
TID_NOT_ENOUGH_GEMS_INFO,\n\nPermata habis. Kunjungi Toko untuk dapat lebih banyak!
TID_NOT_ENOUGH_GEMS_GO_TO_SHOP,Kunjungi Toko
TID_NOT_ENOUGH_CHROMATIC_COINS,Kredit Kroma tidak cukup
TID_COIN_DOUBLER_TITLE,Beli Pengganda Token
TID_COIN_DOUBLER_TITLE_WITH_COINS,Tambahkan Token ke Pengganda Token
TID_COIN_DOUBLER_INFO,Gandakan <c2edd1b><AMOUNT></c> Token berikutnya yang diraih dari Laga.
TID_COIN_DOUBLER_INFO_WITH_COINS,Tambahkan <c2edd1b><AMOUNT></c> Token ke Pengganda Token.\n\nPengganda Token akan menggandakan Token yang diraih dari laga.
TID_GEM_PRICE_OK,<COST>
TID_GEM_PRICE_WARN,<COST>
TID_STAT_PER_DYNAMITE,Kerusakan per dinamit
TID_STARS_1,Awas: Kamu punya <ce662f9>PERMATA</c>!
TID_STARS_2,Awas: Kamu punya <ce662f9>PERMATA</c>!
TID_STARS_3,Awas: Kamu punya banyak <ce662f9>PERMATA</c>!
TID_STARS_4,Awas: Kamu punya banyak <ce662f9>PERMATA</c>!
TID_GATCHA_BUTTON_TITLE,KOTAK JAGOAN
TID_1ST_WIN_CHEST_BUTTON_TITLE,KOTAK BESAR
TID_EVENT_LOCKED,Terkunci
TID_SPECIAL_EVENT_TITLE_TOP,ACARA SPESIAL:
TID_SPECIAL_EVENT_STATUS_ACTIVE,aktif selama
TID_SPECIAL_EVENT_STATUS_FUTURE,mulai dalam
TID_EVENT_COMING_UP_INFO,Acara ini akan terbuka dalam <TIME>
TID_ROCKET_BEACH_SKIN,BROCK PANTAI
TID_CACTUS_PINK_SKIN_OLD,SPIKE PINK
TID_SHAMAN_PANDA_SKIN,NITA PANDA
TID_CROW_WHITE_SKIN,CROW PUTIH
TID_BULL_HAIR_SKIN,BULL VIKING
TID_TRICKSHOT_GOLD_SKIN_OLD,RICHOCHET MEDALI EMAS
TID_BARKEEP_GOLD_SKIN,BARLEY EMAS
TID_GUNSLINGER_ROCKSTAR_SKIN,COLT BINTANG ROCK
TID_STAT_HEAL,Penyembuhan
TID_LUCHADOR_RUDO_SKIN,EL RUDO PRIMO
TID_HERO_INFO_PURCHASE_SKIN_LABEL,Beli
TID_EVENTS_NEW_EVENT,Acara Baru!
TID_SETTINGS_BRAWLHINTS,Kiat Laga
TID_COLLECTED_COINS_INFO,<CURRENT> Token dari maksimal <MAX> dari <PLANET> telah terkumpul
TID_COLLECTED_COINS_INFO_CAPPED,Semua Token yang tersedia di <PLANET> telah terkumpul
TID_TICKET_COUNTER_INFO,Gunakan Tiket untuk berlaga di sini!
TID_NOT_ENOUGH_TICKETS,Tiket tidak cukup
TID_EVENT_LIST_GAME_ROOMS,TIM BARU
TID_EVENT_LIST_WELCOME,Selamat datang di Brawl Stars!
TID_COOP,Laga Kerja Sama
TID_COOP_NOT_SUPPORTED,Laga Kerja Sama tidak tersedia untuk acara ini
TID_PRACTISE_NOT_SUPPORTED,Latihan tidak tersedia untuk acara ini
TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE,Masuk Facebook baru
TID_BIND_TO_NEW_FACEBOOK_ACCOUNT,Sambungkan game saat ini ke akun Facebook ini?
TID_BUTTON_OKAY,Oke
TID_SELECT_PLAYER_THUMBNAIL_FAIL_4,Buka <HERO> untuk mendapatkan ikon ini
TID_HERO_PORTRAIT_CRAFT_COST,<cffffff><COST></c>
TID_HERO_PORTRAIT_CRAFT_COST_NEG,<c999999><COST></c>
TID_EVENT_POPUP_CREATE_TEAM_INFO,Undang teman\ndan main bersama
TID_EVENT_POPUP_HIGHSTAKES_INFO,Kamu bisa menggunakan lebih dari satu tiket di tiap game untuk mendapatkan hadiah yang lebih besar.
TID_EVENT_POPUP_GMV_LABEL_TEAM,3 vs 3
TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE,Jagoan Terakhir
TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT,5 vs 1
TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL,Tiga pemain vs Bandit Robot
TID_HIGHSTAKES_REWARDS,Hadiah x<COUNT>
TID_HIGHSTAKES_COST,Tiket: <COUNT>
TID_POPUP_ANDROID_EXIT_TITLE,Keluar dari Brawl Stars?
TID_POPUP_ANDROID_EXIT,Yakin ingin keluar dari Brawl Stars?
TID_ROOM_NOT_SUPPORTED,Tim tidak didukung di acara ini
TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE,Pembelian gagal
TID_ERROR_POP_UP_PURCHASE_FAILED,Server penagihan tidak menanggapi. Coba lagi nanti.
TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON,Oke
TID_IAP_NOT_AVAILABLE,Aktifkan Pembelian Dalam Aplikasi di setelan pembatasan perangkatmu.
TID_NEWS_TITLE,BERITA
TID_STAT_DAMAGE_PER_ARROW,Kerusakan per panah
TID_STAT_DAMAGE_PER_MINE,Kerusakan per jebakan
TID_STAT_DAMAGE_PER_SPIKE,Kerusakan per duri
TID_STAT_DAMAGE_PER_DAGGER,Kerusakan per belati
TID_FRIENDS_FACEBOOK_CONNECTED,Facebook tersambung
TID_FRIENDS_FACEBOOK_NOT_CONNECTED,Sambungkan Facebook untuk melihat teman Facebook di sini!
TID_FRIENDS_CONNECT_INFO,Sambungkan ke jejaring sosial untuk melihat temanmu di sana!
TID_FRIENDS_NO_FRIENDS,Tidak ada teman
TID_FRIENDS_SUGGESTIONS_SEND_REQUEST,MINTA BERTEMAN
TID_FRIENDS_TITLE_1_NO_COUNT,TEMAN
TID_FRIENDS_TITLE_1,TEMAN (<COUNT>)
TID_FRIENDS_TITLE_2,REKOMENDASI TEMAN
TID_FRIENDS_TITLE_3,UNDANGAN PERTEMANAN
TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT,<COUNT> LAGA DIMAINKAN BERSAMA BARU-BARU INI
TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE,SATU LAGA DIMAINKAN BERSAMA BARU-BARU INI
TID_FRIENDS_NO_ENTRIES_TAB_2,TIDAK ADA SARAN TEMAN
TID_FRIENDS_NO_ENTRIES_TAB_3,TIDAK ADA UNDANGAN PERTEMANAN
TID_FRIENDS_CANNOT_REMOVE_FRIEND,Tidak dapat menghapus teman dari jejaring sosialmu.
TID_FRIEND_REQUEST_ACCEPT,TERIMA
TID_FRIEND_REQUEST_REJECT,TOLAK
TID_FRIEND_REQUEST_REASON_0,<EMPTY>
TID_FRIEND_REQUEST_REASON_1,DARI GENG
TID_FRIEND_REQUEST_REASON_2,DARI TIM
TID_FRIEND_REQUEST_REASON_3,<AMOUNT> LAGA DIMAINKAN BERSAMA BARU-BARU INI
TID_FRIEND_REQUEST_REASON_4,<AMOUNT> LAGA DIMAINKAN BERSAMA BARU-BARU INI
TID_FRIEND_POPOVER_PROFILE,PROFIL
TID_FRIEND_POPOVER_REMOVE,HAPUS
TID_FRIEND_POPOVER_SPECTATE,TONTON
TID_FRIEND_POPOVER_YOU,Ini adalah kamu
TID_REMOVE_FRIEND_POPUP_REMOVE,HAPUS
TID_REMOVE_FRIEND_POPUP_CANCEL,BATAL
TID_REMOVE_FRIEND_POPUP_TITLE,KONFIRMASI HAPUS TEMAN
TID_REMOVE_FRIEND_POPUP_BODY,Yakin ingin menghapus <NAME> dari daftar temanmu?
TID_UNLOCK_SKIN_CONTENT,\n\nBELI <NAME> KOSTUM
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE,Koneksi terputus
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE,Perangkat lain tersambung ke game ini.
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON,Muat ulang
TID_BAD_CONNECTION,Koneksi jaringan jelek
TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE,Peringatan Facebook
TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT,Akun Facebook ini sudah disambungkan ke game Brawl Stars lain. Tautkan ke game saat ini?
TID_KAKAO_BOUND_TO_OTHER_ACCOUNT_TITLE,Pemberitahuan Kakao
TID_KAKAO_BOUND_TO_OTHER_ACCOUNT,Akun Kakao ini sudah disambungkan ke game Brawl Stars lain. Tautkan ke game saat ini?
TID_LINE_BOUND_TO_OTHER_ACCOUNT_TITLE,Pemberitahuan LINE
TID_LINE_BOUND_TO_OTHER_ACCOUNT,Akun LINE ini sudah disambungkan ke game Brawl Stars lain. Tautkan ke game saat ini?
TID_TEAM_FREE_EVENT_REWARD_CLAIMED,Hadiah acara gratis diklaim
TID_GEM_BUY_CONFIRMATION,<AMOUNT> Permata diterima!
TID_BLOCKED_TEAM_READY,Tidak dapat menampilkan ini saat siap
TID_TEAM_CANNOT_INVITE_WHILE_READY,Tidak dapat mengundang saat SIAP
TID_SHOTGUN_BANDITA_SKIN,SHELLY SI BANDIT
TID_SHUTDOWN_STARTED,Game akan ditutup untuk jeda pemeliharaan singkat dalam 5 menit.
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG,"Maaf, server sedang dalam pemeliharaan. Coba lagi dalam beberapa jam."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS,"Maaf, server sedang dalam pemeliharaan. Coba lagi dalam beberapa jam."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF,"Maaf, server sedang dalam pemeliharaan. Coba sekitar satu setengah jam lagi."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR,"Maaf, server sedang dalam pemeliharaan. Coba sekitar satu jam lagi."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES,"Maaf, server sedang dalam pemeliharaan. Coba sekitar <value> menit lagi."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON,"Maaf, server sedang dalam pemeliharaan. Coba lagi dalam beberapa menit."
TID_SHUTDOWN_BATTLE_DISABLED,Game akan ditutup untuk pemeliharaan dalam beberapa menit. Laga baru tidak dapat dimulai hingga pemeliharaan selesai.
TID_TEAM_SEARCH_NO_TEAM_CODE,Masukkan kode tim.
TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ,Kamu tidak memiliki akses untuk menerima atau menolak permintaan bergabung.
TID_CLAN_RESPONSE_71,Senior memiliki masa tenang di antara tendang keluar
TID_STAT_MAX_DAMAGE,Kerusakan di jangkauan maks
TID_STAT_DAMAGE_PER_BOMB,Kerusakan per granat
TID_ELDER_KICK_FAIL_COOLDOWN,Kamu baru-baru ini menendang keluar seorang anggota Geng. Coba lagi dalam <time>.
TID_LUCHADOR_KING_SKIN,EL REY PRIMO
TID_PLAYER_DEFEATED_BR,Jagoan dikalahkan
TID_BALL_1,Boling Pekarangan
TID_HINT_VOLLEYBALL_PUSH_BALL,Sentuh <cdaa520>bola</c>!
TID_HINT_VOLLEYBALL_RETURN_BALL,Capai tempat di mana <cdaa520>bola</c> akan mendarat untuk melambungkannya!
TID_HINT_VOLLEYBALL_PREVENT_RETURN,Cetak skor dengan mencegah lawan berada di tempat <cdaa520>bola</c> mendarat!
TID_HINT_HOLD_THE_BALL_TAKE_BALL,Rebut <cdaa520>Trofi</c>!
TID_HINT_HOLD_THE_BALL_PROTECT,Lindungi pembawa <cdaa520>Trofi</c>!
TID_HINT_HOLD_THE_BALL_HOLD_ON,Jangan sampai <cdaa520>Trofi</c> direbut!
TID_HINT_GET_BALL,Rebut <cdaa520>bola</c>!
TID_LASER_BALL_INTRO_TEXT,Cetak dua gol untuk menang!
TID_AFK_WARNING,Jangan diam! Ayo gerak!
TID_AFK_DISCONNECTED_MSG,Kamu keluar dari laga karena tidak memberi respons atau jaringan buruk
TID_AFK_BANNED_MSG,Kamu diblokir dari laga saat ini karena tidak memberi respons atau jaringan yang buruk. Kamu boleh kembali saat laga berakhir.
TID_AFK_DISCONNECTED_TITLE,Terputus karena Diam
TID_AFK_BANNED_TITLE,Diblokir dari Laga
TID_AFK_RELOAD,Muat ulang
TID_GAME_MODE_7,LAGA BERBURU
TID_GAME_MODE_7_DESC,"Lima pemain berjuang bersama mengalahkan satu JAGOAN BESAR.\n\nSebagai JAGOAN BESAR, kamu memiliki keunggulan berupa kekuatan masif serta kesehatan dalam jumlah besar. Hadapi para pemburu dan bertahan selama mungkin dalam game!\n\nSebagai salah satu dari lima pemburu, kamu harus bekerja sama dengan tim untuk menumbangkan JAGOAN BESAR secepat mungkin!"
TID_BOSS_INTRO_TEXT_ATTACK,Kalahkan JAGOAN BESAR!
TID_BOSS_INTRO_TEXT_DEFEND,Kamu jadi JAGOAN BESAR!
TID_BOSS_1,Ngarai Malapetaka
TID_SEASON_END_POPUP_TITLE,LIGA TROFI TELAH BERAKHIR
TID_SEASON_END_POPUP_REWARD,HADIAH LIGA TROFI
TID_SEASON_END_POPUP_GOLD_VALUE,<VALUE>
TID_COIN_META_MIGRATION_TITLE,Perubahan Penting!
TID_COIN_META_MIGRATION_OK,MAIN TUTORIAL
TID_COIN_META_MIGRATION_TXT_1,Brawl Stars memiliki sistem peningkatan baru: Jagoan bisa naik level setelah Poin Kekuatannya cukup. Progres yang ada telah diubah menjadi Level Jagoan.
TID_COIN_META_MIGRATION_TXT_2,"Kamu mendapatkan Kotak Jagoan untuk Token Peningkatan yang belum digunakan, dan beberapa ekstra untuk memastikan kamu tak kehilangan progres."
TID_COIN_META_MIGRATION_TXT_3,Game kini dimainkan secara lanskap dan dikendalikan dengan dua kontrol.
TID_COIN_META_MIGRATION_TXT_4,PEMACU KOIN kini ditiadakan dan dikonversi menjadi permata.
TID_BOLTS_MIGRATION_TITLE,Perubahan Penting!
TID_BOLTS_MIGRATION_OK,Oke
TID_BOLTS_MIGRATION_INFO,Sistem peningkatan Jagoan kini tak lagi menggunakan Eliksir. <BOLTS> Token Peningkatan untuk Eliksir serta peningkatan Jagoan sebelumnya telah dikembalikan! Gunakan Token Peningkatan untuk meningkatkan Jagoanmu!\n\nDuplikasi Jagoan dan kini Keping juga dihapus dari game. Kamu mendapat <GEMS> Permata sebagai ganti Keping. Nikmatilah!
TID_BOLTS_MIGRATION_ELIXER_TOKEN,ELIKSIRMU KINI MENJADI TOKEN PENINGKATAN
TID_BOLTS_MIGRATION_CHIP_GEM,KEPINGAN KINI DIKONVERSI MENJADI PERMATA
TID_STAT_HEALING_PER_SEC,Penyembuhan per detik
TID_STAT_DAMAGE_PER_CARD,Kerusakan per kartu
TID_OVERTIME,Perpanjangan!
TID_VALUE,untung
TID_SHOP_ONE_TIME_PURCHASE,Hanya bisa dibeli SATU kali!
TID_HINT_MAKE_GOAL_1,SERET <ccc0033>KONTROL MERAH</c> untuk mengarahkan tembakan!
TID_BALL_2,Giring Tiga Kali
TID_BALL_3,Lapangan Lubang Pin
TID_STARTER_PACK_1,Paket Level 5
TID_STARTER_PACK_2,Paket Level 15
TID_STARTER_PACK_3,Paket Level 25
TID_IAP_XMAS2018_PACK,Paket Liburan
TID_IAP_XMAS2018_PACK_DESC,Ho Ho Ho!
TID_STARTER_PACK_0,Paket Selamat Datang
TID_STARTER_PACK_0_DESC,Untuk menyemarakkan awal petualanganmu di Brawl Stars
TID_IAP_LNY2019_PACK,Penawaran Imlek Jagoan
TID_IAP_LNY2019_PACK_DESC,Selamat Imlek!
TID_IAP_MARCH2019_PACK,Penawaran Maret
TID_IAP_MARCH2019_PACK_DESC,Ini adalah penawaran satu kali!
TID_IAP_REFRESHER_PACK_DESC,Ini adalah penawaran satu kali!
TID_BLACKHOLE_DEFAULT_SKIN,Default
TID_GOLD_CAP_HIT,Batas token tercapai.
TID_GATCHA_BUTTON_BOX_STACK_FULL,Tumpukan kotak penuh
TID_COOP_1,Taman Pachinko
TID_GAME_MODE_8,PERANG ROBOT
TID_GAME_MODE_8_DESC,"Pertahankan brankas dari Bandit Robot yang tamak!\n\nPara Robot akan datang menyerbu brankas dari semua penjuru dan jumlahnya akan makin bertambah. Berikan perlawanan terbaikmu hingga waktu habis!\n\nKesulitan Perang Robot akan meningkat di setiap babak, mulai dari NORMAL hingga GILA."
TID_COOP_INTRO_TEXT,Lindungi brankas!
TID_SELECT_EVENT_POPUP_TITLE,Pilih acara
TID_BARREL_BOT,DARRYL
TID_BARREL_BOT_DESC,Darryl menyerang dengan dua senapan sebar yang dahsyat. Kekuatan Supernya adalah menggelinding dalam tubuh tongnya yang terus memantul!
TID_BARREL_BOT_WEAPON,DUA LARAS GANDA
TID_BARREL_BOT_WEAPON_DESC,Dua senapan sebar Darryl menyemburkan ledakan dua tahap yang memberikan kerusakan jarak dekat yang besar.
TID_BARREL_BOT_ULTI,TONG GELINDING
TID_BARREL_BOT_ULTI_DESC,Darryl menggelinding maju dalam badan tongnya dan akan memantul di tembok! Lawan yang ada di jalurnya akan terhantam mundur dan kerusakan yang diterima akan berkurang. Bilah Kekuatan Super miliknya akan terisi ulang seiring waktu!
TID_ARTILLERY_DUDE,PENNY
TID_ARTILLERY_DUDE_DESC,"Hidup di \qlautan lepas\q, Penny haus tantangan, berjiwa petualang, dan tidak mau dikekang. Berhati-hatilah karena dia tidak akan segan-segan menjarah kapal mana saja yang melintas!"
TID_ARTILLERY_DUDE_WEAPON,PLUNDERBUSS
TID_ARTILLERY_DUDE_WEAPON_DESC,"Menembakkan kantung berisi emas palsu. Jika mengenai lawan, akan terbuka dan keping koinnya akan mengincar lawan di belakangnya."
TID_ARTILLERY_DUDE_ULTI,MERIAM SALVO
TID_ARTILLERY_DUDE_ULTI_DESC,Penny mengerahkan meriam yang bisa menembak lawan dari jarak jauh bahkan saat mereka sedang berlindung. Peluru meriam akan membakar area target.
TID_ITEM_NAME_SPECIAL,KEKUATAN BINTANG
TID_HERO_INFO_ITEM_LOCKED,Ini bisa ditemukan setelah level <LEVEL>
TID_HERO_INFO_LOCKED_INFO,Dapatkan dari Kotak Jagoan
TID_HERO_INFO_LOCKED_INFO_RANK_TRACK,Dapatkan setelah mencapai <SCORE> trofi
TID_SPEC_ABI_FREEZE,PROYEKTIL KEJUT
TID_SPEC_ABI_BERSERKER,AMUKAN BANTENG
TID_SPEC_SELF_DESTRUCT,PEMBALASAN
TID_SPEC_ABI_CACTUS_HEAL,PENYEBAR PUPUK
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK,RAMUAN OBAT
TID_SPEC_ABI_REPAIR_TURRET,ISI DAYA
TID_SPEC_ABI_PET_LIFESTEAL,BERUANG BERSAMAKU
TID_SPEC_ABI_STEAL_SOULS,PANEN SERAM
TID_SPEC_ABI_SPOT,ELANG MENGITAR
TID_SPEC_ABI_AMBUSH,SERGAPAN TAK TERLIHAT
TID_SPEC_ABI_BLACK_HOLE_MONSTER,PORTAL HITAM
TID_SPEC_ABI_SPEED,SEPATU BOT KILAT
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK,PELUKAN MAMA
TID_SPEC_BOUNCED_BULLETS_STRONGER,PANTULAN SUPER
TID_SPEC_ABI_FIRE_DOT_ULTI,EL FUEGO
TID_SPEC_LAST_STAND,NYANYIAN ANGSA
TID_SPEC_BURN,PESTA ROKET!
TID_SPEC_CRIPPLE,RACUN EKSTRA
TID_SPEC_ABI_BARREL_DEFENSE,TONG BAJA
TID_SPEC_HEAL_MAIN_ATTACK,DA CAPO!
TID_SPEC_ABI_FREEZE_DESC,Selongsong Super Shelly melambatkan pergerakan lawan selama <c00cc00><VALUE1></c> detik!
TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC,Crow memberikan <c00cc00>+<VALUE2></c> kerusakan dengan serangan normal dan Kekuatan Super miliknya ke target dengan kesehatan <VALUE1>% atau kurang.
TID_SPEC_ABI_BERSERKER_DESC,"Saat kesehatan Bull jatuh di bawah <c00cc00><VALUE1>%</c>, kecepatan isi ulangnya jadi dua kali lipat lebih cepat!"
TID_SPEC_SELF_DESTRUCT_DESC,"Saat Dynamike tumbang, dia melemparkan enam batang dinamit yang masing-masing memberikan <c00cc00><VALUE1></c> kerusakan"
TID_SPEC_ABI_CACTUS_HEAL_DESC,"Setelah menggunakan Super, Spike mendapatkan <c00cc00><VALUE1></c> kesehatan per detik dengan berada di area Supernya."
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC,"Dengan tiap serangannya, kesehatan Barley pulih sebanyak <c00cc00><VALUE1></c>."
TID_SPEC_ABI_REPAIR_TURRET_DESC,Jessie bisa memperbaiki turetnya sebesar <c00cc00><VALUE1></c> dari kesehatan yang hilang dengan menyetrumnya dengan serangannya.
TID_SPEC_ABI_PET_LIFESTEAL_DESC,"Kesehatan Nita pulih sebesar <c00cc00><VALUE1></c> saat beruangnya menyerang Jagoan lawan. Saat Nita memberikan kerusakan pada Jagoan lawan, kesehatan beruangnya pulih sebesar <c00cc00><VALUE2></c>."
TID_SPEC_ABI_STEAL_SOULS_DESC,"Mortis mencuri energi kehidupan dari Jagoan yang dia tumbangkan, memulihkan <c00cc00><VALUE1></c> kesehatannya."
TID_SPEC_SPOT_FROM_AIR_DESC,"Saat menggunakan Kekuatan Super miliknya, dari udara, Piper bisa melihat semua lawan yang bersembunyi di semak."
TID_SPEC_HEAL_MAIN_ATTACK_DESC,"Saat serangan Poco mengenai rekan Jagoan, kesehatan mereka pulih sebesar <c00cc00><VALUE1></c>."
TID_SPEC_ABI_SPOT_DESC,"Jangkauan penglihatan Bo di semak meningkat <c00cc00><VALUE1>%</c>, memungkinkannya melihat lawan yang bersembunyi dari kejauhan."
TID_SPEC_ABI_AMBUSH_DESC,Serangan Piper memberikan <c00cc00>+<VALUE1></c> kerusakan ekstra (di jangkauan maksimal) saat dia bersembunyi di semak-semak.
TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC,Serangan Super Tara membuka portal dimensi lain! Tara memanggil bayangannya untuk menyerang lawan-lawannya.
TID_SPEC_ABI_TODO_DESC,Kemampuan Spesial belum ditentukan
TID_SPEC_ABI_SPEED_DESC,Kecepatan pergerakan Colt meningkat sebanyak <c00cc00><VALUE1>%</c>.
TID_SPEC_ABI_PUSHBACK_SELF_DESC,Dynamike memanfaatkan ledakan dinamit untuk melompati halangan!
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC,"Setiap kali mengenai Jagoan lawan dengan Badai Serpihan, Pam akan menyembuhkan diri sendiri dan rekan Jagoan di dekatnya sebesar <c00cc00><VALUE1></c> kesehatan."
TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC,"Peluru Rico, baik dari serangan reguler ataupun Kekuatan Super, melesat lebih kencang setelah pantulan pertama dan memberikan +<c00cc00><VALUE1></c> kerusakan!"
TID_SPEC_ABI_FIRE_DOT_ULTI_DESC,Lawan yang terkena serangan Super El Primo akan terbakar dan menerima <c00cc00><VALUE1></c> kerusakan selama 4 detik.
TID_SPEC_LAST_STAND_DESC,Poco memainkan nyanyian angsa saat dia akan tumbang. Kesehatan rekan Jagoan di dekatnya akan pulih <c00cc00><VALUE1></c>!
TID_SPEC_BURN_DESC,Hujan Roket kini menembakkan <c00cc00><VALUE1>%</c> lebih banyak roket.
TID_SPEC_ABI_BARREL_DEFENSE_DESC,"Setelah Tong Gelinding, semua kerusakan yang diterima Darryl berkurang sebanyak <c00cc00><VALUE2>%</c> selama <c00cc00><VALUE1></c> detik."
TID_SPEC_CRIPPLE_DESC,Racun Crow melemahkan kekuatan lawan dan membuat serangan mereka <c00cc00><VALUE1>%</c> lebih lemah.
TID_BATTLE_ROYALE_7,Masalah Ganda
TID_GAME_MODE_9,SHOWDOWN DUO
TID_GAME_MODE_9_COMBINED,SHOWDOWN
TID_GAME_MODE_9_DESC,"Kalahkan empat tim lain. Jika tumbang, kamu akan kembali ke arena selama rekan timmu masih bertahan!"
TID_WAVE_APPROACHING,Gelombang <number>
TID_TEAMS_LEFT,Sisa tim: <num>
TID_TEAM_MATE_RESPAWNING,Rekan tim kembali dalam: <num>
TID_BOSS_APPROACHING,Gelombang <number>: <ccc0000>Robot Besar Datang!</c>
TID_COOP_2,Persimpangan Baja
TID_BOSS_2,Aula Raja Tikus
TID_BEAR_DAMAGE,Kerusakan Beruang
TID_BEAR_HEALTH,Kesehatan Beruang
TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM,Tim berdua
TID_SPEC_ABI_PUSHBACK_SELF,LOMPATAN DINAMIT
TID_VIEW_PROFILE_BUTTON,Tampilkan Profil
TID_REPORT_PLAYER_BUTTON,LAPORKAN
TID_CHAT_REPORT_CONFIRMATION_TITLE,Laporkan <name>?
TID_CHAT_REPORT_CONFIRMATION,\n\nYakin ingin melaporkan <name> karena perilaku tidak pantas?
TID_PLAYER_ALREADY_REPORTED,Pemain ini telah dilaporkan!
TID_STARTER_PACK_4,Paket Level 35
TID_NEED_HERO,Tidak dapat membeli Kostum. Harus membuka Jagoan terlebih dahulu.
TID_EVENT_ENDING,<GAMEMODE> segera berakhir!
TID_TEAM_DISPLAY_TITLE_CLAN,TIM GENG
TID_TEAM_DISPLAY_TITLE_FRIENDS,TIM TEMAN
TID_TICKETS_REVEIVED,<AMOUNT> tiket acara diterima!
TID_TUTORIAL_12,"Kita sudah mendapatkan PERMATANYA, ayo kita keluar!"
TID_NO_TARGET_HINT,Tidak ada target tersedia untuk TEMBAK CEPAT!
TID_CAN_NOT_AUTOSHOOT,Tidak ada TEMBAK CEPAT untuk Serangan Super ini
TID_VS,VS
TID_VS_SHOWDOWN,Bertahan sampai akhir!
TID_HAS_LASER_BALL_HINT,Tidak bisa TEMBAK CEPAT saat memegang Bola
TID_CLAN_RESPONSE_44,Gagal bergabung: Kamu sudah ikut Geng
TID_SHOTGUN_GIRL_SHORT_DESC,PENYERANG
