"Name","Disabled","DisabledCN","IconSWF","IconExportName","Character","Skin","GiveOnSkinUnlock","IsPicto","BattleCategory","Rarity","EmoteType","SoundEffect","SfxIndex","LockedForChronos","EmoteBundles","IsDefaultBattleEmote","PriceBling","PriceGems","DisableCatalogRelease","CatalogNewDaysAdjustment","NotInCatalogTID","ExtraCatalogCampaign","HideFromCatalogRarityCategory","UnlockedByFame"
"emoji_rosa_LNY2022","","","sc/emoji.sc","emoji_rosa_LNY2022","Rosa","RosaBP","true","","DEFAULT","COLLECTORS","DEFAULT","Rosa_start","1","","Lny22","","","","","","","","",""
"emoji_matcherino","","","sc/emoji.sc","emoji_matcherino","","","","","DEFAULT","COLLECTORS","SPECIAL","","","","","","","","","","","","",""
"emoji_esports22_edgar","","","sc/emoji.sc","emoji_esports22_edgar","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","","",""
"emoji_esports22_sprout","","","sc/emoji.sc","emoji_esports22_sprout","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","","",""
"emoji_esports22_rosa","","","sc/emoji.sc","emoji_esports22_rosa","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","","",""
"emoji_eve","","","sc/emoji.sc","emoji_eve","Flea","","","TRUE","DEFAULT","DEFAULT","DEFAULT","Flea_Start_VO","0","","","","","","","","","","",""
"emoji_eve_angry","","","sc/emoji.sc","emoji_eve_angry","Flea","","","","ANGRY","COMMON","ANGRY","Flea_Hurt_VO","0","","","","375","9","","","","","",""
"emoji_eve_happy","","","sc/emoji.sc","emoji_eve_happy","Flea","","","","HAPPY","COMMON","HAPPY","Flea_Kill_VO","5","","","","375","9","","","","","",""
"emoji_eve_gg","","","sc/emoji.sc","emoji_eve_gg","Flea","","","","SPECIAL","RARE","GG","Flea_Ulti_VO","8","","","","750","19","","","","","",""
"emoji_eve_phew","","","sc/emoji.sc","emoji_eve_phew","Flea","","","","SPECIAL","EPIC","PHEW","Flea_Hurt_VO","3","","","","1500","39","","","","","",""
"emoji_eve_sad","","","sc/emoji.sc","emoji_eve_sad","Flea","","","","SAD","COMMON","SAD","Flea_Die_VO","0","","","","375","9","","","","","",""
"emoji_eve_special","","","sc/emoji.sc","emoji_eve_special","Flea","","","","SPECIAL","EPIC","SPECIAL","Flea_Start_VO","5","","","","1500","39","","","","","",""
"emoji_eve_thanks","","","sc/emoji.sc","emoji_eve_thanks","Flea","","","","SPECIAL","EPIC","THANKS","Flea_Ulti_VO","4","","","","1500","39","","","","","",""
"emoji_eve_clap","","","sc/emoji.sc","emoji_eve_clap","Flea","","","","SPECIAL","RARE","CLAP","Colt_Pin_Clap","0","","","","750","19","","","","","",""
"emoji_eve_cactus","","","sc/emoji.sc","emoji_eve_cactus","Flea","FleaSpaceCactus","true","TRUE","SPECIAL","COLLECTORS","DEFAULT","Flea_Start_VO","0","","","","","","","","","","",""
"emoji_eve_cactus_angry","","","sc/emoji.sc","emoji_eve_cactus_angry","Flea","FleaSpaceCactus","","","SPECIAL","COLLECTORS","ANGRY","Flea_Hurt_VO","0","","Eve_cactus","","","","","","","","",""
"emoji_eve_cactus_happy","","","sc/emoji.sc","emoji_eve_cactus_happy","Flea","FleaSpaceCactus","","","SPECIAL","COLLECTORS","HAPPY","Flea_Kill_VO","5","","Eve_cactus","","","","","","","","",""
"emoji_eve_cactus_gg","","","sc/emoji.sc","emoji_eve_cactus_gg","Flea","FleaSpaceCactus","","","SPECIAL","COLLECTORS","GG","Flea_Ulti_VO","8","","Eve_cactus","","","","","","","","",""
"emoji_eve_cactus_phew","","","sc/emoji.sc","emoji_eve_cactus_phew","Flea","FleaSpaceCactus","","","SPECIAL","COLLECTORS","PHEW","Flea_Hurt_VO","3","","Eve_cactus","","","","","","","","",""
"emoji_eve_cactus_sad","","","sc/emoji.sc","emoji_eve_cactus_sad","Flea","FleaSpaceCactus","","","SPECIAL","COLLECTORS","SAD","Flea_Die_VO","0","","Eve_cactus","","","","","","","","",""
"emoji_eve_cactus_special","","","sc/emoji.sc","emoji_eve_cactus_special","Flea","FleaSpaceCactus","","","SPECIAL","COLLECTORS","SPECIAL","Flea_Start_VO","5","","Eve_cactus","","","","","","","","",""
"emoji_eve_cactus_thanks","","","sc/emoji.sc","emoji_eve_cactus_thanks","Flea","FleaSpaceCactus","","","SPECIAL","COLLECTORS","THANKS","Flea_Ulti_VO","4","","Eve_cactus","","","","","","","","",""
"emoji_eve_cactus_clap","","","sc/emoji.sc","emoji_eve_cactus_clap","Flea","FleaSpaceCactus","","","SPECIAL","COLLECTORS","CLAP","Colt_Pin_Clap","0","","Eve_cactus","","","","","","","","",""
"emoji_matcherino_win","","","sc/emoji.sc","emoji_matcherino_win","","","","","HAPPY","COLLECTORS","SPECIAL","","","","","","","","","","","","",""
"emoji_ramadan_special","","","sc/emoji.sc","emoji_ramadan_special","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","LANTERN","",""
"emoji_bo_biodome","","","sc/emoji.sc","emoji_bo_biodome","BowDude","BowDudeWasp","true","","DEFAULT","COLLECTORS","DEFAULT","Bo_start","1","","","","","","","","","","",""
"emoji_edgar_biodome","","","sc/emoji.sc","emoji_edgar_biodome","Enrager","EnragerVine","true","","DEFAULT","COLLECTORS","DEFAULT","Edgar_Start_VO","0","","Biodome","","","","","","","","",""
"emoji_belle_biodome","","","sc/emoji.sc","emoji_belle_biodome","ElectroSniper","ElectroSniperPlanthunter","true","","DEFAULT","COLLECTORS","DEFAULT","Belle_Start_VO","1","","Biodome","","","","","","","","",""
"emoji_meg_biodome","","","sc/emoji.sc","emoji_meg_biodome","MechaDude","MechaDudeRhino","true","","DEFAULT","COLLECTORS","DEFAULT","Meg_start_vo","5","","Biodome","","","","","","","","",""
"emoji_mrp_biodome","","","sc/emoji.sc","emoji_mrp_biodome","SpawnerDude","SpawnerDudeFly","true","","DEFAULT","COLLECTORS","DEFAULT","Mrp_Lead_VO","0","","Biodome","","","","","","","","",""
"emoji_rosa_biodome","","","sc/emoji.sc","emoji_rosa_biodome","Rosa","RosaMantis","true","","DEFAULT","COLLECTORS","DEFAULT","Rosa_start","1","","Biodome","","","","","","","","",""
"emoji_sprout_biodome","","","sc/emoji.sc","emoji_sprout_biodome","Wally","WallyWeirdPlant","true","","DEFAULT","COLLECTORS","DEFAULT","Sprout_Start_VO","1","","Biodome","","","","","","","","",""
"emoji_rico_biodome","","","sc/emoji.sc","emoji_rico_biodome","TrickshotDude","TrickshotDudeFirefly","true","","DEFAULT","COLLECTORS","DEFAULT","Rick_start","0","","Biodome","","","","","","","","",""
"emoji_grom_easter","","","sc/emoji.sc","emoji_grom_easter","","","","","HAPPY","COLLECTORS","SPECIAL","","","","","","1500","39","","","","BUNNY_BRIGADE","",""
"emoji_aprilfools","","","sc/emoji.sc","emoji_aprilfools","","","","","HAPPY","COLLECTORS","SPECIAL","","","","","","1500","39","","","","APRILFOOLS","",""
"emoji_janet","","","sc/emoji.sc","emoji_janet","JetpackGirl","","","TRUE","DEFAULT","DEFAULT","DEFAULT","Janet_Start_VO","0","","","","","","","","","","",""
"emoji_janet_angry","","","sc/emoji.sc","emoji_janet_angry","JetpackGirl","","","","ANGRY","COMMON","ANGRY","Janet_Hurt_VO","3","","","","375","9","","","","","",""
"emoji_janet_happy","","","sc/emoji.sc","emoji_janet_happy","JetpackGirl","","","","HAPPY","COMMON","HAPPY","Janet_Kill_VO","4","","","","375","9","","","","","",""
"emoji_janet_gg","","","sc/emoji.sc","emoji_janet_gg","JetpackGirl","","","","SPECIAL","RARE","GG","Janet_Lead_VO","2","","","","750","19","","","","","",""
"emoji_janet_phew","","","sc/emoji.sc","emoji_janet_phew","JetpackGirl","","","","SPECIAL","EPIC","PHEW","Janet_Hurt_VO","0","","","","1500","39","","","","","",""
"emoji_janet_sad","","","sc/emoji.sc","emoji_janet_sad","JetpackGirl","","","","SAD","COMMON","SAD","Janet_Hurt_VO","5","","","","375","9","","","","","",""
"emoji_janet_special","","","sc/emoji.sc","emoji_janet_special","JetpackGirl","","","","SPECIAL","EPIC","SPECIAL","Janet_Lead_VO","5","","","","1500","39","","","","","",""
"emoji_janet_thanks","","","sc/emoji.sc","emoji_janet_thanks","JetpackGirl","","","","SPECIAL","EPIC","THANKS","Janet_Ulti_VO","2","","","","1500","39","","","","","",""
"emoji_janet_clap","","","sc/emoji.sc","emoji_janet_clap","JetpackGirl","","","","SPECIAL","RARE","CLAP","Colt_Pin_Clap","0","","","","750","19","","","","","",""
"emoji_esports22_sprout_zzz","","","sc/emoji.sc","emoji_esports22_sprout_zzz","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","","",""
"emoji_bonnie","","","sc/emoji.sc","emoji_bonnie","CannonGirl","","","TRUE","DEFAULT","DEFAULT","DEFAULT","Bonnie_Start_VO","1","","","","","","","","","","",""
"emoji_bonnie_angry","","","sc/emoji.sc","emoji_bonnie_angry","CannonGirl","","","","ANGRY","COMMON","ANGRY","Bonnie_Hurt_VO","2","","","","375","9","","","","","",""
"emoji_bonnie_happy","","","sc/emoji.sc","emoji_bonnie_happy","CannonGirl","","","","HAPPY","COMMON","HAPPY","Bonnie_Ulti_VO","2","","","","375","9","","","","","",""
"emoji_bonnie_gg","","","sc/emoji.sc","emoji_bonnie_gg","CannonGirl","","","","SPECIAL","RARE","GG","Bonnie_Lead_VO","3","","","","750","19","","","","","",""
"emoji_bonnie_phew","","","sc/emoji.sc","emoji_bonnie_phew","CannonGirl","","","","SPECIAL","EPIC","PHEW","Bonnie_Hurt_VO","3","","","","1500","39","","","","","",""
"emoji_bonnie_sad","","","sc/emoji.sc","emoji_bonnie_sad","CannonGirl","","","","SAD","COMMON","SAD","Bonnie_Die_VO","5","","","","375","9","","","","","",""
"emoji_bonnie_special","","","sc/emoji.sc","emoji_bonnie_special","CannonGirl","","","","SPECIAL","EPIC","SPECIAL","Bonnie_Start_VO","7","","","","1500","39","","","","","",""
"emoji_bonnie_thanks","","","sc/emoji.sc","emoji_bonnie_thanks","CannonGirl","","","","SPECIAL","EPIC","THANKS","Bonnie_Ulti_VO","3","","","","1500","39","","","","","",""
"emoji_bonnie_clap","","","sc/emoji.sc","emoji_bonnie_clap","CannonGirl","","","","SPECIAL","RARE","CLAP","Colt_Pin_Clap","0","","","","750","19","","","","","",""
"emoji_janet_valkyrie","","","sc/emoji.sc","emoji_janet_valkyrie","JetpackGirl","JetpackGirlValkyrie","true","TRUE","SPECIAL","COLLECTORS","DEFAULT","Janet_Start_VO","0","","","","","","","","","","",""
"emoji_janet_valkyrie_angry","","","sc/emoji.sc","emoji_janet_valkyrie_angry","JetpackGirl","JetpackGirlValkyrie","","","SPECIAL","COLLECTORS","ANGRY","Janet_Hurt_VO","3","","Janet_valkyrie","","","","","","","","",""
"emoji_janet_valkyrie_happy","","","sc/emoji.sc","emoji_janet_valkyrie_happy","JetpackGirl","JetpackGirlValkyrie","","","SPECIAL","COLLECTORS","HAPPY","Janet_Kill_VO","4","","Janet_valkyrie","","","","","","","","",""
"emoji_janet_valkyrie_gg","","","sc/emoji.sc","emoji_janet_valkyrie_gg","JetpackGirl","JetpackGirlValkyrie","","","SPECIAL","COLLECTORS","GG","Janet_Lead_VO","2","","Janet_valkyrie","","","","","","","","",""
"emoji_janet_valkyrie_phew","","","sc/emoji.sc","emoji_janet_valkyrie_phew","JetpackGirl","JetpackGirlValkyrie","","","SPECIAL","COLLECTORS","PHEW","Janet_Hurt_VO","0","","Janet_valkyrie","","","","","","","","",""
"emoji_janet_valkyrie_sad","","","sc/emoji.sc","emoji_janet_valkyrie_sad","JetpackGirl","JetpackGirlValkyrie","","","SPECIAL","COLLECTORS","SAD","Janet_Hurt_VO","5","","Janet_valkyrie","","","","","","","","",""
"emoji_janet_valkyrie_special","","","sc/emoji.sc","emoji_janet_valkyrie_special","JetpackGirl","JetpackGirlValkyrie","","","SPECIAL","COLLECTORS","SPECIAL","Janet_Lead_VO","5","","Janet_valkyrie","","","","","","","","",""
"emoji_janet_valkyrie_thanks","","","sc/emoji.sc","emoji_janet_valkyrie_thanks","JetpackGirl","JetpackGirlValkyrie","","","SPECIAL","COLLECTORS","THANKS","Janet_Ulti_VO","2","","Janet_valkyrie","","","","","","","","",""
"emoji_janet_valkyrie_clap","","","sc/emoji.sc","emoji_janet_valkyrie_clap","JetpackGirl","JetpackGirlValkyrie","","","SPECIAL","COLLECTORS","CLAP","Colt_Pin_Clap","0","","Janet_valkyrie","","","","","","","","",""
"emoji_esports22_tara_angry","","","sc/emoji.sc","emoji_esports22_tara_angry","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","","",""
"emoji_esports22_belle_thanks","","","sc/emoji.sc","emoji_esports22_belle_thanks","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","","",""
"emoji_esports22_buzz_sad","","","sc/emoji.sc","emoji_esports22_buzz_sad","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","","",""
"emoji_spike_stunt","","","sc/emoji.sc","emoji_spike_stunt","Cactus","CactusFireproof","true","","DEFAULT","COLLECTORS","DEFAULT","","","","Stuntshow","","","","","","","","",""
"emoji_carl_stunt","","","sc/emoji.sc","emoji_carl_stunt","Whirlwind","WhirlwindBiker","true","","DEFAULT","COLLECTORS","DEFAULT","Carl_start_vo","0","","Stuntshow","","","","","","","","",""
"emoji_darryl_stunt","","","sc/emoji.sc","emoji_darryl_stunt","BarrelBot","BarrelBotCrash","true","","DEFAULT","COLLECTORS","DEFAULT","Darryl_Start_VO","3","","","","","","","","","","",""
"emoji_meg_stunt","","","sc/emoji.sc","emoji_meg_stunt","MechaDude","MechaDudeMonsterTruck","true","","DEFAULT","COLLECTORS","DEFAULT","Meg_start_vo","5","","Stuntshow","","","","","","","","",""
"emoji_byron_starrforce","","","sc/emoji.sc","emoji_byron_starrforce","SnakeOil","SnakeOilVillain","true","","DEFAULT","COLLECTORS","DEFAULT","Snakeoil_Start_VO","0","","Villains","","","","","","","","",""
"emoji_lolla_starrforce","","","sc/emoji.sc","emoji_lolla_starrforce","Duplicator","DuplicatorVillain","true","","DEFAULT","COLLECTORS","DEFAULT","Lolla_Start_VO","2","","Villains","","","","","","","","",""
"emoji_bonnie_starrforce","","","sc/emoji.sc","emoji_bonnie_starrforce","CannonGirl","CannonGirlVillain","true","","DEFAULT","COLLECTORS","DEFAULT","Bonnie_Start_VO","1","","Villains","","","","","","","","",""
"emoji_tara_ramadan","","","sc/emoji.sc","emoji_tara_ramadan","BlackHole","BlackHoleDevious","true","","DEFAULT","COLLECTORS","DEFAULT","Tara_start_vo","0","","","","","","","","","","",""
"emoji_mrp_goldenweek","","","sc/emoji.sc","emoji_mrp_goldenweek","SpawnerDude","SpawnerDudeDaruma","true","","DEFAULT","COLLECTORS","DEFAULT","Mrp_Lead_VO","1","","Goldenweek","","","","","","","","",""
"emoji_noodles_angry","","","sc/emoji.sc","emoji_noodles_angry","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","GOLDENWEEK","",""
"emoji_noodles_happy","","","sc/emoji.sc","emoji_noodles_happy","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","GOLDENWEEK","",""
"emoji_noodles_thanks","","","sc/emoji.sc","emoji_noodles_thanks","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","GOLDENWEEK","",""
"emoji_nita_gw","","","sc/emoji.sc","emoji_nita_gw","Shaman","ShamanShiba","true","","DEFAULT","COLLECTORS","DEFAULT","Nita_start","0","","Goldenweek","","","","","","","","",""
"emoji_bea_gw","","","sc/emoji.sc","emoji_bea_gw","BeeSniper","BeeSniperCat","true","","DEFAULT","COLLECTORS","DEFAULT","Bea_Start_VO","0","","Goldenweek","","","","","","","","",""
"emoji_bea_gold_gw","","","sc/emoji.sc","emoji_bea_gold_gw","BeeSniper","BeeSniperCatGold","true","","DEFAULT","COLLECTORS","DEFAULT","Bea_Start_VO","0","","Goldenweek","","","","","","","","",""
"emoji_jessie_gw","","","sc/emoji.sc","emoji_jessie_gw","Mechanic","MechanicTanuki","true","","DEFAULT","COLLECTORS","DEFAULT","Jess_start","0","","Goldenweek","","","","","","","","",""
"emoji_emoji_mrp_goldenweek_special","","","sc/emoji.sc","emoji_mrp_goldenweek_special","SpawnerDude","SpawnerDudeDaruma","true","","DEFAULT","COLLECTORS","DEFAULT","Mrp_Lead_VO","1","","","","","","","","","","",""
"emoji_spike_sakura","","","sc/emoji.sc","emoji_spike_sakura","Cactus","CactusPink","true","","DEFAULT","COLLECTORS","DEFAULT","","","","","","","","","","","","",""
"emoji_esports22_chaoscup","","","sc/emoji.sc","emoji_esports22_chaoscup","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","","",""
"emoji_otto","","","sc/emoji.sc","emoji_otto","Silencer","","","TRUE","DEFAULT","DEFAULT","DEFAULT","Otis_Start_VO","0","","","","","","","","","","",""
"emoji_otto_angry","","","sc/emoji.sc","emoji_otto_angry","Silencer","","","","ANGRY","COMMON","ANGRY","Otis_Hurt_VO","4","","","","375","9","","","","","",""
"emoji_otto_happy","","","sc/emoji.sc","emoji_otto_happy","Silencer","","","","HAPPY","COMMON","HAPPY","Otis_Kill_VO","0","","","","375","9","","","","","",""
"emoji_otto_gg","","","sc/emoji.sc","emoji_otto_gg","Silencer","","","","SPECIAL","RARE","GG","Otis_Start_VO","3","","","","750","19","","","","","",""
"emoji_otto_phew","","","sc/emoji.sc","emoji_otto_phew","Silencer","","","","SPECIAL","EPIC","PHEW","Otis_Hurt_VO","2","","","","1500","39","","","","","",""
"emoji_otto_sad","","","sc/emoji.sc","emoji_otto_sad","Silencer","","","","SAD","COMMON","SAD","Otis_Die_VO","3","","","","375","9","","","","","",""
"emoji_otto_special","","","sc/emoji.sc","emoji_otto_special","Silencer","","","","SPECIAL","EPIC","SPECIAL","Otis_Start_VO","1","","","","1500","39","","","","","",""
"emoji_otto_thanks","","","sc/emoji.sc","emoji_otto_thanks","Silencer","","","","SPECIAL","EPIC","THANKS","Otis_Start_VO","2","","","","1500","39","","","","","",""
"emoji_otto_clap","","","sc/emoji.sc","emoji_otto_clap","Silencer","","","","SPECIAL","RARE","CLAP","Colt_Pin_Clap","0","","","","750","19","","","","","",""
"emoji_hayday_special","","","sc/emoji.sc","emoji_hayday_special","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","CLASHIP","",""
"emoji_coc_special","","","sc/emoji.sc","emoji_coc_special","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","CLASHIP","",""
"emoji_edgar_bt21","","TRUE","sc/emoji.sc","emoji_edgar_bt21","Enrager","EnragerTata","true","","DEFAULT","COLLECTORS","DEFAULT","Edgar_Start_VO","4","","","","","","","","","","",""
"emoji_tick_bt21","","TRUE","sc/emoji.sc","emoji_tick_bt21","ClusterBombDude","ClusterBombDudeShooky","true","","DEFAULT","COLLECTORS","DEFAULT","Tick_vo_1","0","","","","","","","","","","",""
"emoji_sandy_bt21","","TRUE","sc/emoji.sc","emoji_sandy_bt21","Sandstorm","SandstormKoya","true","","DEFAULT","COLLECTORS","DEFAULT","Sandy_start_vo","0","","","","","","","","","","",""
"emoji_ruffs_bt21","","TRUE","sc/emoji.sc","emoji_ruffs_bt21","Ruffs","RuffsChimmy","true","","DEFAULT","COLLECTORS","DEFAULT","Ruff_Start_VO","3","","","","","","","","","","",""
"emoji_jacky_bt21","","TRUE","sc/emoji.sc","emoji_jacky_bt21","Driller","DrillerCooky","true","","DEFAULT","COLLECTORS","DEFAULT","Jackie_Start_VO","0","","","","","","","","","","",""
"emoji_bull_bt21","","TRUE","sc/emoji.sc","emoji_bull_bt21","BullDude","BullDudeMang","true","","DEFAULT","COLLECTORS","DEFAULT","Bull_start","2","","","","","","","","","","",""
"emoji_bibi_bt21","","TRUE","sc/emoji.sc","emoji_bibi_bt21","Baseball","BaseballRj","true","","DEFAULT","COLLECTORS","DEFAULT","Bibi_kill_vo","1","","","","","","","","","","",""
"emoji_belle_deepsea","","","sc/emoji.sc","emoji_belle_deepsea","ElectroSniper","ElectroSniperCoral","true","","DEFAULT","COLLECTORS","DEFAULT","Belle_Start_VO","2","","Deepsea","","","","","","","","",""
"emoji_colt_deepsea","","","sc/emoji.sc","emoji_colt_deepsea","Gunslinger","GunslingerPaintball","true","","DEFAULT","COLLECTORS","DEFAULT","Hotshot_Start","1","","Deepsea","","","","","","","","",""
"emoji_fang_deepsea","","","sc/emoji.sc","emoji_fang_deepsea","KickerDude","KickerDudeOcto","true","","DEFAULT","COLLECTORS","DEFAULT","Fang_Start_VO","2","","Deepsea","","","","","","","","",""
"emoji_brock_delivery","","","sc/emoji.sc","emoji_brock_delivery","RocketGirl","RocketGirlDelivery","true","","DEFAULT","COLLECTORS","DEFAULT","Brock_start_vo","2","","","","","","","","","","",""
"emoji_barley_special","","","sc/emoji.sc","emoji_barley_special","Barkeep","","","","SPECIAL","EPIC","SPECIAL","Barley_Start","0","","","","1500","39","","","","","",""
"emoji_bea_special","","","sc/emoji.sc","emoji_bea_special","BeeSniper","","","","SPECIAL","EPIC","SPECIAL","Bea_Start_VO","0","","","","1500","39","","","","","",""
"emoji_bo_special","","","sc/emoji.sc","emoji_bo_special","BowDude","","","","SPECIAL","EPIC","SPECIAL","Bo_start","2","","","","1500","39","","","","","",""
"emoji_gene_special","","","sc/emoji.sc","emoji_gene_special","HookDude","","","","SPECIAL","EPIC","SPECIAL","Gene_vo","0","","","","1500","39","","","","","",""
"emoji_rosa_special","","","sc/emoji.sc","emoji_rosa_special","Rosa","","","","SPECIAL","EPIC","SPECIAL","Rosa_start","1","","","","1500","39","","","","","",""
"emoji_primo_special","","","sc/emoji.sc","emoji_primo_special","Luchador","","","","SPECIAL","EPIC","SPECIAL","El_primo_start","2","","","","1500","39","","","","","",""
"emoji_dynamike_special","","","sc/emoji.sc","emoji_dynamike_special","TntDude","","","","SPECIAL","EPIC","SPECIAL","Tnt_guy_start_vo","0","","","","1500","39","","","","","",""
"emoji_piper_special","","","sc/emoji.sc","emoji_piper_special","Sniper","","","","SPECIAL","EPIC","SPECIAL","Piper_Start","1","","","","1500","39","","","","","",""
"emoji_shelly_special","","","sc/emoji.sc","emoji_shelly_special","ShotgunGirl","","","","SPECIAL","EPIC","SPECIAL","Shelly_Start","0","","","","1500","39","","","","","",""
"emoji_penny_special","","","sc/emoji.sc","emoji_penny_special","ArtilleryDude","","","","SPECIAL","EPIC","SPECIAL","Penny_start","4","","","","1500","39","","","","","",""
"emoji_otto_pharaoh","","","sc/emoji.sc","emoji_otto_pharaoh","Silencer","SilencerPharaoh","true","TRUE","SPECIAL","COLLECTORS","DEFAULT","Otis_Start_VO","0","","","","","","","","","","",""
"emoji_otto_pharaoh_angry","","","sc/emoji.sc","emoji_otto_pharaoh_angry","Silencer","SilencerPharaoh","","","SPECIAL","COLLECTORS","ANGRY","Otis_Hurt_VO","4","","Otto_pharaoh","","","","","","","","",""
"emoji_otto_pharaoh_happy","","","sc/emoji.sc","emoji_otto_pharaoh_happy","Silencer","SilencerPharaoh","","","SPECIAL","COLLECTORS","HAPPY","Otis_Kill_VO","0","","Otto_pharaoh","","","","","","","","",""
"emoji_otto_pharaoh_gg","","","sc/emoji.sc","emoji_otto_pharaoh_gg","Silencer","SilencerPharaoh","","","SPECIAL","COLLECTORS","GG","Otis_Start_VO","3","","Otto_pharaoh","","","","","","","","",""
"emoji_otto_pharaoh_phew","","","sc/emoji.sc","emoji_otto_pharaoh_phew","Silencer","SilencerPharaoh","","","SPECIAL","COLLECTORS","PHEW","Otis_Hurt_VO","2","","Otto_pharaoh","","","","","","","","",""
"emoji_otto_pharaoh_sad","","","sc/emoji.sc","emoji_otto_pharaoh_sad","Silencer","SilencerPharaoh","","","SPECIAL","COLLECTORS","SAD","Otis_Die_VO","3","","Otto_pharaoh","","","","","","","","",""
"emoji_otto_pharaoh_special","","","sc/emoji.sc","emoji_otto_pharaoh_special","Silencer","SilencerPharaoh","","","SPECIAL","COLLECTORS","SPECIAL","Otis_Start_VO","1","","Otto_pharaoh","","","","","","","","",""
"emoji_otto_pharaoh_thanks","","","sc/emoji.sc","emoji_otto_pharaoh_thanks","Silencer","SilencerPharaoh","","","SPECIAL","COLLECTORS","THANKS","Otis_Start_VO","2","","Otto_pharaoh","","","","","","","","",""
"emoji_otto_pharaoh_clap","","","sc/emoji.sc","emoji_otto_pharaoh_clap","Silencer","SilencerPharaoh","","","SPECIAL","COLLECTORS","CLAP","Colt_Pin_Clap","0","","Otto_pharaoh","","","","","","","","",""
"emoji_burning_ball","","","sc/emoji.sc","emoji_burning_ball","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","","",""
"emoji_thuglife","","","sc/emoji.sc","emoji_thuglife","","","","","HAPPY","DEFAULT","HAPPY","","","","","","","","","","","","",""
"emoji_bronson","","","sc/emoji.sc","emoji_bronson","WeaponThrower","","","TRUE","DEFAULT","DEFAULT","DEFAULT","Sam_Start_VO","4","","","","","","","","","","",""
"emoji_bronson_angry","","","sc/emoji.sc","emoji_bronson_angry","WeaponThrower","","","","ANGRY","COMMON","ANGRY","Sam_Hurt_VO","10","","","","375","9","","","","","",""
"emoji_bronson_happy","","","sc/emoji.sc","emoji_bronson_happy","WeaponThrower","","","","HAPPY","COMMON","HAPPY","Sam_Lead_VO","5","","","","375","9","","","","","",""
"emoji_bronson_gg","","","sc/emoji.sc","emoji_bronson_gg","WeaponThrower","","","","SPECIAL","RARE","GG","Sam_Kill_VO","0","","","","750","19","","","","","",""
"emoji_bronson_phew","","","sc/emoji.sc","emoji_bronson_phew","WeaponThrower","","","","SPECIAL","EPIC","PHEW","Sam_Die_VO","6","","","","1500","39","","","","","",""
"emoji_bronson_sad","","","sc/emoji.sc","emoji_bronson_sad","WeaponThrower","","","","SAD","COMMON","SAD","Sam_Die_VO","3","","","","375","9","","","","","",""
"emoji_bronson_special","","","sc/emoji.sc","emoji_bronson_special","WeaponThrower","","","","SPECIAL","EPIC","SPECIAL","Sam_Ulti_VO","2","","","","1500","39","","","","","",""
"emoji_bronson_thanks","","","sc/emoji.sc","emoji_bronson_thanks","WeaponThrower","","","","SPECIAL","EPIC","THANKS","Sam_Lead_VO","2","","","","1500","39","","","","","",""
"emoji_bronson_clap","","","sc/emoji.sc","emoji_bronson_clap","WeaponThrower","","","","SPECIAL","RARE","CLAP","Colt_Pin_Clap","0","","","","750","19","","","","","",""
"emoji_bronson_caesar","","","sc/emoji.sc","emoji_bronson_caesar","WeaponThrower","WeaponThrowerEmperor","true","TRUE","SPECIAL","COLLECTORS","DEFAULT","Sam_Start_VO","4","","","","","","","","","","",""
"emoji_bronson_caesar_angry","","","sc/emoji.sc","emoji_bronson_caesar_angry","WeaponThrower","WeaponThrowerEmperor","","","SPECIAL","COLLECTORS","ANGRY","Sam_Hurt_VO","10","","Bronson_caesar","","","","","","","","",""
"emoji_bronson_caesar_happy","","","sc/emoji.sc","emoji_bronson_caesar_happy","WeaponThrower","WeaponThrowerEmperor","","","SPECIAL","COLLECTORS","HAPPY","Sam_Lead_VO","5","","Bronson_caesar","","","","","","","","",""
"emoji_bronson_caesar_gg","","","sc/emoji.sc","emoji_bronson_caesar_gg","WeaponThrower","WeaponThrowerEmperor","","","SPECIAL","COLLECTORS","GG","Sam_Kill_VO","0","","Bronson_caesar","","","","","","","","",""
"emoji_bronson_caesar_phew","","","sc/emoji.sc","emoji_bronson_caesar_phew","WeaponThrower","WeaponThrowerEmperor","","","SPECIAL","COLLECTORS","PHEW","Sam_Die_VO","6","","Bronson_caesar","","","","","","","","",""
