"Name","Disabled","TileSetPrefix","BannerSWF","BannerExportName","Island","Music","GroundModel","EnvironmentModel","MaskedEnvironmentModel","CampaignGroundModel","Wall1Model","Wall1Submesh","Wall1AngleStep","Wall2Model","Wall2Submesh","Wall2AngleStep","CrateModel","CrateSubmesh","CrateAngleStep","BarrelModel","BarrelSubmesh","BarrelAngleStep","ThemedModel","ThemedSubmesh","ThemedAngleStep","Grass","ClutterModel","ClutterSubmesh","ClutterAngleStep","ClutterModel_CN","ClutterSubmesh_CN","ClutterAngleStep_CN","FragileModel","FragileSubmesh","FragileAngleStep","FragileModel_CN","FragileSubmesh_CN","FragileAngleStep_CN","WaterTileModel","FenceModel","RopeFenceModel","PayloadTrackModel","IndestructibleFenceModel","IndestructibleModel","IndestructibleSubmesh","Damageable1Model","Damageable1Submesh","Damageable1AngleStep","Damageable2Model","Damageable2Submesh","Damageable2AngleStep","Damageable3Model","Damageable3Submesh","Damageable3AngleStep","Damageable4Model","Damageable4Submesh","Damageable4AngleStep","IndestructibleDeco1Model","IndestructibleDeco1Submesh","IndestructibleDeco1AngleStep","IndestructibleDeco2Model","IndestructibleDeco2Submesh","IndestructibleDeco2AngleStep","IndestructibleDeco3Model","IndestructibleDeco3Submesh","IndestructibleDeco3AngleStep","IndestructibleDeco4Model","IndestructibleDeco4Submesh","IndestructibleDeco4AngleStep","GroundFillerModel","LaserBallSkinOverride","MineGemSpawnModelOverride","LootBoxSkinOverride","SafeSkinOverride","SafeCharacterOverride","ShowdownBoostModelOverride","MapPreviewBGColorRed","MapPreviewBGColorGreen","MapPreviewBGColorBlue","MapPreviewSkyColorRed","MapPreviewSkyColorGreen","MapPreviewSkyColorBlue","MapPreviewGemGrabSpawnHoleExportName","MapPreviewBallExportName","MapPreviewGoal1ExportName","MapPreviewGoal2ExportName","MapPreviewSafeExportName","MapPreviewCNOverrides","MapWidth","MapHeight"
"MortuaryShowdownHW",,"mortuary_","sc/events.sc","event_mortuary_showdown_banner",,"Halloween_ingame","sc3d/bgr_mortuary_showdown_ground_geo.glb","sc3d/bgr_mortuary_showdown_geo.glb",,,"sc3d/mortuary_wall1_geo.glb","rock_mortuary",90,"sc3d/mortuary_wall2_geo.glb","tombstone_1",,"sc3d/mortuary_crate_geo.glb","crate_1",,"sc3d/mortuary_barrel_geo.glb","barrel_1",1,"sc3d/mortuary_themed_geo.glb","mortuary_tree_stump",1,"sc3d/mortuary_grass_geo.glb","sc3d/mortuary_clutter_geo.glb","bone_single",1,"sc3d/mortuary_clutter_cn_geo.glb",,1,"sc3d/mortuary_fragile_geo.glb","candles1",,,,,"sc3d/mortuary_water_geo.glb","sc3d/mortuary_fence_geo.glb","sc3d/mortuary_rope_geo.glb",,"sc3d/mortuary_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,52,82,69,136,255,"mortuary_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe","fragile_mid_1>oasis_fragile_mid_1;destructable_mid_1>oasis_fragile_mid_1",60,60
,,,,,,,,"sc3d/bgr_mortuary_showdown_decos_hw_geo.glb",,,,,,"sc3d/mortuary_wall2_geo.glb","tombstone_2",,"sc3d/mortuary_crate_geo.glb","crate_1b",,"sc3d/mortuary_barrel_geo.glb","barrel_1b",1,"sc3d/mortuary_themed_geo.glb","mortuary_tree_stump",1,,"sc3d/mortuary_clutter_geo.glb","bone_ribs",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"sc3d/mortuary_wall2_geo.glb","tombstone_3",,"sc3d/mortuary_crate_geo.glb","crate_1c",,"sc3d/mortuary_barrel_geo.glb","barrel_1c",1,"sc3d/mortuary_themed_geo.glb","mortuary_tree_stump",1,,"sc3d/mortuary_clutter_geo.glb","bone_pile_002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"sc3d/mortuary_wall2_geo.glb","tombstone_4",,"sc3d/mortuary_crate_geo.glb","crate_1d",,,,,"sc3d/mortuary_themed_geo.glb","mortuary_tree_stump",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"sc3d/mortuary_wall2_geo.glb","tombstone_5",,"sc3d/mortuary_crate_geo.glb","crate_1e",,,,,"sc3d/mortuary_themed_geo.glb","mortuary_tree_stump_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grassfield",,"oasis_","sc/events.sc","event_brawlball_banner",,"BattleMusic","sc3d/bgr_grassfield_ground_geo.glb","sc3d/bgr_grassfield_geo.glb",,,"sc3d/default_wall1_geo.glb","Rock_2",90,"sc3d/oasis_wall2_geo.glb","stone_ruin_1",90,"sc3d/default_crate_geo.glb","crate_1",,"sc3d/default_barrel_geo.glb","barrel_1",1,"sc3d/default_themed_geo.glb","ball_cactus",1,"sc3d/oasis_grass_geo.glb","sc3d/oasis_clutter_geo.glb",,1,,,,"sc3d/oasis_fragile_geo.glb","vase_1",1,,,,"sc3d/default_water_geo.glb","sc3d/default_fence_geo.glb","sc3d/oasis_rope_geo.glb",,"sc3d/default_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,"BallBeach","sc3d/default_gem_spawn_geo.glb",,,,,234,180,119,69,136,255,"spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/default_wall1_geo.glb","Rock_2b",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GrassfieldBeachBall",,"grassfield_","sc/events.sc","event_beach_banner",,"BattleMusic","sc3d/bgr_grassfield_beach_ball_ground_geo.glb","sc3d/bgr_grassfield_beach_ball_geo.glb",,,"sc3d/default_wall1_geo.glb","Rock_2",90,"sc3d/default_wall1_geo.glb","Rock_2",90,"sc3d/default_crate_geo.glb","crate_1",,"sc3d/default_barrel_geo.glb","barrel_1",1,"sc3d/default_themed_geo.glb","ball_cactus",1,"sc3d/grassfield_grass_geo.glb","sc3d/default_clutter_geo.glb","bone_single",1,"sc3d/grassfield_clutter_cn_geo.glb",,1,"sc3d/default_fragile_geo.glb","bone_pile",1,"sc3d/grassfield_fragile_cn_geo.glb","vase_1",1,"sc3d/default_water_geo.glb","sc3d/default_fence_geo.glb","sc3d/grassfield_rope_geo.glb",,"sc3d/default_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,"BallBeach","sc3d/default_gem_spawn_geo.glb",,,,,60,150,87,15,150,223,"spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe","fragile_mid_1>oasis_fragile_mid_1;destructable_mid_1>oasis_fragile_mid_1",21,33
,,,,,,,,,,,"sc3d/default_wall1_geo.glb","Rock_2b",90,"sc3d/default_wall1_geo.glb","Rock_2b",90,,,,,,,,,,,"sc3d/default_clutter_geo.glb","bone_ribs",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/default_clutter_geo.glb","bone_pile_002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Default",,,"sc/events.sc","event_canyon_banner",,"BattleMusic","sc3d/bgr_default_ground_geo.glb","sc3d/bgr_default_geo.glb",,,"sc3d/default_wall1_geo.glb","Rock_2",90,"sc3d/default_wall1_geo.glb","Rock_2",90,"sc3d/default_crate_geo.glb","crate_1",,"sc3d/default_barrel_geo.glb","barrel_1",1,"sc3d/default_themed_geo.glb","ball_cactus",1,"sc3d/default_grass_geo.glb","sc3d/default_clutter_geo.glb","bone_single",1,"sc3d/default_clutter_cn_geo.glb",,1,"sc3d/default_fragile_geo.glb","bone_pile",1,"sc3d/default_fragile_cn_geo.glb","fragile_cactus_1",1,"sc3d/default_water_geo.glb","sc3d/default_fence_geo.glb","sc3d/default_rope_geo.glb","sc3d/default_payload_track_geo.glb","sc3d/default_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/default_gem_spawn_geo.glb",,,,,249,166,117,69,136,255,"spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe","fragile_mid_1>fragile_cactus;destructable_mid_1>fragile_cactus",21,33
,,,,,,,,,,,"sc3d/default_wall1_geo.glb","Rock_2b",90,"sc3d/default_wall1_geo.glb","Rock_2b",90,,,,,,,,,,,"sc3d/default_clutter_geo.glb","bone_ribs",1,,,,,,,"sc3d/default_fragile_cn_geo.glb","fragile_cactus_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/default_clutter_geo.glb","bone_pile_002",,,,,,,,"sc3d/default_fragile_cn_geo.glb","fragile_cactus_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DefaultShowdown",,,"sc/events.sc","event_stormvalley_banner",,"BattleMusic","sc3d/bgr_default_showdown_ground_geo.glb","sc3d/bgr_default_showdown_geo.glb",,,"sc3d/default_wall1_geo.glb","Rock_2",90,"sc3d/default_wall1_geo.glb","Rock_2",90,"sc3d/default_crate_geo.glb","crate_1",,"sc3d/default_barrel_geo.glb","barrel_1",1,"sc3d/default_themed_geo.glb","ball_cactus",1,"sc3d/default_grass_geo.glb","sc3d/default_clutter_geo.glb","bone_single",1,"sc3d/default_clutter_cn_geo.glb",,1,"sc3d/default_fragile_geo.glb","bone_pile",1,"sc3d/default_fragile_cn_geo.glb","fragile_cactus_1",1,"sc3d/default_water_geo.glb","sc3d/default_fence_geo.glb","sc3d/default_rope_geo.glb","sc3d/default_payload_track_geo.glb","sc3d/default_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,166,117,69,136,255,"spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe","fragile_mid_1>fragile_cactus;destructable_mid_1>fragile_cactus",60,60
,,,,,,,,,,,"sc3d/default_wall1_geo.glb","Rock_2b",90,"sc3d/default_wall1_geo.glb","Rock_2b",90,,,,,,,,,,,"sc3d/default_clutter_geo.glb","bone_ribs",1,,,,,,,"sc3d/default_fragile_cn_geo.glb","fragile_cactus_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/default_clutter_geo.glb","bone_pile_002",,,,,,,,"sc3d/default_fragile_cn_geo.glb","fragile_cactus_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IslandShowdown",,,"sc/events.sc","event_stormvalley_banner","true","BattleMusic","sc3d/bgr_island_showdown_ground_geo.glb",,,,"sc3d/default_wall1_geo.glb","Rock_2",90,"sc3d/default_wall1_geo.glb","Rock_2",90,"sc3d/default_crate_geo.glb","crate_1",,"sc3d/default_barrel_geo.glb","barrel_1",1,"sc3d/default_themed_geo.glb","ball_cactus",1,"sc3d/default_grass_geo.glb","sc3d/default_clutter_geo.glb","bone_single",1,"sc3d/default_clutter_cn_geo.glb",,1,"sc3d/default_fragile_geo.glb","bone_pile",1,"sc3d/default_fragile_cn_geo.glb","fragile_cactus_1",1,"sc3d/default_water_geo.glb","sc3d/default_fence_geo.glb","sc3d/default_rope_geo.glb","sc3d/default_payload_track_geo.glb","sc3d/default_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,166,117,69,136,255,"spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe","fragile_mid_1>fragile_cactus;destructable_mid_1>fragile_cactus",21,33
,,,,,,,,,,,"sc3d/default_wall1_geo.glb","Rock_2b",90,"sc3d/default_wall1_geo.glb","Rock_2b",90,,,,,,,,,,,"sc3d/default_clutter_geo.glb","bone_ribs",1,,,,,,,"sc3d/default_fragile_cn_geo.glb","fragile_cactus_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/default_clutter_geo.glb","bone_pile_002",,,,,,,,"sc3d/default_fragile_cn_geo.glb","fragile_cactus_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DarrylsShip","true","darryls_","sc/events.sc","event_pirates_banner",,"Pirate_Brawl_Ingame","sc3d/bgr_darryls_ship_ground_geo.glb","sc3d/bgr_darryls_ship_geo.glb","sc3d/bgr_darryls_ship_hold_geo.glb",,"sc3d/darryls_ship_wall1_geo.glb","cargo_block_1",90,"sc3d/darryls_ship_wall2_geo.glb",,,"sc3d/default_crate_geo.glb","crate_1",,"sc3d/default_barrel_geo.glb","barrel_1",1,"sc3d/darryls_ship_themed_geo.glb",,1,"sc3d/darryls_ship_grass_geo.glb","sc3d/darryls_ship_clutter_geo.glb","seaweed_deco_a",1,,,,"sc3d/darryls_ship_fragile_geo.glb","cannon_balls",1,,,,"sc3d/darryls_ship_water_geo.glb","sc3d/darryls_ship_fence_geo.glb","sc3d/darryls_ship_rope_geo.glb","sc3d/darryls_ship_payload_track_geo.glb","sc3d/darryls_ship_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/darryls_ship_gem_spawn_geo.glb",,,,,224,122,89,69,136,255,"darryls_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/darryls_ship_wall1_geo.glb","cargo_block_1b",90,,,,,,,,,,,,,,,"seaweed_deco_b",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DarrylsXmas","true","darryls_","sc/events.sc","event_pirates_banner",,"Pirate_Brawl_Ingame","sc3d/bgr_darryls_ship_ground.scw","sc3d/bgr_darryls_ship.scw","sc3d/bgr_darryls_ship_hold.scw",,"sc3d/cargo_block_1.scw","cargo_block_1",90,"sc3d/pirate_chest.scw",,,"sc3d/crate_xmas.scw","crate_xmas",,"sc3d/barrel_xmas.scw","barrel_xmas",1,"sc3d/barrel_fishy.scw",,1,"sc3d/grass_seaweed.scw","sc3d/seaweed_small.scw","seaweed_deco_a",1,,,,"sc3d/cannon_balls.scw","cannon_balls",1,,,,"sc3d/water_tile_darryls_ship.scw","sc3d/wooden_fence_darryls_ship.scw","sc3d/generic_rope_fence.scw",,"sc3d/wooden_fence_darryls_ship.scw","sc3d/indestructible_metal_1.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_darryls_ship.scw",,,,,224,122,89,69,136,255,"darryls_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,"sc3d/bgr_darryls_ship_decos_xmas.scw",,,"sc3d/cargo_block_1.scw","cargo_block_1b",90,,,,,,,,,,,,,,,"seaweed_deco_b",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arcade",,"arcade_","sc/events.sc","event_arcade_banner",,"Brawlcade_Ingame","sc3d/bgr_arcade_ground_geo.glb","sc3d/bgr_arcade_geo.glb",,,"sc3d/arcade_wall1_geo.glb","concrete_block",90,"sc3d/arcade_wall2_geo.glb","blocker_arcade",,"sc3d/arcade_crate_geo.glb","crate_1",,"sc3d/arcade_barrel_geo.glb","barrel_arcade",1,"sc3d/arcade_themed_geo.glb","construction_sign",180,"sc3d/arcade_grass_geo.glb","sc3d/arcade_clutter_geo.glb","pothole",1,,,,"sc3d/arcade_fragile_geo.glb","traffic_cone",1,,,,"sc3d/arcade_water_geo.glb","sc3d/arcade_fence_geo.glb","sc3d/arcade_rope_geo.glb","sc3d/arcade_payload_track_geo.glb","sc3d/arcade_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/arcade_gem_spawn_geo.glb",,,,,50,44,79,69,136,255,"retropolis_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
"BBArena",,"bbarena_","sc/events.sc","event_brawlball_arena_banner",,"Footbrawl_ingame_muzak","sc3d/bgr_bb_arena_ground_geo.glb","sc3d/bgr_bb_arena_geo.glb",,,"sc3d/bb_arena_wall1_geo.glb","concrete_block",90,"sc3d/bb_arena_wall2_geo.glb",,90,"sc3d/bb_arena_crate_geo.glb","arena_blocker",90,"sc3d/bb_arena_barrel_geo.glb","barrel_2",1,"sc3d/bb_arena_themed_geo.glb","potted_plant_1",1,"sc3d/bb_arena_grass_geo.glb","sc3d/bb_arena_clutter_geo.glb",,1,,,,"sc3d/bb_arena_fragile_geo.glb","traffic_cone",1,,,,"sc3d/bb_arena_water_geo.glb","sc3d/bb_arena_fence_geo.glb","sc3d/bb_arena_rope_geo.glb",,"sc3d/bb_arena_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,"BallArena","sc3d/bb_arena_gem_spawn_geo.glb",,,,,60,150,87,69,136,255,"retropolis_spawn_hole","icon_hud_brawl_ball_football","brawl_ball_goal_football_red","brawl_ball_goal_football_blue","heist_safe",,21,33
,,,,,,,,"sc3d/bgr_bb_arena_decos_default_geo.glb",,,,,,,,,,,,,,,"sc3d/bb_arena_themed_geo.glb","potted_plant_1b",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BBArenaPSG","true","bbarena_","sc/events.sc","event_brawlball_arena_banner",,"Footbrawl_ingame_muzak","sc3d/bgr_bb_arena_ground.scw","sc3d/bgr_bb_arena.scw",,,"sc3d/concrete_block.scw","concrete_block",90,"sc3d/car_tires.scw",,90,"sc3d/arena_blocker.scw","arena_blocker",90,"sc3d/barrel2.scw","barrel_2",1,"sc3d/potted_plant_1.scw","potted_plant_1",1,"sc3d/grass2.scw","sc3d/plant_1_small.scw",,1,,,,"sc3d/traffic_cone.scw","traffic_cone",1,,,,"sc3d/water_tile.scw","sc3d/fence_arcade.scw","sc3d/generic_rope_fence.scw",,"sc3d/fence_arcade.scw","sc3d/indestructible_metal_1.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,"BallArenaPSG","sc3d/mine_gem_spawn_retropolis.scw",,,,,60,150,87,69,136,255,"retropolis_spawn_hole","icon_hud_brawl_ball_football","brawl_ball_goal_football_red","brawl_ball_goal_football_blue","heist_safe",,21,33
"Bazaar",,"bazaar_","sc/events.sc","event_bazaar_banner",,"Brawzaar_ingame_muzak","sc3d/bgr_bazaar_ground_geo.glb","sc3d/bgr_bazaar_geo.glb",,,"sc3d/bazaar_wall1_geo.glb","rock_bazaar",180,"sc3d/bazaar_wall1_geo.glb","rock_bazaar_c",180,"sc3d/bazaar_crate_geo.glb","cargo_block_2",90,"sc3d/bazaar_barrel_geo.glb","basket",1,"sc3d/bazaar_themed_geo.glb","vase_big",90,"sc3d/bazaar_grass_geo.glb","sc3d/bazaar_clutter_geo.glb",,1,,,,"sc3d/bazaar_fragile_geo.glb","vase_1",1,,,,"sc3d/bazaar_water_geo.glb","sc3d/bazaar_fence_geo.glb","sc3d/bazaar_rope_geo.glb",,"sc3d/bazaar_indestructible_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/bazaar_gem_spawn_geo.glb",,,,,186,92,85,148,187,255,"bazaar_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,"sc3d/bgr_bazaar_decos_default_geo.glb",,,"sc3d/bazaar_wall1_geo.glb","rock_bazaar_b",180,,,,"sc3d/bazaar_crate_geo.glb","cargo_block_2b",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Minicity","true","minicity_","sc/events.sc","event_scity_banner",,"Monsterbrawl_ingame_muzak","sc3d/bgr_minicity_ground.scw","sc3d/bgr_minicity.scw",,,"sc3d/minicity_building_1.scw","minicity_building_1",90,"sc3d/minicity_building_2.scw",,90,"sc3d/crate_minicity.scw","crate_minicity",90,"sc3d/barrel_minicity.scw","barrel_minicity",,"sc3d/minicity_containers.scw",,180,"sc3d/grass_minicity.scw","sc3d/minicity_deco_square.scw",,,,,,"sc3d/minicity_fragile.scw",,,,,,"sc3d/water_tile_minicity.scw","sc3d/fence_minicity.scw","sc3d/minicity_rope_fence.scw","sc3d/minicity_street_tiles.scw","sc3d/fence_minicity.scw","sc3d/indestructible_metal_1.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_minicity.scw",,,,,60,61,87,69,136,255,"minicity_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","minicity_heist_safe",,21,33
,,,,,,,,,,,"sc3d/minicity_building_1.scw","minicity_building_1b",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GiftShop","true","giftshop_","sc/events.sc","event_giftshop_banner",,"Giftshop_Level_Music","sc3d/bgr_giftshop_ground_geo.glb","sc3d/bgr_giftshop_geo.glb",,,"sc3d/giftshop_wall1_geo.glb","giftshop_wall",90,"sc3d/giftshop_wall2_geo.glb","bargain_bin_1",90,"sc3d/giftshop_crate_geo.glb","cardboard_box",90,"sc3d/default_barrel_geo.glb","barrel_1",1,"sc3d/giftshop_themed_geo.glb","tv_set",,"sc3d/giftshop_grass_geo.glb","sc3d/giftshop_clutter_geo.glb","clutter_1",1,,,1,"sc3d/giftshop_fragile_geo.glb",,1,,,1,"sc3d/giftshop_water_geo.glb","sc3d/giftshop_fence_geo.glb","sc3d/giftshop_rope_geo.glb",,"sc3d/giftshop_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/giftshop_gem_spawn_geo.glb",,,,,133,70,86,69,136,255,"giftshop_spawn_hole","icon_hud_paintball_present","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,,,"sc3d/giftshop_wall2_geo.glb","bargain_bin_2",90,"sc3d/giftshop_crate_geo.glb","cardboard_box",90,,,,,,,,"sc3d/giftshop_clutter_geo.glb","clutter_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"sc3d/giftshop_wall2_geo.glb","bargain_bin_3",90,"sc3d/giftshop_crate_geo.glb","cardboard_box",90,,,,,,,,"sc3d/giftshop_clutter_geo.glb","clutter_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"sc3d/giftshop_wall2_geo.glb","bargain_bin_4",90,"sc3d/giftshop_crate_geo.glb","cardboard_box",90,,,,,,,,"sc3d/giftshop_clutter_geo.glb","clutter_4",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"sc3d/giftshop_crate_geo.glb","cardboard_box_2",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"sc3d/giftshop_crate_geo.glb","cardboard_box_3",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BandStand","true","bandstand_","sc/events.sc","event_pocostand_banner",,"Poco_Band_Ingame","sc3d/bgr_bandstand_ground_geo.glb","sc3d/bgr_bandstand_geo.glb",,,"sc3d/bandstand_wall1_geo.glb","rock_bandstand",90,"sc3d/bandstand_wall2_geo.glb","rock_bandstand_2",90,"sc3d/bandstand_crate_geo.glb","crate_1",,"sc3d/bandstand_barrel_geo.glb","barrel_1",1,"sc3d/bandstand_themed_geo.glb","ball_cactus",1,"sc3d/bandstand_grass_geo.glb","sc3d/bandstand_clutter_geo.glb",,1,,,,"sc3d/bandstand_fragile_geo.glb","vase_1",1,,,,"sc3d/bandstand_water_geo.glb","sc3d/bandstand_fence_geo.glb","sc3d/bandstand_rope_geo.glb",,"sc3d/bandstand_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/bandstand_gem_spawn_geo.glb",,,,,247,148,100,69,136,255,"bazaar_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/bandstand_wall1_geo.glb","rock_bandstand_b",90,"sc3d/bandstand_wall2_geo.glb","rock_bandstand_2_b",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BandStandHW","true","bandstand_","sc/events.sc","event_pocostand_banner",,"Poco_Band_Ingame","sc3d/bgr_bandstand_ground_geo.glb","sc3d/bgr_bandstand_geo.glb",,,"sc3d/bandstand_wall1_geo.glb","rock_bandstand",90,"sc3d/bandstand_wall2_geo.glb","rock_bandstand_2",90,"sc3d/bandstand_crate_geo.glb","crate_1",,"sc3d/bandstand_barrel_geo.glb","barrel_1",1,"sc3d/bandstand_themed_geo.glb","ball_cactus",1,"sc3d/bandstand_grass_geo.glb","sc3d/bandstand_clutter_geo.glb",,1,,,,"sc3d/bandstand_fragile_geo.glb","vase_1",1,,,,"sc3d/bandstand_water_geo.glb","sc3d/bandstand_fence_geo.glb","sc3d/bandstand_rope_geo.glb",,"sc3d/bandstand_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/bandstand_gem_spawn_geo.glb",,,,,247,148,100,69,136,255,"bazaar_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,"sc3d/bgr_bandstand_decos_hw_geo.glb",,,"sc3d/bandstand_wall1_geo.glb","rock_bandstand_b",90,"sc3d/bandstand_wall2_geo.glb","rock_bandstand_2_b",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
