"Name","Disabled","Type","IntParam","GameplayGoal","TimesPerMatch","TicksCooldown","Tracker","TrackerIntParam","TrackerValue","RewardPoints","RewardType","Reward","FallbackCoins","TitleTID","DescriptionTID","TargetHero","TargetGameModes","PreviousTier","GameModeIcon","SortingOrder","Groupings","NoModifierOnly","IconAsset","IconScalePercent"
"BuzzStunBrawlersInOneSuperTrioShowdown",,"BuzzStun3Brawlers1Ulti",,2,1,5,"gameplay",,1,100,,,,"TID_ACH_BUZZ_STUN_BRAWLERS_IN_ONE_SUPER_TITLE_SHOWDOWN","TID_ACH_BUZZ_STUN_BRAWLERS_IN_ONE_SUPER_DESC","RopeDude","TrioShowdown",,"TrioShowdown",16,"BuzzStunBrawlersInOneSuperShowdown","TRUE",,
"BuzzStunBrawlersInOneSuperKnockout",,"BuzzStun3Brawlers1Ulti",,2,1,5,"gameplay",,1,100,,,,"TID_ACH_BUZZ_STUN_BRAWLERS_IN_ONE_SUPER_TITLE","TID_ACH_BUZZ_STUN_BRAWLERS_IN_ONE_SUPER_DESC","RopeDude","Knockout",,"Knockout",16,"BuzzStunBrawlersInOneSuper","TRUE",,
"BuzzStunBrawlersInOneSuperBounty",,"BuzzStun3Brawlers1Ulti",,2,1,5,"gameplay",,1,100,,,,"TID_ACH_BUZZ_STUN_BRAWLERS_IN_ONE_SUPER_TITLE","TID_ACH_BUZZ_STUN_BRAWLERS_IN_ONE_SUPER_DESC","RopeDude","Bounty",,"Bounty",16,"BuzzStunBrawlersInOneSuper","TRUE",,
"BuzzStunBrawlersInOneSuperGemGrab",,"BuzzStun3Brawlers1Ulti",,2,1,5,"gameplay",,1,100,,,,"TID_ACH_BUZZ_STUN_BRAWLERS_IN_ONE_SUPER_TITLE","TID_ACH_BUZZ_STUN_BRAWLERS_IN_ONE_SUPER_DESC","RopeDude","GemGrab",,"GemGrab",16,"BuzzStunBrawlersInOneSuper","TRUE",,
"BuzzStunBrawlersInOneSuperHeist",,"BuzzStun3Brawlers1Ulti",,2,1,5,"gameplay",,1,100,,,,"TID_ACH_BUZZ_STUN_BRAWLERS_IN_ONE_SUPER_TITLE","TID_ACH_BUZZ_STUN_BRAWLERS_IN_ONE_SUPER_DESC","RopeDude","Heist",,"Heist",16,"BuzzStunBrawlersInOneSuper","TRUE",,
"BuzzStunBrawlersInOneSuperBrawlBall",,"BuzzStun3Brawlers1Ulti",,2,1,5,"gameplay",,1,100,,,,"TID_ACH_BUZZ_STUN_BRAWLERS_IN_ONE_SUPER_TITLE","TID_ACH_BUZZ_STUN_BRAWLERS_IN_ONE_SUPER_DESC","RopeDude","BrawlBall",,"BrawlBall",16,"BuzzStunBrawlersInOneSuper","TRUE",,
"SnakeOilWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","SnakeOil",,,,17,,,,
"SnakeOilWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"SnakeOil",,"SnakeOilWins1",,,,,,
"SnakeOilWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_byron_facepalm",,"TID_ACH_WINS_3_TITLE",,"SnakeOil",,"SnakeOilWins2",,,,,,
"SnakeOilWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_byron1",,"TID_ACH_WINS_4_TITLE",,"SnakeOil",,"SnakeOilWins3",,,,,,
"SnakeOilWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryByron",,"TID_ACH_WINS_5_TITLE",,"SnakeOil",,"SnakeOilWins4",,,,,,
"ByronCombinedDamageAndHealingWithSuperShowdown","true",,,10000,,,,,1,100,,,,"TID_ACH_BYRON_COMBINED_DAMAGE_AND_HEALING_WITH_SUPER_TITLE_SHOWDOWN","TID_ACH_BYRON_COMBINED_DAMAGE_AND_HEALING_WITH_SUPER_DESC","SnakeOil","Showdown",,"Showdown",17,"ByronCombinedDamageAndHealingWithSuperShowdown","TRUE",,
"ByronCombinedDamageAndHealingWithSuperDuoShowdown","true",,,10000,,,,,1,100,,,,"TID_ACH_BYRON_COMBINED_DAMAGE_AND_HEALING_WITH_SUPER_TITLE_SHOWDOWN","TID_ACH_BYRON_COMBINED_DAMAGE_AND_HEALING_WITH_SUPER_DESC","SnakeOil","DuoShowdown",,"DuoShowdown",17,"ByronCombinedDamageAndHealingWithSuperShowdown","TRUE",,
"ByronCombinedDamageAndHealingWithSuperTrioShowdown","true",,,10000,,,,,1,100,,,,"TID_ACH_BYRON_COMBINED_DAMAGE_AND_HEALING_WITH_SUPER_TITLE_SHOWDOWN","TID_ACH_BYRON_COMBINED_DAMAGE_AND_HEALING_WITH_SUPER_DESC","SnakeOil","TrioShowdown",,"TrioShowdown",17,"ByronCombinedDamageAndHealingWithSuperShowdown","TRUE",,
"ByronCombinedDamageAndHealingWithSuperKnockout","true",,,10000,,,,,1,100,,,,"TID_ACH_BYRON_COMBINED_DAMAGE_AND_HEALING_WITH_SUPER_TITLE","TID_ACH_BYRON_COMBINED_DAMAGE_AND_HEALING_WITH_SUPER_DESC","SnakeOil","Knockout",,"Knockout",17,"ByronCombinedDamageAndHealingWithSuper","TRUE",,
"ByronCombinedDamageAndHealingWithSuperBounty","true",,,10000,,,,,1,100,,,,"TID_ACH_BYRON_COMBINED_DAMAGE_AND_HEALING_WITH_SUPER_TITLE","TID_ACH_BYRON_COMBINED_DAMAGE_AND_HEALING_WITH_SUPER_DESC","SnakeOil","Bounty",,"Bounty",17,"ByronCombinedDamageAndHealingWithSuper","TRUE",,
"ByronCombinedDamageAndHealingWithSuperGemGrab","true",,,10000,,,,,1,100,,,,"TID_ACH_BYRON_COMBINED_DAMAGE_AND_HEALING_WITH_SUPER_TITLE","TID_ACH_BYRON_COMBINED_DAMAGE_AND_HEALING_WITH_SUPER_DESC","SnakeOil","GemGrab",,"GemGrab",17,"ByronCombinedDamageAndHealingWithSuper","TRUE",,
"ByronCombinedDamageAndHealingWithSuperHeist","true",,,10000,,,,,1,100,,,,"TID_ACH_BYRON_COMBINED_DAMAGE_AND_HEALING_WITH_SUPER_TITLE","TID_ACH_BYRON_COMBINED_DAMAGE_AND_HEALING_WITH_SUPER_DESC","SnakeOil","Heist",,"Heist",17,"ByronCombinedDamageAndHealingWithSuper","TRUE",,
"ByronCombinedDamageAndHealingWithSuperBrawlBall","true",,,10000,,,,,1,100,,,,"TID_ACH_BYRON_COMBINED_DAMAGE_AND_HEALING_WITH_SUPER_TITLE","TID_ACH_BYRON_COMBINED_DAMAGE_AND_HEALING_WITH_SUPER_DESC","SnakeOil","BrawlBall",,"BrawlBall",17,"ByronCombinedDamageAndHealingWithSuper","TRUE",,
"WhirlwindWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Whirlwind",,,,18,,,,
"WhirlwindWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Whirlwind",,"WhirlwindWins1",,,,,,
"WhirlwindWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_carl_facepalm",,"TID_ACH_WINS_3_TITLE",,"Whirlwind",,"WhirlwindWins2",,,,,,
"WhirlwindWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_carl1",,"TID_ACH_WINS_4_TITLE",,"Whirlwind",,"WhirlwindWins3",,,,,,
"WhirlwindWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryCarl",,"TID_ACH_WINS_5_TITLE",,"Whirlwind",,"WhirlwindWins4",,,,,,
"CocoonerWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Cocooner",,,,19,,,,
"CocoonerWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Cocooner",,"CocoonerWins1",,,,,,
"CocoonerWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_charlotte_facepalm",,"TID_ACH_WINS_3_TITLE",,"Cocooner",,"CocoonerWins2",,,,,,
"CocoonerWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_charlie1",,"TID_ACH_WINS_4_TITLE",,"Cocooner",,"CocoonerWins3",,,,,,
"CocoonerWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryCharlie",,"TID_ACH_WINS_5_TITLE",,"Cocooner",,"CocoonerWins4",,,,,,
"CharlieCocoonBrawlersInOneMatchShowdown","true",,,35,,,,,1,100,,,,"TID_ACH_CHARLIE_COCOON_BRAWLERS_IN_ONE_MATCH_TITLE_SHOWDOWN","TID_ACH_CHARLIE_COCOON_BRAWLERS_IN_ONE_MATCH_DESC","Cocooner","Showdown",,"Showdown",19,"CharlieCocoonBrawlersInOneMatchShowdown","TRUE",,
"CharlieCocoonBrawlersInOneMatchDuoShowdown","true",,,35,,,,,1,100,,,,"TID_ACH_CHARLIE_COCOON_BRAWLERS_IN_ONE_MATCH_TITLE_SHOWDOWN","TID_ACH_CHARLIE_COCOON_BRAWLERS_IN_ONE_MATCH_DESC","Cocooner","DuoShowdown",,"DuoShowdown",19,"CharlieCocoonBrawlersInOneMatchShowdown","TRUE",,
"CharlieCocoonBrawlersInOneMatchTrioShowdown","true",,,35,,,,,1,100,,,,"TID_ACH_CHARLIE_COCOON_BRAWLERS_IN_ONE_MATCH_TITLE_SHOWDOWN","TID_ACH_CHARLIE_COCOON_BRAWLERS_IN_ONE_MATCH_DESC","Cocooner","TrioShowdown",,"TrioShowdown",19,"CharlieCocoonBrawlersInOneMatchShowdown","TRUE",,
"CharlieCocoonBrawlersInOneMatchKnockout","true",,,35,,,,,1,100,,,,"TID_ACH_CHARLIE_COCOON_BRAWLERS_IN_ONE_MATCH_TITLE","TID_ACH_CHARLIE_COCOON_BRAWLERS_IN_ONE_MATCH_DESC","Cocooner","Knockout",,"Knockout",19,"CharlieCocoonBrawlersInOneMatch","TRUE",,
"CharlieCocoonBrawlersInOneMatchBounty","true",,,35,,,,,1,100,,,,"TID_ACH_CHARLIE_COCOON_BRAWLERS_IN_ONE_MATCH_TITLE","TID_ACH_CHARLIE_COCOON_BRAWLERS_IN_ONE_MATCH_DESC","Cocooner","Bounty",,"Bounty",19,"CharlieCocoonBrawlersInOneMatch","TRUE",,
"CharlieCocoonBrawlersInOneMatchGemGrab","true",,,35,,,,,1,100,,,,"TID_ACH_CHARLIE_COCOON_BRAWLERS_IN_ONE_MATCH_TITLE","TID_ACH_CHARLIE_COCOON_BRAWLERS_IN_ONE_MATCH_DESC","Cocooner","GemGrab",,"GemGrab",19,"CharlieCocoonBrawlersInOneMatch","TRUE",,
"CharlieCocoonBrawlersInOneMatchHeist","true",,,35,,,,,1,100,,,,"TID_ACH_CHARLIE_COCOON_BRAWLERS_IN_ONE_MATCH_TITLE","TID_ACH_CHARLIE_COCOON_BRAWLERS_IN_ONE_MATCH_DESC","Cocooner","Heist",,"Heist",19,"CharlieCocoonBrawlersInOneMatch","TRUE",,
"CharlieCocoonBrawlersInOneMatchBrawlBall","true",,,35,,,,,1,100,,,,"TID_ACH_CHARLIE_COCOON_BRAWLERS_IN_ONE_MATCH_TITLE","TID_ACH_CHARLIE_COCOON_BRAWLERS_IN_ONE_MATCH_DESC","Cocooner","BrawlBall",,"BrawlBall",19,"CharlieCocoonBrawlersInOneMatch","TRUE",,
"JesterWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Jester",,,,20,,,,
"JesterWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Jester",,"JesterWins1",,,,,,
"JesterWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_chester_facepalm",,"TID_ACH_WINS_3_TITLE",,"Jester",,"JesterWins2",,,,,,
"JesterWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_chester1",,"TID_ACH_WINS_4_TITLE",,"Jester",,"JesterWins3",,,,,,
"JesterWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryChester",,"TID_ACH_WINS_5_TITLE",,"Jester",,"JesterWins4",,,,,,
"ChesterSupersInOneHyperchargeShowdown",,"ChesterSupersInOneHypercharge",100,2,,,"gameplay",,1,100,,,,"TID_ACH_CHESTER_SUPERS_IN_ONE_HYPERCHARGE_TITLE_SHOWDOWN","TID_ACH_CHESTER_SUPERS_IN_ONE_HYPERCHARGE_DESC","Jester","Showdown",,"Showdown",20,"ChesterSupersInOneHyperchargeShowdown","TRUE",,
"ChesterSupersInOneHyperchargeDuoShowdown",,"ChesterSupersInOneHypercharge",100,2,,,"gameplay",,1,100,,,,"TID_ACH_CHESTER_SUPERS_IN_ONE_HYPERCHARGE_TITLE_SHOWDOWN","TID_ACH_CHESTER_SUPERS_IN_ONE_HYPERCHARGE_DESC","Jester","DuoShowdown",,"DuoShowdown",20,"ChesterSupersInOneHyperchargeShowdown","TRUE",,
"ChesterSupersInOneHyperchargeTrioShowdown",,"ChesterSupersInOneHypercharge",100,2,,,"gameplay",,1,100,,,,"TID_ACH_CHESTER_SUPERS_IN_ONE_HYPERCHARGE_TITLE_SHOWDOWN","TID_ACH_CHESTER_SUPERS_IN_ONE_HYPERCHARGE_DESC","Jester","TrioShowdown",,"TrioShowdown",20,"ChesterSupersInOneHyperchargeShowdown","TRUE",,
"ChesterSupersInOneHyperchargeKnockout",,"ChesterSupersInOneHypercharge",100,2,,,"gameplay",,1,100,,,,"TID_ACH_CHESTER_SUPERS_IN_ONE_HYPERCHARGE_TITLE","TID_ACH_CHESTER_SUPERS_IN_ONE_HYPERCHARGE_DESC","Jester","Knockout",,"Knockout",20,"ChesterSupersInOneHypercharge","TRUE",,
"ChesterSupersInOneHyperchargeBounty",,"ChesterSupersInOneHypercharge",100,2,,,"gameplay",,1,100,,,,"TID_ACH_CHESTER_SUPERS_IN_ONE_HYPERCHARGE_TITLE","TID_ACH_CHESTER_SUPERS_IN_ONE_HYPERCHARGE_DESC","Jester","Bounty",,"Bounty",20,"ChesterSupersInOneHypercharge","TRUE",,
"ChesterSupersInOneHyperchargeGemGrab",,"ChesterSupersInOneHypercharge",100,2,,,"gameplay",,1,100,,,,"TID_ACH_CHESTER_SUPERS_IN_ONE_HYPERCHARGE_TITLE","TID_ACH_CHESTER_SUPERS_IN_ONE_HYPERCHARGE_DESC","Jester","GemGrab",,"GemGrab",20,"ChesterSupersInOneHypercharge","TRUE",,
"ChesterSupersInOneHyperchargeHeist",,"ChesterSupersInOneHypercharge",100,2,,,"gameplay",,1,100,,,,"TID_ACH_CHESTER_SUPERS_IN_ONE_HYPERCHARGE_TITLE","TID_ACH_CHESTER_SUPERS_IN_ONE_HYPERCHARGE_DESC","Jester","Heist",,"Heist",20,"ChesterSupersInOneHypercharge","TRUE",,
"ChesterSupersInOneHyperchargeBrawlBall",,"ChesterSupersInOneHypercharge",100,2,,,"gameplay",,1,100,,,,"TID_ACH_CHESTER_SUPERS_IN_ONE_HYPERCHARGE_TITLE","TID_ACH_CHESTER_SUPERS_IN_ONE_HYPERCHARGE_DESC","Jester","BrawlBall",,"BrawlBall",20,"ChesterSupersInOneHypercharge","TRUE",,
"ConductorWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Conductor",,,,21,,,,
"ConductorWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Conductor",,"ConductorWins1",,,,,,
"ConductorWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_chuck_facepalm",,"TID_ACH_WINS_3_TITLE",,"Conductor",,"ConductorWins2",,,,,,
"ConductorWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_chuck1",,"TID_ACH_WINS_4_TITLE",,"Conductor",,"ConductorWins3",,,,,,
"ConductorWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryChuck",,"TID_ACH_WINS_5_TITLE",,"Conductor",,"ConductorWins4",,,,,,
"CrabWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Crab",,,,22,,,,
"CrabWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Crab",,"CrabWins1",,,,,,
"CrabWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_clancy_facepalm",,"TID_ACH_WINS_3_TITLE",,"Crab",,"CrabWins2",,,,,,
"CrabWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_clancy1",,"TID_ACH_WINS_4_TITLE",,"Crab",,"CrabWins3",,,,,,
"CrabWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryClancy",,"TID_ACH_WINS_5_TITLE",,"Crab",,"CrabWins4",,,,,,
"PercenterWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Percenter",,,,23,,,,
"PercenterWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Percenter",,"PercenterWins1",,,,,,
"PercenterWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_colette_facepalm",,"TID_ACH_WINS_3_TITLE",,"Percenter",,"PercenterWins2",,,,,,
"PercenterWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_colette1",,"TID_ACH_WINS_4_TITLE",,"Percenter",,"PercenterWins3",,,,,,
"PercenterWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryColette",,"TID_ACH_WINS_5_TITLE",,"Percenter",,"PercenterWins4",,,,,,
"GunslingerWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Gunslinger",,,,24,,,,
"GunslingerWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Gunslinger",,"GunslingerWins1",,,,,,
"GunslingerWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_colt_facepalm",,"TID_ACH_WINS_3_TITLE",,"Gunslinger",,"GunslingerWins2",,,,,,
"GunslingerWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_colt1",,"TID_ACH_WINS_4_TITLE",,"Gunslinger",,"GunslingerWins3",,,,,,
"GunslingerWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryColt",,"TID_ACH_WINS_5_TITLE",,"Gunslinger",,"GunslingerWins4",,,,,,
"ColtSuperDealDamageShowdown",,"ColtDealDmgWith1Ulti",,10000,1,50,"gameplay",,1,100,,,,"TID_ACH_COLT_SUPER_DEAL_DAMAGE_TITLE_SHOWDOWN","TID_ACH_COLT_SUPER_DEAL_DAMAGE_DESC","Gunslinger","Showdown",,"Showdown",24,"ColtSuperDealDamageShowdown","TRUE",,
"ColtSuperDealDamageDuoShowdown",,"ColtDealDmgWith1Ulti",,10000,1,50,"gameplay",,1,100,,,,"TID_ACH_COLT_SUPER_DEAL_DAMAGE_TITLE_SHOWDOWN","TID_ACH_COLT_SUPER_DEAL_DAMAGE_DESC","Gunslinger","DuoShowdown",,"DuoShowdown",24,"ColtSuperDealDamageShowdown","TRUE",,
"ColtSuperDealDamageTrioShowdown",,"ColtDealDmgWith1Ulti",,10000,1,50,"gameplay",,1,100,,,,"TID_ACH_COLT_SUPER_DEAL_DAMAGE_TITLE_SHOWDOWN","TID_ACH_COLT_SUPER_DEAL_DAMAGE_DESC","Gunslinger","TrioShowdown",,"TrioShowdown",24,"ColtSuperDealDamageShowdown","TRUE",,
"ColtSuperDealDamageKnockout",,"ColtDealDmgWith1Ulti",,10000,1,50,"gameplay",,1,100,,,,"TID_ACH_COLT_SUPER_DEAL_DAMAGE_TITLE","TID_ACH_COLT_SUPER_DEAL_DAMAGE_DESC","Gunslinger","Knockout",,"Knockout",24,"ColtSuperDealDamage","TRUE",,
"ColtSuperDealDamageBounty",,"ColtDealDmgWith1Ulti",,10000,1,50,"gameplay",,1,100,,,,"TID_ACH_COLT_SUPER_DEAL_DAMAGE_TITLE","TID_ACH_COLT_SUPER_DEAL_DAMAGE_DESC","Gunslinger","Bounty",,"Bounty",24,"ColtSuperDealDamage","TRUE",,
"ColtSuperDealDamageGemGrab",,"ColtDealDmgWith1Ulti",,10000,1,50,"gameplay",,1,100,,,,"TID_ACH_COLT_SUPER_DEAL_DAMAGE_TITLE","TID_ACH_COLT_SUPER_DEAL_DAMAGE_DESC","Gunslinger","GemGrab",,"GemGrab",24,"ColtSuperDealDamage","TRUE",,
"ColtSuperDealDamageHeist",,"ColtDealDmgWith1Ulti",,10000,1,50,"gameplay",,1,100,,,,"TID_ACH_COLT_SUPER_DEAL_DAMAGE_TITLE","TID_ACH_COLT_SUPER_DEAL_DAMAGE_DESC","Gunslinger","Heist",,"Heist",24,"ColtSuperDealDamage","TRUE",,
"ColtSuperDealDamageBrawlBall",,"ColtDealDmgWith1Ulti",,10000,1,50,"gameplay",,1,100,,,,"TID_ACH_COLT_SUPER_DEAL_DAMAGE_TITLE","TID_ACH_COLT_SUPER_DEAL_DAMAGE_DESC","Gunslinger","BrawlBall",,"BrawlBall",24,"ColtSuperDealDamage","TRUE",,
"DuelistWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Duelist",,,,25,,,,
"DuelistWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Duelist",,"DuelistWins1",,,,,,
"DuelistWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_tox_facepalm",,"TID_ACH_WINS_3_TITLE",,"Duelist",,"DuelistWins2",,,,,,
"DuelistWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_cordelius1",,"TID_ACH_WINS_4_TITLE",,"Duelist",,"DuelistWins3",,,,,,
"DuelistWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryCordelius",,"TID_ACH_WINS_5_TITLE",,"Duelist",,"DuelistWins4",,,,,,
"CrowWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Crow",,,,26,,,,
"CrowWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Crow",,"CrowWins1",,,,,,
"CrowWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_crow_facepalm",,"TID_ACH_WINS_3_TITLE",,"Crow",,"CrowWins2",,,,,,
"CrowWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_crow1",,"TID_ACH_WINS_4_TITLE",,"Crow",,"CrowWins3",,,,,,
"CrowWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryCrow",,"TID_ACH_WINS_5_TITLE",,"Crow",,"CrowWins4",,,,,,
"BarrelBotWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","BarrelBot",,,,27,,,,
"BarrelBotWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"BarrelBot",,"BarrelBotWins1",,,,,,
"BarrelBotWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_darryl_facepalm",,"TID_ACH_WINS_3_TITLE",,"BarrelBot",,"BarrelBotWins2",,,,,,
"BarrelBotWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_darryl1",,"TID_ACH_WINS_4_TITLE",,"BarrelBot",,"BarrelBotWins3",,,,,,
"BarrelBotWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryDarryl",,"TID_ACH_WINS_5_TITLE",,"BarrelBot",,"BarrelBotWins4",,,,,,
"ReviverWins1",,,,,,,"hero_wins",,20,20,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_1_TITLE","TID_ACH_WINS_DESC","Reviver",,,,28,,,,
"ReviverWins2",,,,,,,"hero_wins",,50,50,"RANDOM_STARR_DROP",1,,"TID_ACH_WINS_2_TITLE",,"Reviver",,"ReviverWins1",,,,,,
"ReviverWins3",,,,,,,"hero_wins",,100,100,"EMOTE","emoji_dino_facepalm",,"TID_ACH_WINS_3_TITLE",,"Reviver",,"ReviverWins2",,,,,,
"ReviverWins4",,,,,,,"hero_wins",,200,250,"ICON","player_icon_doug1",,"TID_ACH_WINS_4_TITLE",,"Reviver",,"ReviverWins3",,,,,,
"ReviverWins5",,,,,,,"hero_wins",,300,500,"TITLE","TitleMasteryDoug",,"TID_ACH_WINS_5_TITLE",,"Reviver",,"ReviverWins4",,,,,,
"DougReviveAlliesInOneMatchDuoShowdown",,"DougReviveAllies",,3,,,"gameplay",,1,100,,,,"TID_ACH_DOUG_REVIVE_ALLIES_IN_ONE_MATCH_TITLE_SHOWDOWN","TID_ACH_DOUG_REVIVE_ALLIES_IN_ONE_MATCH_DESC","Reviver","DuoShowdown",,"DuoShowdown",28,"DougReviveAlliesInOneMatchShowdown","TRUE",,
"DougReviveAlliesInOneMatchTrioShowdown",,"DougReviveAllies",,3,,,"gameplay",,1,100,,,,"TID_ACH_DOUG_REVIVE_ALLIES_IN_ONE_MATCH_TITLE_SHOWDOWN","TID_ACH_DOUG_REVIVE_ALLIES_IN_ONE_MATCH_DESC","Reviver","TrioShowdown",,"TrioShowdown",28,"DougReviveAlliesInOneMatchShowdown","TRUE",,
"DougReviveAlliesInOneMatchKnockout",,"DougReviveAllies",,3,,,"gameplay",,1,100,,,,"TID_ACH_DOUG_REVIVE_ALLIES_IN_ONE_MATCH_TITLE","TID_ACH_DOUG_REVIVE_ALLIES_IN_ONE_MATCH_DESC","Reviver","Knockout",,"Knockout",28,"DougReviveAlliesInOneMatch","TRUE",,
"DougReviveAlliesInOneMatchBounty",,"DougReviveAllies",,3,,,"gameplay",,1,100,,,,"TID_ACH_DOUG_REVIVE_ALLIES_IN_ONE_MATCH_TITLE","TID_ACH_DOUG_REVIVE_ALLIES_IN_ONE_MATCH_DESC","Reviver","Bounty",,"Bounty",28,"DougReviveAlliesInOneMatch","TRUE",,
"DougReviveAlliesInOneMatchGemGrab",,"DougReviveAllies",,3,,,"gameplay",,1,100,,,,"TID_ACH_DOUG_REVIVE_ALLIES_IN_ONE_MATCH_TITLE","TID_ACH_DOUG_REVIVE_ALLIES_IN_ONE_MATCH_DESC","Reviver","GemGrab",,"GemGrab",28,"DougReviveAlliesInOneMatch","TRUE",,
"DougReviveAlliesInOneMatchHeist",,"DougReviveAllies",,3,,,"gameplay",,1,100,,,,"TID_ACH_DOUG_REVIVE_ALLIES_IN_ONE_MATCH_TITLE","TID_ACH_DOUG_REVIVE_ALLIES_IN_ONE_MATCH_DESC","Reviver","Heist",,"Heist",28,"DougReviveAlliesInOneMatch","TRUE",,
"DougReviveAlliesInOneMatchBrawlBall",,"DougReviveAllies",,3,,,"gameplay",,1,100,,,,"TID_ACH_DOUG_REVIVE_ALLIES_IN_ONE_MATCH_TITLE","TID_ACH_DOUG_REVIVE_ALLIES_IN_ONE_MATCH_DESC","Reviver","BrawlBall",,"BrawlBall",28,"DougReviveAlliesInOneMatch","TRUE",,
