"Name","BillingPackages","Tiers"
,"com.supercell.laser.bundle3099",80
,"com.supercell.laser.bundle2699",70
,"com.supercell.laser.bundle2299",60
,"com.supercell.laser.bundle1999",50
,"com.supercell.laser.bundle1599",40
,"com.supercell.laser.bundle1199",30
,"com.supercell.laser.bundle4299",110
,"com.supercell.laser.bundle4699",120
"39.99USD","com.supercell.laser.bundle3999",100
,"com.supercell.laser.bundle3599",90
,"com.supercell.laser.bundle3199",80
,"com.supercell.laser.bundle2799",70
,"com.supercell.laser.bundle2399",60
,"com.supercell.laser.bundle1999",50
,"com.supercell.laser.bundle1599",40
,"com.supercell.laser.bundle1199",30
,"com.supercell.laser.bundle4399",110
,"com.supercell.laser.bundle4799",120
"40.99USD","com.supercell.laser.bundle4099",100
,"com.supercell.laser.bundle3699",90
,"com.supercell.laser.bundle3299",80
,"com.supercell.laser.bundle2899",70
,"com.supercell.laser.bundle2499",60
,"com.supercell.laser.bundle2099",50
,"com.supercell.laser.bundle1599",40
,"com.supercell.laser.bundle1199",30
,"com.supercell.laser.bundle4499",110
,"com.supercell.laser.bundle4899",120
"41.99USD","com.supercell.laser.bundle4199",100
,"com.supercell.laser.bundle3799",90
,"com.supercell.laser.bundle3399",80
,"com.supercell.laser.bundle2899",70
,"com.supercell.laser.bundle2499",60
,"com.supercell.laser.bundle2099",50
,"com.supercell.laser.bundle1699",40
,"com.supercell.laser.bundle1299",30
,"com.supercell.laser.bundle4599",110
,"com.supercell.laser.bundle4999",120
"42.99USD","com.supercell.laser.bundle4299",100
,"com.supercell.laser.bundle3899",90
,"com.supercell.laser.bundle3399",80
,"com.supercell.laser.bundle2999",70
,"com.supercell.laser.bundle2599",60
,"com.supercell.laser.bundle2199",50
,"com.supercell.laser.bundle1699",40
,"com.supercell.laser.bundle1299",30
,"com.supercell.laser.bundle4699",110
,"com.supercell.laser.bundle5299",120
"43.99USD","com.supercell.laser.bundle4399",100
,"com.supercell.laser.bundle3999",90
,"com.supercell.laser.bundle3499",80
,"com.supercell.laser.bundle3099",70
,"com.supercell.laser.bundle2599",60
,"com.supercell.laser.bundle2199",50
,"com.supercell.laser.bundle1799",40
,"com.supercell.laser.bundle1299",30
,"com.supercell.laser.bundle4799",110
,"com.supercell.laser.bundle5299",120
"44.99USD","com.supercell.laser.bundle4499",100
,"com.supercell.laser.bundle4099",90
,"com.supercell.laser.bundle3599",80
,"com.supercell.laser.bundle3199",70
,"com.supercell.laser.bundle2699",60
,"com.supercell.laser.bundle2299",50
,"com.supercell.laser.bundle1799",40
,"com.supercell.laser.bundle1399",30
,"com.supercell.laser.bundle4899",110
,"com.supercell.laser.bundle5299",120
"45.99USD","com.supercell.laser.bundle4599",100
,"com.supercell.laser.bundle4099",90
,"com.supercell.laser.bundle3699",80
,"com.supercell.laser.bundle3199",70
,"com.supercell.laser.bundle2799",60
,"com.supercell.laser.bundle2299",50
,"com.supercell.laser.bundle1799",40
,"com.supercell.laser.bundle1399",30
,"com.supercell.laser.bundle4999",110
,"com.supercell.laser.bundle5499",120
"46.99USD","com.supercell.laser.bundle4699",100
,"com.supercell.laser.bundle4199",90
,"com.supercell.laser.bundle3799",80
,"com.supercell.laser.bundle3299",70
,"com.supercell.laser.bundle2799",60
,"com.supercell.laser.bundle2399",50
,"com.supercell.laser.bundle1899",40
,"com.supercell.laser.bundle1399",30
,"com.supercell.laser.bundle5299",110
,"com.supercell.laser.bundle5499",120
"47.99USD","com.supercell.laser.bundle4799",100
,"com.supercell.laser.bundle4299",90
,"com.supercell.laser.bundle3799",80
,"com.supercell.laser.bundle3399",70
,"com.supercell.laser.bundle2899",60
,"com.supercell.laser.bundle2399",50
,"com.supercell.laser.bundle1899",40
,"com.supercell.laser.bundle1399",30
,"com.supercell.laser.bundle5299",110
,"com.supercell.laser.bundle5799",120
"48.99USD","com.supercell.laser.bundle4899",100
,"com.supercell.laser.bundle4399",90
,"com.supercell.laser.bundle3899",80
,"com.supercell.laser.bundle3399",70
,"com.supercell.laser.bundle2899",60
,"com.supercell.laser.bundle2499",50
,"com.supercell.laser.bundle1999",40
,"com.supercell.laser.bundle1499",30
,"com.supercell.laser.bundle5299",110
,"com.supercell.laser.bundle5799",120
"49.99USD","com.supercell.laser.bundle4999",100
,"com.supercell.laser.bundle4499",90
,"com.supercell.laser.bundle3999",80
,"com.supercell.laser.bundle3499",70
,"com.supercell.laser.bundle2999",60
,"com.supercell.laser.bundle2499",50
,"com.supercell.laser.bundle1999",40
,"com.supercell.laser.bundle1499",30
,"com.supercell.laser.bundle5499",110
,"com.supercell.laser.bundle5999",120
"52.99USD","com.supercell.laser.bundle5299",100
,"com.supercell.laser.bundle4799",90
,"com.supercell.laser.bundle4199",80
,"com.supercell.laser.bundle3699",70
,"com.supercell.laser.bundle3199",60
,"com.supercell.laser.bundle2699",50
,"com.supercell.laser.bundle2099",40
,"com.supercell.laser.bundle1599",30
,"com.supercell.laser.bundle5799",110
,"com.supercell.laser.bundle6299",120
"54.99USD","com.supercell.laser.bundle5499",100
,"com.supercell.laser.bundle4999",90
,"com.supercell.laser.bundle4399",80
,"com.supercell.laser.bundle3899",70
,"com.supercell.laser.bundle3299",60
,"com.supercell.laser.bundle2799",50
,"com.supercell.laser.bundle2199",40
,"com.supercell.laser.bundle1699",30
,"com.supercell.laser.bundle5999",110
,"com.supercell.laser.bundle6499",120
"57.99USD","com.supercell.laser.bundle5799",100
,"com.supercell.laser.bundle5299",90
,"com.supercell.laser.bundle4599",80
,"com.supercell.laser.bundle4099",70
,"com.supercell.laser.bundle3499",60
,"com.supercell.laser.bundle2899",50
,"com.supercell.laser.bundle2299",40
,"com.supercell.laser.bundle1699",30
,"com.supercell.laser.bundle6299",110
,"com.supercell.laser.bundle6999",120
"59.99USD","com.supercell.laser.bundle5999",100
,"com.supercell.laser.bundle5499",90
,"com.supercell.laser.bundle4799",80
,"com.supercell.laser.bundle4199",70
,"com.supercell.laser.bundle3599",60
,"com.supercell.laser.bundle2999",50
,"com.supercell.laser.bundle2399",40
,"com.supercell.laser.bundle1799",30
,"com.supercell.laser.bundle6499",110
,"com.supercell.laser.bundle7299",120
"62.99USD","com.supercell.laser.bundle6299",100
,"com.supercell.laser.bundle5799",90
,"com.supercell.laser.bundle4999",80
,"com.supercell.laser.bundle4399",70
,"com.supercell.laser.bundle3799",60
,"com.supercell.laser.bundle3199",50
,"com.supercell.laser.bundle2499",40
,"com.supercell.laser.bundle1899",30
,"com.supercell.laser.bundle6999",110
,"com.supercell.laser.bundle7499",120
"64.99USD","com.supercell.laser.bundle6499",100
,"com.supercell.laser.bundle5799",90
,"com.supercell.laser.bundle5299",80
,"com.supercell.laser.bundle4599",70
,"com.supercell.laser.bundle3899",60
,"com.supercell.laser.bundle3299",50
,"com.supercell.laser.bundle2599",40
,"com.supercell.laser.bundle1999",30
,"com.supercell.laser.bundle6999",110
,"com.supercell.laser.bundle7799",120
"67.99USD","com.supercell.laser.bundle6799",100
,"com.supercell.laser.bundle5999",90
,"com.supercell.laser.bundle5499",80
,"com.supercell.laser.bundle4799",70
,"com.supercell.laser.bundle4099",60
,"com.supercell.laser.bundle3399",50
,"com.supercell.laser.bundle2699",40
,"com.supercell.laser.bundle1999",30
,"com.supercell.laser.bundle7499",110
,"com.supercell.laser.bundle8299",120
"69.99USD","com.supercell.laser.bundle6999",100
,"com.supercell.laser.bundle6299",90
,"com.supercell.laser.bundle5499",80
,"com.supercell.laser.bundle4899",70
,"com.supercell.laser.bundle4199",60
,"com.supercell.laser.bundle3499",50
,"com.supercell.laser.bundle2799",40
,"com.supercell.laser.bundle2099",30
,"com.supercell.laser.bundle7799",110
,"com.supercell.laser.bundle8299",120
"72.99USD","com.supercell.laser.bundle7299",100
,"com.supercell.laser.bundle6499",90
,"com.supercell.laser.bundle5799",80
,"com.supercell.laser.bundle4999",70
,"com.supercell.laser.bundle4399",60
,"com.supercell.laser.bundle3699",50
,"com.supercell.laser.bundle2899",40
,"com.supercell.laser.bundle2199",30
,"com.supercell.laser.bundle7999",110
,"com.supercell.laser.bundle8799",120
"74.99USD","com.supercell.laser.bundle7499",100
,"com.supercell.laser.bundle6799",90
,"com.supercell.laser.bundle5999",80
,"com.supercell.laser.bundle5299",70
,"com.supercell.laser.bundle4499",60
,"com.supercell.laser.bundle3799",50
,"com.supercell.laser.bundle2999",40
,"com.supercell.laser.bundle2299",30
,"com.supercell.laser.bundle8299",110
,"com.supercell.laser.bundle8999",120
"77.99USD","com.supercell.laser.bundle7799",100
,"com.supercell.laser.bundle6999",90
,"com.supercell.laser.bundle6299",80
,"com.supercell.laser.bundle5499",70
,"com.supercell.laser.bundle4699",60
,"com.supercell.laser.bundle3899",50
,"com.supercell.laser.bundle3099",40
,"com.supercell.laser.bundle2299",30
,"com.supercell.laser.bundle8499",110
,"com.supercell.laser.bundle9299",120
"79.99USD","com.supercell.laser.bundle7999",100
,"com.supercell.laser.bundle7299",90
,"com.supercell.laser.bundle6499",80
,"com.supercell.laser.bundle5499",70
,"com.supercell.laser.bundle4799",60
,"com.supercell.laser.bundle3999",50
,"com.supercell.laser.bundle3199",40
,"com.supercell.laser.bundle2399",30
,"com.supercell.laser.bundle8799",110
,"com.supercell.laser.bundle9499",120
"82.99USD","com.supercell.laser.bundle8299",100
,"com.supercell.laser.bundle7499",90
,"com.supercell.laser.bundle6499",80
,"com.supercell.laser.bundle5799",70
,"com.supercell.laser.bundle4999",60
,"com.supercell.laser.bundle4199",50
,"com.supercell.laser.bundle3299",40
,"com.supercell.laser.bundle2499",30
,"com.supercell.laser.bundle8999",110
,"com.supercell.laser.bundle9999",120
"84.99USD","com.supercell.laser.bundle8499",100
,"com.supercell.laser.bundle7799",90
,"com.supercell.laser.bundle6799",80
,"com.supercell.laser.bundle5999",70
,"com.supercell.laser.bundle4999",60
,"com.supercell.laser.bundle4299",50
,"com.supercell.laser.bundle3399",40
,"com.supercell.laser.bundle2599",30
,"com.supercell.laser.bundle9299",110
,"com.supercell.laser.bundle9999",120
"87.99USD","com.supercell.laser.bundle8799",100
,"com.supercell.laser.bundle7999",90
,"com.supercell.laser.bundle6999",80
,"com.supercell.laser.bundle6299",70
,"com.supercell.laser.bundle5299",60
,"com.supercell.laser.bundle4399",50
,"com.supercell.laser.bundle3499",40
,"com.supercell.laser.bundle2599",30
,"com.supercell.laser.bundle9799",110
,"com.supercell.laser.bundle10499",120
"89.99USD","com.supercell.laser.bundle8999",100
,"com.supercell.laser.bundle7999",90
,"com.supercell.laser.bundle7299",80
,"com.supercell.laser.bundle6299",70
,"com.supercell.laser.bundle5499",60
,"com.supercell.laser.bundle4499",50
,"com.supercell.laser.bundle3599",40
,"com.supercell.laser.bundle2699",30
,"com.supercell.laser.bundle9799",110
,"com.supercell.laser.bundle10999",120
"92.99USD","com.supercell.laser.bundle9299",100
,"com.supercell.laser.bundle8299",90
,"com.supercell.laser.bundle7499",80
,"com.supercell.laser.bundle6499",70
,"com.supercell.laser.bundle5499",60
,"com.supercell.laser.bundle4699",50
,"com.supercell.laser.bundle3699",40
,"com.supercell.laser.bundle2799",30
,"com.supercell.laser.bundle9999",110
,"com.supercell.laser.bundle10999",120
"94.99USD","com.supercell.laser.bundle9499",100
,"com.supercell.laser.bundle8499",90
,"com.supercell.laser.bundle7499",80
,"com.supercell.laser.bundle6799",70
,"com.supercell.laser.bundle5799",60
,"com.supercell.laser.bundle4799",50
,"com.supercell.laser.bundle3799",40
,"com.supercell.laser.bundle2899",30
,"com.supercell.laser.bundle10499",110
,"com.supercell.laser.bundle11499",120
"97.99USD","com.supercell.laser.bundle9799",100
,"com.supercell.laser.bundle8799",90
,"com.supercell.laser.bundle7799",80
,"com.supercell.laser.bundle6799",70
,"com.supercell.laser.bundle5799",60
,"com.supercell.laser.bundle4899",50
,"com.supercell.laser.bundle3899",40
,"com.supercell.laser.bundle2899",30
,"com.supercell.laser.bundle10999",110
,"com.supercell.laser.bundle11999",120
"99.99USD","com.supercell.laser.bundle9999",100
,"com.supercell.laser.bundle8999",90
,"com.supercell.laser.bundle7999",80
,"com.supercell.laser.bundle6999",70
,"com.supercell.laser.bundle5999",60
,"com.supercell.laser.bundle4999",50
,"com.supercell.laser.bundle3999",40
,"com.supercell.laser.bundle2999",30
,"com.supercell.laser.bundle10999",110
,"com.supercell.laser.bundle11999",120
"104.99USD","com.supercell.laser.bundle10499",100
,"com.supercell.laser.bundle9499",90
,"com.supercell.laser.bundle8499",80
,"com.supercell.laser.bundle7299",70
,"com.supercell.laser.bundle6299",60
,"com.supercell.laser.bundle5299",50
,"com.supercell.laser.bundle4199",40
,"com.supercell.laser.bundle3199",30
,"com.supercell.laser.bundle11499",110
,"com.supercell.laser.bundle12499",120
"109.99USD","com.supercell.laser.bundle10999",100
,"com.supercell.laser.bundle9999",90
,"com.supercell.laser.bundle8799",80
,"com.supercell.laser.bundle7799",70
,"com.supercell.laser.bundle6499",60
,"com.supercell.laser.bundle5499",50
,"com.supercell.laser.bundle4399",40
,"com.supercell.laser.bundle3299",30
,"com.supercell.laser.bundle11999",110
,"com.supercell.laser.bundle12999",120
"114.99USD","com.supercell.laser.bundle11499",100
,"com.supercell.laser.bundle10499",90
,"com.supercell.laser.bundle9299",80
,"com.supercell.laser.bundle7999",70
,"com.supercell.laser.bundle6999",60
,"com.supercell.laser.bundle5799",50
,"com.supercell.laser.bundle4599",40
,"com.supercell.laser.bundle3499",30
,"com.supercell.laser.bundle12499",110
,"com.supercell.laser.bundle13999",120
"119.99USD","com.supercell.laser.bundle11999",100
,"com.supercell.laser.bundle10999",90
,"com.supercell.laser.bundle9499",80
,"com.supercell.laser.bundle8499",70
,"com.supercell.laser.bundle7299",60
,"com.supercell.laser.bundle5999",50
,"com.supercell.laser.bundle4799",40
,"com.supercell.laser.bundle3599",30
,"com.supercell.laser.bundle12999",110
,"com.supercell.laser.bundle14499",120
"124.99USD","com.supercell.laser.bundle12499",100
,"com.supercell.laser.bundle11499",90
,"com.supercell.laser.bundle9999",80
,"com.supercell.laser.bundle8799",70
,"com.supercell.laser.bundle7499",60
,"com.supercell.laser.bundle6299",50
,"com.supercell.laser.bundle4999",40
,"com.supercell.laser.bundle3799",30
,"com.supercell.laser.bundle13499",110
,"com.supercell.laser.bundle14999",120
"129.99USD","com.supercell.laser.bundle12999",100
,"com.supercell.laser.bundle11499",90
,"com.supercell.laser.bundle10499",80
,"com.supercell.laser.bundle8999",70
,"com.supercell.laser.bundle7799",60
,"com.supercell.laser.bundle6499",50
,"com.supercell.laser.bundle5299",40
,"com.supercell.laser.bundle3899",30
,"com.supercell.laser.bundle14499",110
,"com.supercell.laser.bundle15999",120
"134.99USD","com.supercell.laser.bundle13499",100
,"com.supercell.laser.bundle11999",90
,"com.supercell.laser.bundle10999",80
,"com.supercell.laser.bundle9499",70
,"com.supercell.laser.bundle7999",60
,"com.supercell.laser.bundle6799",50
,"com.supercell.laser.bundle5499",40
,"com.supercell.laser.bundle4099",30
,"com.supercell.laser.bundle14999",110
,"com.supercell.laser.bundle15999",120
"139.99USD","com.supercell.laser.bundle13999",100
,"com.supercell.laser.bundle12499",90
,"com.supercell.laser.bundle10999",80
,"com.supercell.laser.bundle9799",70
,"com.supercell.laser.bundle8499",60
,"com.supercell.laser.bundle6999",50
,"com.supercell.laser.bundle5499",40
,"com.supercell.laser.bundle4199",30
,"com.supercell.laser.bundle14999",110
,"com.supercell.laser.bundle16999",120
"144.99USD","com.supercell.laser.bundle14499",100
,"com.supercell.laser.bundle12999",90
,"com.supercell.laser.bundle11499",80
,"com.supercell.laser.bundle9999",70
,"com.supercell.laser.bundle8799",60
,"com.supercell.laser.bundle7299",50
,"com.supercell.laser.bundle5799",40
,"com.supercell.laser.bundle4399",30
,"com.supercell.laser.bundle15999",110
,"com.supercell.laser.bundle16999",120
"149.99USD","com.supercell.laser.bundle14999",100
,"com.supercell.laser.bundle13499",90
,"com.supercell.laser.bundle11999",80
,"com.supercell.laser.bundle10499",70
,"com.supercell.laser.bundle8999",60
,"com.supercell.laser.bundle7499",50
,"com.supercell.laser.bundle5999",40
,"com.supercell.laser.bundle4499",30
,"com.supercell.laser.bundle15999",110
,"com.supercell.laser.bundle17999",120
"159.99USD","com.supercell.laser.bundle15999",100
,"com.supercell.laser.bundle14499",90
,"com.supercell.laser.bundle12999",80
,"com.supercell.laser.bundle10999",70
,"com.supercell.laser.bundle9499",60
,"com.supercell.laser.bundle7999",50
,"com.supercell.laser.bundle6499",40
,"com.supercell.laser.bundle4799",30
,"com.supercell.laser.bundle17999",110
,"com.supercell.laser.bundle18999",120
"169.99USD","com.supercell.laser.bundle16999",100
,"com.supercell.laser.bundle14999",90
,"com.supercell.laser.bundle13499",80
,"com.supercell.laser.bundle11999",70
,"com.supercell.laser.bundle9999",60
,"com.supercell.laser.bundle8499",50
,"com.supercell.laser.bundle6799",40
,"com.supercell.laser.bundle4999",30
,"com.supercell.laser.bundle18999",110
,"com.supercell.laser.bundle19999",120
"179.99USD","com.supercell.laser.bundle17999",100
,"com.supercell.laser.bundle15999",90
,"com.supercell.laser.bundle14499",80
,"com.supercell.laser.bundle12499",70
,"com.supercell.laser.bundle10999",60
,"com.supercell.laser.bundle8999",50
,"com.supercell.laser.bundle7299",40
,"com.supercell.laser.bundle5499",30
,"com.supercell.laser.bundle19999",110
,"com.supercell.laser.bundle21999",120
"189.99USD","com.supercell.laser.bundle18999",100
,"com.supercell.laser.bundle16999",90
,"com.supercell.laser.bundle14999",80
,"com.supercell.laser.bundle13499",70
,"com.supercell.laser.bundle11499",60
,"com.supercell.laser.bundle9499",50
,"com.supercell.laser.bundle7499",40
,"com.supercell.laser.bundle5799",30
,"com.supercell.laser.bundle20999",110
,"com.supercell.laser.bundle22999",120
"199.99USD","com.supercell.laser.bundle19999",100
,"com.supercell.laser.bundle17999",90
,"com.supercell.laser.bundle15999",80
,"com.supercell.laser.bundle13999",70
,"com.supercell.laser.bundle11999",60
,"com.supercell.laser.bundle9999",50
,"com.supercell.laser.bundle7999",40
,"com.supercell.laser.bundle5999",30
,"com.supercell.laser.bundle21999",110
,"com.supercell.laser.bundle23999",120
"GemPack_30_2USD","com.supercell.laser.gempack0",100
,"com.supercell.laser.gempack0.t90",90
,"com.supercell.laser.gempack0.t80",80
,"com.supercell.laser.gempack0.t70",70
,"com.supercell.laser.gempack0.t60",60
,"com.supercell.laser.gempack0.t50",50
,"com.supercell.laser.gempack0.t40",40
,"com.supercell.laser.gempack0.t30",30
,"com.supercell.laser.gempack0.t110",110
,"com.supercell.laser.gempack0.t120",120
"GemPack_80_5USD","com.supercell.laser.gempack1",100
,"com.supercell.laser.gempack1.t90",90
,"com.supercell.laser.gempack1.t80",80
,"com.supercell.laser.gempack1.t70",70
,"com.supercell.laser.gempack1.t60",60
,"com.supercell.laser.gempack1.t50",50
,"com.supercell.laser.gempack1.t40",40
,"com.supercell.laser.gempack1.t30",30
,"com.supercell.laser.gempack1.t110",110
,"com.supercell.laser.gempack1.t120",120
"GemPack_170_10USD","com.supercell.laser.gempack2",100
,"com.supercell.laser.gempack2.t90",90
,"com.supercell.laser.gempack2.t80",80
,"com.supercell.laser.gempack2.t70",70
,"com.supercell.laser.gempack2.t60",60
,"com.supercell.laser.gempack2.t50",50
,"com.supercell.laser.gempack2.t40",40
,"com.supercell.laser.gempack2.t30",30
,"com.supercell.laser.gempack2.t110",110
,"com.supercell.laser.gempack2.t120",120
"GemPack_360_20USD","com.supercell.laser.gempack3",100
,"com.supercell.laser.gempack3.t90",90
,"com.supercell.laser.gempack3.t80",80
,"com.supercell.laser.gempack3.t70",70
,"com.supercell.laser.gempack3.t60",60
,"com.supercell.laser.gempack3.t50",50
,"com.supercell.laser.gempack3.t40",40
,"com.supercell.laser.gempack3.t30",30
,"com.supercell.laser.gempack3.t110",110
,"com.supercell.laser.gempack3.t120",120
"GemPack_950_50USD","com.supercell.laser.gempack4",100
,"com.supercell.laser.gempack4.t90",90
,"com.supercell.laser.gempack4.t80",80
,"com.supercell.laser.gempack4.t70",70
,"com.supercell.laser.gempack4.t60",60
,"com.supercell.laser.gempack4.t50",50
,"com.supercell.laser.gempack4.t40",40
,"com.supercell.laser.gempack4.t30",30
,"com.supercell.laser.gempack4.t110",110
,"com.supercell.laser.gempack4.t120",120
"GemPack_2000_100USD","com.supercell.laser.gempack5",100
,"com.supercell.laser.gempack5.t90",90
,"com.supercell.laser.gempack5.t80",80
,"com.supercell.laser.gempack5.t70",70
,"com.supercell.laser.gempack5.t60",60
,"com.supercell.laser.gempack5.t50",50
,"com.supercell.laser.gempack5.t40",40
,"com.supercell.laser.gempack5.t30",30
,"com.supercell.laser.gempack5.t110",110
,"com.supercell.laser.gempack5.t120",120
"BrawlPassBasic","com.supercell.laser.seasonpass.basic",100
,"com.supercell.laser.seasonpass.basic.t90",90
,"com.supercell.laser.seasonpass.basic.t80",80
,"com.supercell.laser.seasonpass.basic.t70",70
,"com.supercell.laser.seasonpass.basic.t60",60
,"com.supercell.laser.seasonpass.basic.t50",50
,"com.supercell.laser.seasonpass.basic.t40",40
,"com.supercell.laser.seasonpass.basic.t30",30
,"com.supercell.laser.seasonpass.basic.t110",110
,"com.supercell.laser.seasonpass.basic.t120",120
"BrawlPassBasicDiscounted","com.supercell.laser.seasonpass.basic.discounted",100
,"com.supercell.laser.seasonpass.basic.discounted.t90",90
,"com.supercell.laser.seasonpass.basic.discounted.t80",80
,"com.supercell.laser.seasonpass.basic.discounted.t70",70
,"com.supercell.laser.seasonpass.basic.discounted.t60",60
,"com.supercell.laser.seasonpass.basic.discounted.t50",50
,"com.supercell.laser.seasonpass.basic.discounted.t40",40
,"com.supercell.laser.seasonpass.basic.discounted.t30",30
,"com.supercell.laser.seasonpass.basic.discounted.t110",110
,"com.supercell.laser.seasonpass.basic.discounted.t120",120
"BrawlPassPlus","com.supercell.laser.seasonpass.plus",100
,"com.supercell.laser.seasonpass.plus.t90",90
,"com.supercell.laser.seasonpass.plus.t80",80
,"com.supercell.laser.seasonpass.plus.t70",70
,"com.supercell.laser.seasonpass.plus.t60",60
,"com.supercell.laser.seasonpass.plus.t50",50
,"com.supercell.laser.seasonpass.plus.t40",40
,"com.supercell.laser.seasonpass.plus.t30",30
,"com.supercell.laser.seasonpass.plus.t110",110
,"com.supercell.laser.seasonpass.plus.t120",120
"BrawlPassUpgrade","com.supercell.laser.seasonpass.upgrade",100
,"com.supercell.laser.seasonpass.upgrade.t90",90
,"com.supercell.laser.seasonpass.upgrade.t80",80
,"com.supercell.laser.seasonpass.upgrade.t70",70
,"com.supercell.laser.seasonpass.upgrade.t60",60
,"com.supercell.laser.seasonpass.upgrade.t50",50
,"com.supercell.laser.seasonpass.upgrade.t40",40
,"com.supercell.laser.seasonpass.upgrade.t30",30
,"com.supercell.laser.seasonpass.upgrade.t110",110
,"com.supercell.laser.seasonpass.upgrade.t120",120
"CompetitivePass","com.supercell.laser.competitivepass",100
,"com.supercell.laser.competitivepass.t90",90
,"com.supercell.laser.competitivepass.t80",80
,"com.supercell.laser.competitivepass.t70",70
,"com.supercell.laser.competitivepass.t60",60
,"com.supercell.laser.competitivepass.t50",50
,"com.supercell.laser.competitivepass.t40",40
,"com.supercell.laser.competitivepass.t30",30
,"com.supercell.laser.competitivepass.t110",110
,"com.supercell.laser.competitivepass.t120",120
"209.99USD","com.supercell.laser.bundle20999",100
,"com.supercell.laser.bundle18999",90
,"com.supercell.laser.bundle16999",80
,"com.supercell.laser.bundle14499",70
,"com.supercell.laser.bundle12499",60
,"com.supercell.laser.bundle10499",50
,"com.supercell.laser.bundle8499",40
,"com.supercell.laser.bundle6299",30
,"com.supercell.laser.bundle22999",110
,"com.supercell.laser.bundle23999",120
"219.99USD","com.supercell.laser.bundle21999",100
,"com.supercell.laser.bundle19999",90
,"com.supercell.laser.bundle17999",80
,"com.supercell.laser.bundle14999",70
,"com.supercell.laser.bundle12999",60
,"com.supercell.laser.bundle10999",50
,"com.supercell.laser.bundle8799",40
,"com.supercell.laser.bundle6499",30
,"com.supercell.laser.bundle23999",110
,"com.supercell.laser.bundle23999",120
"229.99USD","com.supercell.laser.bundle22999",100
,"com.supercell.laser.bundle20999",90
,"com.supercell.laser.bundle17999",80
,"com.supercell.laser.bundle15999",70
,"com.supercell.laser.bundle13999",60
,"com.supercell.laser.bundle11499",50
,"com.supercell.laser.bundle9299",40
,"com.supercell.laser.bundle6999",30
,"com.supercell.laser.bundle23999",110
,"com.supercell.laser.bundle23999",120
"239.99USD","com.supercell.laser.bundle23999",100
,"com.supercell.laser.bundle21999",90
,"com.supercell.laser.bundle18999",80
,"com.supercell.laser.bundle16999",70
,"com.supercell.laser.bundle14499",60
,"com.supercell.laser.bundle11999",50
,"com.supercell.laser.bundle9499",40
,"com.supercell.laser.bundle7299",30
,"com.supercell.laser.bundle23999",110
,"com.supercell.laser.bundle23999",120
