"Name","Variation","Disabled","ShortName","TID","ChatSuggestionItemName","GameModeRoomIconName","GameModeIconName","BannerOverrideSWF","BannerOverrideExportName","SquareBannerOverrideSWF","SquareBannerOverrideExportName","MaxScore","ScoreSfx","OpponentScoreSfx","ScoreText","ScoreOpponentText","ScoreTextEnd","ScoreOpponentTextEnd","ScoreVO","OpponentScoreVO","VictoryVO","DefeatVO","DoubleTakedownVO","TripleTakedownVO","QuadTakedownVO","TeamTakedownVO","FirstBloodVO","PointsLeftMediumVO","PointsLeftLowVO","FriendlyMenuOrder","IntroText","IntroDescText","IntroDescText2","OvertimeText","OvertimeVO","PlayerCountInfo","StartNotification","EndNotification","Color","BgColor","FallbackPlayerMapEnvironment","TeamEntryItemName","PanelTeamOnlineName","SpecificEmote1","SpecificEmote2","SpecificEmote3","ScorePanelIconFrame","HasModeSpecificQuest","MaxDamage","MaxHealing","CustomValue1","PlayerCollectBountyStars","PlayersCollectPowerCubes","MaxPowerCubesToDrop","PlayersCollectBolts","ItemClaimDelaySeconds","IsPlayedOnVeryLargeMap","SpectateAfterGameOver","SpectateAfterDeath","SpectateFriendAfterDeath","HasCornerScoreNumbers","HasCornerScoreForBothTeams","IsBattleRoyale","HasAntiTeamingFeatures","HasBoxesWithPowerCubes","HasOffScreenIndicator","HasOffScreenBossIndicator","IsCoop","HasDownwardsTickingClock","DisplayOneHealthbar","DisplayOneHealthbarForBothTeams","DisplayOneBlueHealthbar","DisplayHealthbarForBothTeams","HealthbarsAreInOneCorner","HealthBarsFillUp","HasTwoBases","IsSoloModeWithRespawns","IsSoloMode","GetHeroSelectionCount","HasTimerAndCanEndBeforeTimerRunsOut","ShouldSpawnCloseToTeammate","HasSpawnProtectionInTheStart","GiveMVPAtGameEnd","HasWinBasedExp","PanCameraToCenterWhenGameOver","RevealMapWhenGameOver","FlashHealthBar","IsGoalBasedMode","ShowTextOnScore","ModeHasCarryables","AllowAttackWhileCarrying","IsHorizontalMode","BattleTicks","HasOvertime","OvertimeHasGoldenGoal","RespawnSeconds","ModeHasSecondaryRespawnPoints","ModeGameObjectCount","RoundResetsWhenObjectiveIsMissing","DroppedItemOnDeath","BotGoalAreaEffect","BotItemPickup","BotItemPickup2","BotItemPickupRadius","HasTeamItems","PreventWallsOnBase","HasMultipleDifficulties","IsTypeOfBossFight","IsSpecialEvent","IsBlockedFromFriendlyRoom","AreTeamsDisabledIn","BossCharacterData","BossCharacterData2","BossCharacterData3","BossShareHP","NumberOfRounds","MoveDeathNotificationsDown","ModeCarryable","TeamSize","TeamCount","ModeHasFillingPoison","BattleLoad","BattleLoadCoop","HasTokensToHold","IsMatchmakingBasedOnAverageHeroScore","IsNotRewardingTrophies","IsAllowDuplicateHeroes","TrophyGainedMultiplierPercent","TrophyLostMultiplierPercent","BattleMusicOverride"
"Invasion",27,,"Invasion","TID_GAME_MODE_27","chat_letsplay_invasion","event_gameroom_invasion","event_icon_invasion",,,"sc/events.sc","event_invasion_banner_square",8,,,,,,,,,,,,,,,,,,22,"TID_GAME_MODE_27","TID_INVASION_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_TEAM","InvasionStart",,"0xffff4343","0xffE33B50",,"event_teamentry_invasion","panel_team_online_invasion",,,,,,,,,,,,"TRUE",3,,,,,,,,,,"TRUE",,,"TRUE",,,,,,,,,,1,"TRUE",,,"TRUE","TRUE",,"TRUE",,,,,,,180,,,5,,,,"InvasionToken",,"InvasionToken",,,,,,,,"TRUE",,,,,,1,"TRUE",,3,2,,10,8,,,,,,,
"DeathmatchFFA",28,,"DeathmatchFFA","TID_GAME_MODE_28","chat_letsplay_wipeoutmax","event_gameroom_wipeoutmax","event_icon_wipeoutmax",,,"sc/events.sc","event_wipeoutmax_banner_square",6,,,,,,,,,"Deathmatch_Victory_VO","Deathmatch_Defeat_VO","Deathmatch_DoubleTD_VO","Announcer_tripletakedown_vo","Announcer_quadtakedown_vo","Deathmatch_TeamTD_VO","Deathmatch_FirstTD_VO","Deathmatch_FourTD_left_VO","Deathmatch_OneTD_left_VO",23,"TID_GAME_MODE_28","TID_DEATHMATCH_FFA_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_ALL_VS_ALL","DeathmatchFFAStart",,"0xfffd9b0e","0xffE337C1",,"event_teamentry_wipeoutmax","panel_team_online_wipeoutmax",,,,,,,,,,,,,,"TRUE",,,,,,,"TRUE",,"TRUE",,,"TRUE",,,,,,,,"TRUE","TRUE",1,"TRUE",,"TRUE",,,,,,,"TRUE",,,,180,,,3,,,,,,,,,,,,,,,"TRUE",,,,,1,,,1,10,,20,16,,,,,,,
"LastStand",29,"TRUE","LastStand","TID_GAME_MODE_29","chat_letsplay_laststand","event_gameroom_laststand","event_icon_laststand",,,"sc/events.sc","event_laststand_banner_square",,,,,,,,,,,,,,,,,,,24,"TID_GAME_MODE_29","TID_GAME_MODE_29_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","CoopStart",,"0xffff6847","0xffDC2423",,"event_teamentry_laststand","panel_team_online_laststand",,,,,,,,,,,,,,"TRUE",,"TRUE","TRUE",,,,,,"TRUE",,"TRUE","TRUE","TRUE","TRUE",,,,,,,,1,"TRUE",,,,,,,"TRUE",,,,,,120,,,10,,,,,,,,,,,"TRUE",,"TRUE","TRUE",,,,,,1,,,3,1,,8,8,,,,,,,
"ReachExit",30,"TRUE","ReachExit","TID_GAME_MODE_29","chat_letsplay_laststand","event_gameroom_invasion","event_icon_invasion",,,"sc/events.sc","event_invasion_banner_square",,,,,,,,,,,,,,,,,,,25,"TID_GAME_MODE_29","TID_GAME_MODE_29_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","CoopStart",,"0xffff6847","0xffDC2423",,"event_teamentry_invasion","panel_team_online_invasion",,,,,,,,,,,,,,"TRUE",,"TRUE","TRUE",,,,,,,,"TRUE","TRUE",,,,,,,,,,1,"TRUE",,,,,,,,,,,,,180,,,5,,,,,,,,,,,,,,,,,,,,1,,,3,1,,10,,,,,,,,
"Deathmatch5v5",31,,"Deathmatch5v5","TID_GAME_MODE_31","chat_letsplay_teamdeathmatch_5v5","event_gameroom_teamdeathmatch_5v5","event_icon_teamdeathmatch_5v5",,,,"event_gameroom_teamdeathmatch_5v5_square",20,,,,,,,,,"Deathmatch_Victory_VO","Deathmatch_Defeat_VO","Deathmatch_DoubleTD_VO","Announcer_tripletakedown_vo","Announcer_quadtakedown_vo","Deathmatch_TeamTD_VO","Deathmatch_FirstTD_VO","Deathmatch_FourTD_left_VO","Deathmatch_OneTD_left_VO",20,"TID_GAME_MODE_31","TID_DEATHMATCH_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_5V5","DeathmatchStart",,"0xff24d6ff","0xff00CFFF",,"event_teamentry_teamdeathmatch_5v5","panel_team_online_teamdeathmatch_5v5",,,,,,,,,,,,,,"TRUE",,,,,,,,,,,,"TRUE",,,,,,,,,,1,"TRUE",,,"TRUE","TRUE",,"TRUE",,,"TRUE",,,,180,,,3,,,,,,,,,,,,,,,,,,,,1,"TRUE",,5,2,,20,16,,,,,,,
"BrawlBall5v5",32,,"BrawlBall5v5","TID_GAME_MODE_32","chat_letsplay_brawlball_5v5","event_gameroom_brawlball_5v5","event_icon_brawlball_5v5",,,,"event_gameroom_brawlball_5v5_square",2,"Brawlbawl_goal","Brawlbawl_other_goal","TID_GOAL","TID_GOAL","TID_GOAL_MATCH_OVER","TID_GOAL_MATCH_OVER","Announcer_goal_vo","Announcer_goal_vo","Deathmatch_Victory_VO","Deathmatch_Defeat_VO",,,,,,,,5,"TID_GAME_MODE_32","TID_LASER_BALL_INTRO_TEXT",,"TID_OVERTIME","Announcer_overtime_vo","TID_EVENT_POPUP_GMV_LABEL_5V5","LaserBallStart",,"0xff9ab1fd","0xff8CA0E0",,"event_teamentry_brawlball_5v5","panel_team_online_brawlball_5v5",,,,1,,,,,,,,,,"TRUE",,,,"TRUE","TRUE",,,,"TRUE",,,"TRUE",,,,,,,,,,1,"TRUE",,,"TRUE","TRUE",,"TRUE",,"TRUE","TRUE","TRUE","FALSE","TRUE",210,"TRUE","TRUE",7,"TRUE",1,"TRUE",,,,,,,,,,,,,,,,,1,,"MultiLaserBall",5,2,,20,16,,,,,,,
"GemGrab5v5",33,,"GemGrab5v5","TID_GAME_MODE_33","chat_letsplay_gemgrab_5v5","event_gameroom_gemgrab_5v5","event_icon_gemgrab_5v5",,,,"event_gameroom_gemgrab_5v5_square",,,,,,,,,,,,,,,,,,,1,"TID_GAME_MODE_33","TID_COIN_RUSH_INTRO_TEXT","TID_GEMGRAB_DOUBLE_MINE_INTRO_TEXT","TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_5V5","CoinRushStart",,"0xffd852ff","0xff9A3DF3",,"event_teamentry_gemgrab_5v5","panel_team_online_gemgrab_5v5",,,,,,,,,,,,,,"TRUE",,,,,,,,,,,,"TRUE",,,,,,,,,,1,"TRUE",,,"TRUE","TRUE",,,,,,,,,210,,,5,,1,,"Point",,"Point",,,,,,,,,,,,,,1,,,5,2,,20,16,"TRUE",,,,,,
"Extraction",34,,"Extraction","TID_GAME_MODE_34","chat_letsplay_extraction","event_gameroom_extraction","event_icon_extraction",,,,"event_gameroom_extraction_square",,,,,,,,,,,,,,,,,,,,"TID_GAME_MODE_34","TID_EXTRACTION_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_EXTRACTION","BRStart",,"0xff91e136","0xff81D621",,"event_teamentry_extraction","panel_team_online_extraction",,,,,,,,,,,,,,"TRUE","TRUE","TRUE",,,,"TRUE",,"TRUE","TRUE",,,"TRUE",,,,,,,,,"TRUE",1,"TRUE",,"TRUE",,,,,,,,,,,180,,,-1,,1,,"ExtractionPoint",,"ExtractionPoint","BattleRoyaleBuff",,,,,,,,"TRUE",,,,,1,,,1,10,,25,20,"TRUE",,,,,,
"Knockout5v5",35,,"Knockout5v5","TID_GAME_MODE_35","chat_letsplay_knockout_5v5","event_gameroom_knockout_5v5","event_icon_knockout_5v5",,,,"event_gameroom_knockout_5v5_square",2,,,,,,,,,,,,,,,,,,15,"TID_GAME_MODE_35","TID_KNOCKOUT_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_5V5","KnockoutStart",,"0xfffd9b0e","0xffF7831C",,"event_teamentry_knockout_5v5","panel_team_online_knockout_5v5",,,,,,,,80,,,,,,"TRUE",,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,1,,,,"TRUE","TRUE",,,,,,,,,800,,,-1,,,,,,,,,,,,,,,,,,,,3,"TRUE",,5,2,"TRUE",20,16,,,,,,,
"Godzilla_TownCrush",36,"TRUE","GodzillaRampage","TID_GAME_MODE_36","chat_letsplay_collab","event_gameroom_collab","event_icon_collab",,,"sc/ui.sc","collab_category_event_item",,,,,,,,,,,,,,,,,,,14,"TID_GAME_MODE_36","TID_GODZILLA_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_TEAM","TownCrusherStart",,"0xffff6847","0xffDC2423",,"event_teamentry_collab","panel_team_online_collab",,,,,,,,,,,,,,"TRUE",,,,,,,,,"TRUE",,,"TRUE",,,,,,,,,,1,"TRUE",,,"TRUE","TRUE",,,,,,,,,180,,,7,,,,,,"GodzillaTransform",,,"TRUE",,,,,,,,,,,1,,,3,2,,12,10,,,,,,,
"PaintBall",37,,"PaintBall","TID_GAME_MODE_37","chat_letsplay_paintball","event_gameroom_paintball","event_icon_paintball",,,"sc/events.sc","event_paintball_banner_square",60,"Brawlbawl_goal","Brawlbawl_other_goal",,,"TID_VICTORY_MATCH_OVER","TID_LOSS_MATCH_OVER",,,"Deathmatch_Victory_VO","Deathmatch_Defeat_VO",,,,,,,,,"TID_GAME_MODE_37","TID_PAINT_BALL_INTRO_TEXT",,"TID_OVERTIME","Announcer_overtime_vo","TID_EVENT_POPUP_GMV_LABEL_TEAM","LaserBallStart",,"0xff9ab1fd","0xff8CA0E0",,"event_teamentry_paintball","panel_team_online_paintball",,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,"TRUE",,,,"TRUE",,"TRUE",,,,1,"TRUE",,,"TRUE","TRUE",,"TRUE","TRUE",,"TRUE","TRUE","FALSE",,180,,,7,"TRUE",1,,,,,,,,,,,,,,,,,,1,,"PaintBall",3,2,,15,12,,,,,,,
"TrioShowdown",38,,"Trio SD","TID_GAME_MODE_38","chat_letsplay_triosurvival","event_gameroom_triosurvival","event_icon_triosurvival",,,,,,,,,,,,,,,,,,,,,,,,"TID_GAME_MODE_38","TID_BATTLE_ROYALE_TEAM_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM",,,"0xff91e136","0xff81D621",,"event_teamentry_triosurvival","panel_team_online_triosurvival",,,,,,,,,,"TRUE",2,,,"TRUE",,"TRUE","TRUE",,,"TRUE","TRUE","TRUE","TRUE",,,,,,,,,,,,,1,,"TRUE","TRUE",,,,,,,,,,,800,,,17,,,,"BattleRoyaleBuff",,,,,,,,,,,,,,,,1,,,3,4,"TRUE",25,20,,,,,,,
"GunGame",39,"TRUE","GunGame","TID_GAME_MODE_39","chat_letsplay_drumroll","event_gameroom_drumroll","event_icon_drumroll",,,"sc/ui.sc","event_gameroom_drumroll_square",,,,,,,,,,"Deathmatch_Victory_VO",,"Deathmatch_DoubleTD_VO","Announcer_tripletakedown_vo","Announcer_quadtakedown_vo","Deathmatch_TeamTD_VO","Deathmatch_FirstTD_VO","Deathmatch_FourTD_left_VO","Deathmatch_OneTD_left_VO",,"TID_GAME_MODE_39","TID_GUN_GAME_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_GUN_GAME",,,"0xff91e136","0xff81D621",,"event_teamentry_drumroll","panel_team_online_drumroll",,,,,,,,,,,,,,"TRUE",,,,,,,,,"TRUE",,,"TRUE",,,,,,,,"TRUE","TRUE",1,"TRUE",,"TRUE",,,,"TRUE",,,"TRUE",,,,210,,,7,,,,,,,,,,,,,,"TRUE","TRUE",,,,,1,,,1,10,,15,12,,"TRUE","TRUE","TRUE",,,
"KillConfirmed",40,,"KillConfirmed","TID_GAME_MODE_40","chat_letsplay_killconfirm","event_gameroom_killconfirm","event_icon_killconfirm",,,,,6,,,,,,,,,"Deathmatch_Victory_VO","Deathmatch_Defeat_VO",,,,,,,,5,"TID_GAME_MODE_40","TID_KILL_CONFIRMED_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_TEAM","DeathmatchStart",,"0xff24d6ff","0xff00CFFF",,"event_teamentry_killconfirm","panel_team_online_killconfirm",,,,8,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,,1,"TRUE",,,"TRUE","TRUE",,"TRUE",,,"TRUE",,,,180,,,3,,,,"DogTag",,"DogTag",,,"TRUE",,,,,"TRUE",,,,,,1,"TRUE",,3,2,,10,8,,,,,,,
"JellyCatch",41,,"JellyCatch","TID_GAME_MODE_41","chat_letsplay_cleaningduty","event_gameroom_cleaningduty","event_icon_cleaningduty",,,"sc/events.sc","event_cleaningduty_banner_square",20,,,"TID_JELLY_CATCH_BLUE_X_LEFT","TID_JELLY_CATCH_RED_X_LEFT","TID_VICTORY_MATCH_OVER","TID_LOSS_MATCH_OVER",,,"Deathmatch_Victory_VO","Deathmatch_Defeat_VO",,,,,,,,27,"TID_GAME_MODE_41","TID_JELLY_CATCH_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_TEAM",,,"0xff24d6ff","0xff00CFFF",,"event_teamentry_catch","panel_team_online_catch",,,,7,,,,,,,,,7,,,,,,,,,,,,,"TRUE",,,,,,,,,,1,"TRUE",,,"TRUE","TRUE",,"TRUE",,,"TRUE",,,,,,,5,,,,"Cash",,"Cash",,,,,,,,,,,,,,1,,,3,2,,10,8,"TRUE",,,,,,
"ShowdownLimbo",42,"TRUE","ShowdownLimbo","TID_GAME_MODE_42","chat_letsplay_survival_limbo","event_gameroom_survival_limbo","event_icon_survival_limbo",,,,,,,,,,,,,,,,,,,,,,,,"TID_GAME_MODE_42","TID_BATTLE_ROYALE_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","BRStart",,"0xff91e136","0xff81D621",,"event_teamentry_survival_limbo","panel_team_online_survival_limbo",,,,,,,,,,"TRUE",5,,,"TRUE","TRUE","TRUE",,,,"TRUE","TRUE","TRUE",,,,,,,,,,,,,"TRUE",1,,,"TRUE",,,,,,,,,,,800,,,-1,,,,"BattleRoyaleBuff",,,,,,,,,,,"TRUE",,,,,1,,,1,10,"TRUE",16,10,,,,,,,
"KnockoutLimbo",43,"TRUE","KnockoutLimbo","TID_GAME_MODE_43","chat_letsplay_knockout_limbo","event_gameroom_knockout_limbo","event_icon_knockout_limbo",,,,,2,,,,,,,,,,,,,,,,,,,"TID_GAME_MODE_43","TID_KNOCKOUT_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_TEAM","KnockoutStart",,"0xfffd9b0e","0xffF7831C",,"event_teamentry_knockout_limbo","panel_team_online_knockout_limbo",,,,,,,,,,,,,,,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,1,,,,"TRUE","TRUE",,,,,,,,,800,,,-1,,,,,,,,,,,,,,,,,,,,3,"TRUE",,3,2,"TRUE",10,8,,,,,,,
"TrioShowdownLimbo",44,"TRUE","Trio SD Limbo","TID_GAME_MODE_38","chat_letsplay_triosurvival_limbo","event_gameroom_triosurvival_limbo","event_icon_triosurvival_limbo",,,,,,,,,,,,,,,,,,,,,,,,"TID_GAME_MODE_38","TID_BATTLE_ROYALE_TEAM_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM",,,"0xff91e136","0xff81D621",,"event_teamentry_triosurvival_limbo","panel_team_online_triosurvival_limbo",,,,,,,,,,"TRUE",2,,,"TRUE",,"TRUE","TRUE",,,"TRUE","TRUE","TRUE","TRUE",,,,,,,,,,,,,1,,"TRUE","TRUE",,,,,,,,,,,800,,,17,,,,"BattleRoyaleBuff",,,,,,,,,,,,,,,,1,,,3,4,"TRUE",25,20,,,,,,,
"AirHockey",45,,"AirHockey","TID_GAME_MODE_45","chat_letsplay_air_hockey","event_gameroom_air_hockey","event_icon_air_hockey",,,,,3,"Brawlbawl_goal","Brawlbawl_other_goal","TID_GOAL","TID_GOAL","TID_GOAL_MATCH_OVER","TID_GOAL_MATCH_OVER","Announcer_goal_vo","Announcer_goal_vo","Deathmatch_Victory_VO","Deathmatch_Defeat_VO",,,,,,,,26,"TID_GAME_MODE_45","TID_AIR_HOCKEY_INTRO_TEXT",,"TID_OVERTIME","Announcer_overtime_vo","TID_EVENT_POPUP_GMV_LABEL_TEAM","LaserBallStart",,"0xff9ab1fd","0xff8CA0E0",,"event_teamentry_air_hockey","panel_team_online_air_hockey",,,,9,,,,,,,,,,,,,,"TRUE","TRUE",,,,"TRUE",,,"TRUE",,,,,,,,,,1,"TRUE",,,"TRUE","TRUE",,"TRUE",,"TRUE","TRUE","TRUE","FALSE",,210,"TRUE","TRUE",5,"TRUE",1,"TRUE",,,,,,,,,,,,,,,,,1,,"AirDisc",3,2,,12,10,,,,,,,
"GemGrab2v2",46,,"GemGrab2v2","TID_GAME_MODE_46","chat_letsplay_gemgrab_2v2","event_gameroom_gemgrab_2v2","event_icon_gemgrab_2v2",,,,,,,,,,,,,,,,,,,,,,,1,"TID_GAME_MODE_46","TID_COIN_RUSH_INTRO_TEXT","TID_GEMGRAB_DOUBLE_MINE_INTRO_TEXT","TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_2V2","CoinRushStart",,"0xffd852ff","0xff9A3DF3",,"event_teamentry_gemgrab_2v2","panel_team_online_gemgrab_2v2",,,,,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,,1,"TRUE",,,"TRUE","TRUE",,,,,,,,,210,,,5,,1,,"Point",,"Point",,,,,,,,,,,,,,1,,,2,2,,8,7,"TRUE",,,,,,
"PayloadSingle",47,,"PayloadSingle","TID_GAME_MODE_47","chat_letsplay_payload_single","event_gameroom_payload_single","event_icon_payload_single",,,,,100,,,,,,,,,,,,,,,,,,21,"TID_GAME_MODE_47","TID_GAME_MODE_47_INTRO_TEXT",,"TID_OVERTIME_PAYLOAD_SINGLE","Announcer_overtime_vo","TID_EVENT_POPUP_GMV_LABEL_TEAM","PayloadStart",,"0xffff4343","0xffE33B50",,"event_teamentry_payload_single","panel_team_online_payload_single",,,,,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,,1,"TRUE",,,"TRUE","TRUE",,"TRUE","TRUE",,,,,,210,"TRUE",,7,,,,,"PayloadSingleMoveArea",,,900,,,,,,,,,,,,1,"TRUE",,3,2,,10,8,,,,,,,
"Arena",48,,"Arena","TID_GAME_MODE_48","chat_letsplay_arena","event_gameroom_arena","event_icon_arena",,,"sc/events.sc","event_arena_banner_square",,,,,,,,,,,,"Deathmatch_DoubleTD_VO","Announcer_tripletakedown_vo","Announcer_quadtakedown_vo",,,,,7,"TID_GAME_MODE_48","TID_ARENA_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_TEAM","ArenaStart",,"0xffff6847","0xffF05031",,"event_teamentry_arena","panel_team_online_arena","emoji_moba_left","emoji_moba_center","emoji_moba_right",,"true",10000,,,,,,,,"TRUE",,"TRUE","TRUE",,,,,,"TRUE",,,"TRUE",,,,,,,"TRUE",,,1,"TRUE",,,"TRUE","TRUE",,"TRUE","TRUE",,,,,,480,,,7,,21,,,,,,,,"TRUE",,,,,,,,,,1,,,3,2,,30,25,,,,,200,150,
"BrawlBall2v2",49,,"BrawlBall2v2","TID_GAME_MODE_49","chat_letsplay_brawlball_2v2","event_gameroom_brawlball_2v2","event_icon_brawlball_2v2",,,,,2,"Brawlbawl_goal","Brawlbawl_other_goal","TID_GOAL","TID_GOAL","TID_GOAL_MATCH_OVER","TID_GOAL_MATCH_OVER","Announcer_goal_vo","Announcer_goal_vo","Deathmatch_Victory_VO","Deathmatch_Defeat_VO",,,,,,,,5,"TID_GAME_MODE_49","TID_LASER_BALL_INTRO_TEXT",,"TID_OVERTIME","Announcer_overtime_vo","TID_EVENT_POPUP_GMV_LABEL_2V2","LaserBallStart",,"0xff9ab1fd","0xff8CA0E0",,"event_teamentry_brawlball_2v2","panel_team_online_brawlball_2v2",,,,1,,,,,,,,,,,,,,"TRUE","TRUE",,,,"TRUE",,,"TRUE",,,,,,,,,,1,"TRUE",,,"TRUE","TRUE",,"TRUE",,"TRUE","TRUE","TRUE","FALSE",,210,"TRUE","TRUE",7,"TRUE",1,"TRUE",,,,,,,,,,,"TRUE",,,,,,1,,"LaserBall",2,2,,8,7,,,,,,,
"Knockout2v2",50,,"Knockout2v2","TID_GAME_MODE_50","chat_letsplay_knockout_2v2","event_gameroom_knockout_2v2","event_icon_knockout_2v2",,,,,2,,,,,,,,,,,,,,,,,,15,"TID_GAME_MODE_50","TID_KNOCKOUT_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_2V2","KnockoutStart",,"0xfffd9b0e","0xffF7831C",,"event_teamentry_knockedout_2v2","panel_team_online_knockedout_2v2",,,,,,,,,,,,,,,,"TRUE","TRUE",,,,,,,,,,,,,,,,,,,1,,,,"TRUE","TRUE",,,,,,,,,800,,,-1,,,,,,,,,,,,,,"TRUE",,,,,,3,"TRUE",,2,2,"TRUE",8,7,,,,,,,
"KingOfHill2v2",51,,"HotZone2v2","TID_GAME_MODE_51","chat_letsplay_king_of_hill_2v2","event_gameroom_king_of_hill_2v2","event_icon_king_of_hill_2v2",,,,,100,,,,,,,,,,,,,,,,,,13,"TID_GAME_MODE_51","TID_KING_OF_HILL_INTRO_TEXT",,"TID_OVERTIME",,"TID_EVENT_POPUP_GMV_LABEL_2V2","KOHStart",,"0xffff4343","0xffE33B50",,"event_teamentry_king_of_hill_2v2","panel_team_online_king_of_hill_2v2",,,,3,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,"TRUE","TRUE","TRUE",,,,1,"TRUE",,,"TRUE","TRUE","TRUE","TRUE","TRUE",,"TRUE",,,,180,,,5,,,,,"KingOfHillArea",,,1050,,,,,,"TRUE",,,,,,1,"TRUE",,2,2,,8,7,,,,,,,
"BasketBrawl2v2",52,,"BasketBrawl2v2","TID_GAME_MODE_52","chat_letsplay_basketbrawl_2v2","event_gameroom_basketbrawl_2v2","event_icon_basketbrawl_2v2","sc/events.sc","event_basketball_banner",,,5,"Basketbrawl_goal","Basketbrawl_other_goal","TID_HOOP_GOAL","TID_HOOP_GOAL","TID_HOOP_GOAL_MATCH_OVER","TID_HOOP_GOAL_MATCH_OVER","Announcer_goal_vo","Announcer_goal_vo","Deathmatch_Victory_VO","Deathmatch_Defeat_VO",,,,,,,,17,"TID_GAME_MODE_52","TID_BASKET_BRAWL_INTRO_TEXT",,"TID_OVERTIME","Announcer_overtime_vo","TID_EVENT_POPUP_GMV_LABEL_2V2","KnockoutStart",,"0xff2fc4f9","0xff2FC4F9",,"event_teamentry_basketbrawl_2v2","panel_team_online_basketbrawl_2v2",,,,5,,,,,,,,,,,,,,"TRUE","TRUE",,,,"TRUE",,,"TRUE",,,,,,,,,,1,"TRUE",,,"TRUE","TRUE",,"TRUE",,"TRUE","TRUE","TRUE","FALSE",,210,"TRUE","TRUE",7,,1,"TRUE",,,,,,,,,,,"TRUE",,,,,,1,,"BasketBall",2,2,,8,7,,,,,,,
"AirHockey2v2",53,,"AirHockey2v2","TID_GAME_MODE_53","chat_letsplay_air_hockey_2v2","event_gameroom_air_hockey_2v2","event_icon_air_hockey_2v2",,,,,3,"Brawlbawl_goal","Brawlbawl_other_goal","TID_GOAL","TID_GOAL","TID_GOAL_MATCH_OVER","TID_GOAL_MATCH_OVER","Announcer_goal_vo","Announcer_goal_vo","Deathmatch_Victory_VO","Deathmatch_Defeat_VO",,,,,,,,26,"TID_GAME_MODE_53","TID_AIR_HOCKEY_INTRO_TEXT",,"TID_OVERTIME","Announcer_overtime_vo","TID_EVENT_POPUP_GMV_LABEL_2V2","LaserBallStart",,"0xff9ab1fd","0xff8CA0E0",,"event_teamentry_air_hockey_2v2","panel_team_online_air_hockey_2v2",,,,9,,,,,,,,,,,,,,"TRUE","TRUE",,,,"TRUE",,,"TRUE",,,,,,,,,,1,"TRUE",,,"TRUE","TRUE",,"TRUE",,"TRUE","TRUE","TRUE","FALSE",,210,"TRUE","TRUE",5,"TRUE",1,"TRUE",,,,,,,,,,,"TRUE",,,,,,1,,"AirDisc",2,2,,8,7,,,,,,,
