"Name","TID","CollabId","EventPanelExportName","SpecialEventPanelExportName","EventPanelMirrorExportName","EventPanelFutureExportName","SkillRewardSlotCount","GemOfferTypeForWinSlot","GemOfferExtraForWinSlot","GemOfferTypeForLossSlot","GemOfferExtraForLossSlot","UICharacter","SkinsCanDropWithoutBrawler","SkinsInReward","TicketsInSkinDraw","TicketsInSkinAltDraw","SpecialSkinsInReward","TicketsInSpecialSkinDraw","SpraysInReward","TicketsInSprayDraw","TicketsInSprayAltDraw","ProfilePicsInReward","TicketsInProfilePicDraw","TicketsInProfilePicAltDraw","PinsInReward","TicketsInPinDraw","TicketsInPinAltDraw","ClubCollabSkin","HideSkinRewardsInClubTrack","Modifier","CollabMenuVFX","CollabVFX","MutationSCW","LeaderboardTabTID","LeaderboardTitleTID","LeaderboardScoreTID","ThemeAngelic","ThemeDemonic","HasCollabShop","HasShopKeeper","BrawlersForCollabShop","TicketsInBrawlersForCollabShopDraw","ShopStylesNames","CoversIds","Discounts","BundleTitleBasedOnDiscount","FrameLabelBasedOnDiscount","RemoveAllExceptOneClipWithPrefix","ChapterNewsInboxLinkIds"
,,,,,,,,,,,,,,,,,,,"spray_sushi_7",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"spray_icecreamcactus",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"spray_feudaljapan_eye",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"spray_feudaljapan_wasabee",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DemonsOneSide","TID_COLLAB_9",9,"event_gameroom_possession_square",,,"collab_event_teaser",,,,,,,"TRUE","EnragerAngel",1,0,,,"spray_angelsdemons_4",1,0,"player_icon_good_angelsdemons",1,0,"emoji_angel1",1,0,,,42,"AngelicMenuEffect","AngelicBrawler",,,,,"Angels2025","Demons2025",,,,,,,,,,,
,"TID_COLLAB_9_ANGELIC",,,,,,,,,,,,,"EnragerAngelChroma1",1,0,,,"spray_angelsdemons_3",1,0,"player_icon_angelsdemons1",1,0,"emoji_angel2",1,0,,,,"DemonicMenuEffect","DemonicBrawler",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"EnragerAngelChroma2",1,0,,,"spray_skullwings",1,0,"player_icon_angelsdemons4",1,0,"emoji_olympus_fire",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SpeedyAngel",1,0,,,"spray_janet_popstar",1,0,"player_icon_angelsdemons6",1,0,"emoji_olympus_fist",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"HookDudeAngel",1,0,,,"spray_heartarrow",1,0,"player_icon_brawlentines",1,0,"emoji_olympus_lightning",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"GunslingerDarkAngelChroma",1,0,,,"spray_drop",1,0,"player_icon_olympus",1,0,"emoji_popstar",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"ControllerEaster",1,0,,,"spray_angrycloud",1,0,"player_icon_starr",1,0,"emoji_angeldemon_starangel",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"BlackHoleBlue",1,0,,,"spray_brawlentines_heart1",1,0,"player_icon_angeldemon_robot",1,0,"emoji_demon1",0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"CannonGirlUnicorn",1,0,,,"spray_brawlentines_heart2",1,0,"player_icon_angeldemon_robot2",1,0,"emoji_demon2",0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"InsectManGreek",1,0,,,"spray_angel_helmet",1,0,"player_icon_angel_star",1,0,"emoji_stop",0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SandstormMake",1,0,,,"spray_angel_wing",1,0,"player_icon_bad_angelsdemons",0,1,"emoji_fire",0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"MechaDudeAngel",1,0,,,"spray_angeldemon_fanfare",1,0,"player_icon_angelsdemons2",0,1,"emoji_summer_sweat",0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"ArcadeAngel",1,0,,,"spray_angelsdemons_1",0,1,"player_icon_angelsdemons3",0,1,"emoji_burning_ball",0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"MechaDudeAngel",1,0,,,"spray_angelsdemons_2",0,1,"player_icon_angelsdemons5",0,1,"emoji_angeldemon_stardemon",0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"ArcadeAngel",1,0,,,"spray_denied",0,1,"player_icon_outlaw",0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"AmbusherAngel",1,0,,,"spray_allfine",0,1,"player_icon_phoenix_fire",0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"UndertakerDemon",0,1,,,"spray_salt",0,1,"player_icon_masks",0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"UndertakerDemonChroma1",0,1,,,"spray_fire_love",0,1,"player_icon_angeldemon_eye",0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"UndertakerDemonChroma2",0,1,,,"spray_footstep",0,1,"player_icon_angeldemon_skull",0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"PuppeteerDemon",0,1,,,"spray_demon_wing",0,1,"player_icon_demon_star",0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SilencerDemon",0,1,,,"spray_demon_helmet",0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"PercenterChromaDemonRed",0,1,,,"spray_angeldemon_pet",0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"MummyDemon",0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"BowDudeDemonic",0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SplitterCultist",0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"DragonRiderRare",0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"ConductorRare",0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"BullDudeDemon",0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SoulCollectorDemon",0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"BullDudeDemon",0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SoulCollectorDemon",0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Surfers","TID_COLLAB_10",10,,,,"collab_event_teaser",,,,,,,"TRUE","PocoSurferOvercharge",100,0,,,"spray_graffiti_4",100,0,"player_icon_street_spike",100,0,"emoji_street_flameheart",100,0,,,46,,,,,,,,,,,,,,,,,,,"subway_link"
,,,,,,,,,,,,,,"PocoSurferOverchargeChromaBlue",100,0,,,"spray_graffiti_3",100,0,"player_icon_street_speed",100,0,"emoji_graffiti_box",100,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"PocoSurferOverchargeChromaYellow",100,0,,,"spray_graffiti_1",100,0,"player_icon_street_box",100,0,"emoji_basket_ball",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"FishTankSurfer",100,0,,,"spray_poco_street",100,0,"player_icon_street_obstacle",100,0,"emoji_foldable_robot",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"JetpackGirlSurfer",100,0,,,"spray_badgem",1,0,"player_icon_street_shoe",100,0,"emoji_stop",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SnakeOilSurfer",100,0,,,"spray_allfine",1,0,"player_icon_street_magnet",100,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"RollerGraffitiSpecial",100,0,,,"spray_skullwings",1,0,"player_icon_street_grafitti",100,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"StalkerGraffitiSpecial",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"GhostSwag",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"DrillerConstructor",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"GunslingerHeist",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"DuplicatorFlightAttendant",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"CrabRare",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"LeaperRare",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SkaterRapper",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"RocketGirlDelivery",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"TrickshotDudeRedjacket",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"MinigunDudeBroker",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"CookerRare",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brawloween2025","TID_COLLAB_11",11,,,,"collab_event_teaser",,,,,,,"TRUE","BeeSniperBrawloween",100,0,,,"spray_brawloween25",1,0,"player_icon_brawloween25_trick",1,0,"emoji_brawloween_hoodie",1,0,,,,,,,,,,,,,,,,,,,,,,"brawloween_2025_link"
,,,,,,,,,,,,,,"ClusterBombBrawloween",1,0,,,"spray_zombies_1",1,0,"player_icon_brawloween25_scythe",1,0,"emoji_brawloween_scarepumpkin",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SplitterBrawloween",100,0,,,"spray_zombies_2",1,0,"player_icon_brawloween25_scarecrow",1,0,"emoji_brawloween_box",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"RuffsBrawloween",100,0,,,"spray_zombies_3",1,0,"player_icon_brawloween25_1",1,0,"emoji_zombie_box",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"TrickshotBrawloween",100,0,,,"spray_ghost_wagon1",1,0,"player_icon_brawloween25_2",1,0,"emoji_brawloween_thanks",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SamuraiJapanOverchargeChroma1",1,0,,,"spray_ghost_wagon2",1,0,"player_icon_brawloween1",1,0,"emoji_champie_halloween",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"ShieldTankChainsaw",1,0,,,"spray_ghost_wagon3",1,0,"player_icon_brawloween2",1,0,"emoji_pumpkin_brawloween",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"JesterGhost",1,0,,,"spray_saw_robot_01",1,0,"player_icon_brawloween3",1,0,"emoji_brawloween_phew",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"KickerDudeMake",1,0,,,"spray_saw_robot_02",1,0,"player_icon_brawloween4",1,0,"emoji_brawloween_happy",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"StickyBombGhost",1,0,,,"spray_saw_robot_03",1,0,"player_icon_brawloween5",1,0,"emoji_brawloween_gg",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"RollerHeadless",1,0,,,"spray_hole",1,0,"player_icon_ghosttrain",1,0,"emoji_zombies_coffin",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"NinjaGhost",1,0,,,,,,,,,"emoji_zombies_frankie",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"NinjaBrawloween",1,0,,,,,,,,,"emoji_zombies_spider",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"ShotgunGirlBrawloween",1,0,,,,,,,,,"emoji_brawloween_special",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"DeadMariachiRare",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"BaseballBubblegum",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"RopeDudeLollipop",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"KnightPinata",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"ShamanGummybear",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"HookDudeSwamp",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SpawnerDudeDracula",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SoulCollectorZombie",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"MinigunDudeZombie",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"TntDudeZombie",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"PercenterCursed",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"LuchadorVampire",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"RocketGirlGhost",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"ArtilleryDudeZombie",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"ConductorRare",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"PercenterInspector",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"CrossBomberFranken",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"BaseballZombibi",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DeadBox","TID_COLLAB_12",12,"collab_event_panel_1_screen_hud_left",,"collab_event_panel_2_screen_hud_left","collab_event_teaser",,,,,,,,"BaseballZombibi",1,0,,,"spray_ghost_wagon1",1,0,"player_icon_ghosttrain",1,0,"emoji_pumpkin_brawloween",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"HookDudeSwamp",1,0,,,"spray_ghost_wagon2",1,0,"player_icon_brawloween1",1,0,"emoji_brawloween_gg",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SpawnerDudeDracula",1,0,,,"spray_ghost_wagon3",1,0,"player_icon_brawloween2",1,0,"emoji_brawloween_happy",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"StickyBombGhost",1,0,,,"spray_zombies_1",1,0,"player_icon_brawloween3",1,0,"emoji_brawloween_phew",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"RollerHeadless",1,0,,,"spray_zombies_2",1,0,"player_icon_brawloween4",1,0,"emoji_brawloween_special",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"ShotgunGirlBrawloween",1,0,,,"spray_zombies_3",1,0,"player_icon_brawloween5",1,0,"emoji_brawloween_thanks",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"NinjaBrawloween",1,0,,,"spray_saw_robot_01",1,0,,,,"emoji_zombies_coffin",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SoulCollectorZombie",1,0,,,"spray_saw_robot_02",1,0,,,,"emoji_zombies_frankie",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"MinigunDudeZombie",1,0,,,"spray_saw_robot_03",1,0,,,,"emoji_zombies_spider",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"TntDudeZombie",1,0,,,"spray_hole",1,0,,,,"emoji_zombie_box",1,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"PercenterCursed",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"LuchadorVampire",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"RocketGirlGhost",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"ShieldTankChainsaw",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"JesterGhost",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"ArtilleryDudeZombie",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"ConductorRare",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"PercenterInspector",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"CrossBomberFranken",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"KickerDudeMake",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
