"TID","TR"
"TID_HERO_SCREEN_ITEM","AKSESUAR"
"TID_HERO_SCREEN_STAR_POWER","YILDIZ GÜCÜ"
"TID_HERO_SCREEN_OVERCHARGE","HİPERŞARJ"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","UYARI"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","Oyun dışı bir bağlantıya yönlendirileceksin."
"TID_NOTIFICATION_CC_STARTED","ŞAMPİYONLUK MÜCADELESİ başladı!"
"TID_NOTIFICATION_CC_ENDING","ŞAMPİYONLUK MÜCADELESİ yakında sona erecek. Hâlâ tamamlayabilirsin!"
"TID_NOTIFICATION_PSG_STARTED","PSG CUP başladı! Ücretsiz bir kostüm kazanmak için turnuvayı kazan!"
"TID_NOTIFICATION_PSG_ENDING","PSG CUP sona ermek üzere. Kazanmak için hala zamanın var!"
"TID_NOTIFICATION_CHALLENGE_STARTED","<CHALLENGE> başladı!"
"TID_NOTIFICATION_CHALLENGE_ENDING","<CHALLENGE> sona ermek üzere. Kazanmak için hala zamanın var!"
"TID_NOTIFICATION_COIN_RUSH","Yeni ELMAS KAPMACA haritası açıldı! Yeni ödüller kazanma fırsatı!"
"TID_NOTIFICATION_ATTACK_DEFEND","SOYGUN başladı! Yeni ödüller kazanma zamanı!"
"TID_NOTIFICATION_BOUNTY_HUNTER","ÖDÜL AVI başladı! Yeni ödüller kazanma zamanı!"
"TID_NOTIFICATION_LASER_BALL","Yeni SAVAŞ TOPU haritası açıldı! Yeni ödüller kazanma zamanı!"
"TID_NOTIFICATION_BATTLE_ROYAL","Yeni HESAPLAŞMA haritası açıldı! En son hayatta kalan sen ol!"
"TID_NOTIFICATION_BOSS","BÜYÜK OYUN başladı! Harika ödüller var!"
"TID_NOTIFICATION_COOP","ROBOT İŞGALİ başladı! Robotları yok et ve ödüller kazan!"
"TID_NOTIFICATION_RAID_BOSS","BOSS SAVAŞI geri döndü! Ne kadar ilerleyebileceksin?"
"TID_NOTIFICATION_ROBO_WARS","KUŞATMA başladı! Yeni ödüller kazanma zamanı!"
"TID_NOTIFICATION_BOSS_RACE","Yeni ALAŞAĞI haritası açıldı! Yeni ödüller kazanma zamanı!"
"TID_NOTIFICATION_LONE_STAR","Yeni YALNIZ YILDIZ haritası açıldı! Yeni ödüller kazanma zamanı!"
"TID_NOTIFICATION_CTF","Yeni BALKABAĞI BASKINI haritası açıldı! Yeni ödüller kazanma zamanı!"
"TID_NOTIFICATION_KING_OF_HILL","Yeni SICAK BÖLGE haritası açıldı! Yeni ödüller kazanma zamanı!"
"TID_NOTIFICATION_TOWN_CRUSHER","BOSS SAVAŞI geri döndü! Ne kadar ilerleyebilirsin?"
"TID_NOTIFICATION_MULTIPLE_MODES","<PARAM> yeni harita açıldı! Yeni ödüller kazanma fırsatı!"
"TID_NOTIFICATION_CLUB_LEAGUE_EVENT_DAY_STARTED","Yeni KULÜP LİGİ etkinlik günü başladı. Oynama zamanı!"
"TID_FREE_BOX_AVAILABLE_0","Ücretsiz ödülün seni bekliyor!"
"TID_FREE_BOX_AVAILABLE_1","Ücretsiz ödülünü şimdi al!"
"TID_FREE_BOX_AVAILABLE_2","Kaybolmadan önce ücretsiz ödülünü almayı unutma!"
"TID_FREE_BOX_AVAILABLE_3","Seni bekleyen ücretsiz ödüller var!"
"TID_FREE_BOX_AVAILABLE_4","Ücretsiz ödülünü şimdi al!"
"TID_SEASON_ENDED_NOTI","Kupa Ligi bitti! Sezon ödülleri seni bekliyor."
"TID_KEY_BAR_FULL","Dolarsa her gün <PARAM> savaş DP'si! Haydi savaşa!"
"TID_COME_BACK_NOTIFICATION_SMALL","Bir savaşa ne dersin?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Bir savaşa ne dersin?"
"TID_COME_BACK_NOTIFICATION_LARGE","Bir savaşa ne dersin?"
"TID_POWER_PLAY_NOTIFICATION","POWER PLAY'de <PARAM> haritası açıldı!"
"TID_NOTIFICATION_NEW_BRAWLER","<PARAM> geldi! Gel de bir göz at!"
"TID_NOTIFICATION_DOUBLE_TOKENS_STARTED","İKİ KAT DP etkinliği başladı!"
"TID_NOTIFICATION_DOUBLE_COINS_STARTED","ALTIN YAĞMURU etkinliği başladı! Altın kazanmak için savaş!"
"TID_A_OUT_OF_B","<VALUE_A>/<VALUE_B>"
"TID_ENTER_AGE_PROMPT","Bize yaşını söyle."
"TID_ENTER_AGE_CONTINUE","ONAYLA"
"TID_ENTER_AGE_GAMEPLAY","Bu, oynanışı etkilemeyecek."
"TID_ENTER_AGE_TIP","Yaşını belirlemek için kaydırma çubuğunu kullan."
"TID_ENTER_AGE_TITLE","Brawl Stars'a hoş geldin!"
"TID_ENTER_AGE_LEGAL","ONAYLA düğmesine dokunduğunda <PP> ve <TOS>mızı kabul etmiş olursun."
"TID_CHALLENGE_WON_TITLE","MÜCADELE KAZANILDI!"
"TID_CHALLENGE_REWARD_CLAIM","AL"
"TID_BUTTON_INVITE_SNS","TAKIM DAVETİ"
"TID_OFFLINE_FRIENDS","ÇEVRİMDIŞI ARKADAŞLARINI DAVET ET"
"TID_BATTLE_END_CHALLENGE_WIN_LABEL","MÜCADELE KAZANILDI!"
"TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO","Tebrikler! PSG CUP turnuvasını kazandın ve gerçek bir Savaş Topu Şampiyonu olduğunu kanıtladın!"
"TID_PSG_TEASER_TITLE","Yakında Başlıyor!"
"TID_PSG_TEASER_INFO","PSG CUP'a hazır ol!\n\n<WIN> Savaş Topu maçı kazanırsan PSG Shelly kostümü ücretsiz olarak senin olur! Arkadaşlarınla oynayabilirsin veya şansını yükseltmek için \qTakım Arıyorum\q özelliğini kullanabilirsin.\n\nBu mücadele yalnızca <DURATION> saat sürecek, fırsatı kaçırma!"
"TID_ACCESSORY_BLOCKED_DEAD","Yok edildiğin sırada aksesuar kullanamazsın!"
"TID_ACCESSORY_BLOCKED_NO_USES_LEFT","Tüm kullanımlar bitti!"
"TID_ACCESSORY_BLOCKED_COOLDOWN","Aksesuar hala bekleme süresinde!"
"TID_ACCESSORY_BLOCKED_CARRYING_ITEM","Bir öğe taşırken kullanılamaz!"
"TID_ACCESSORY_BLOCKED_TARGET_MISSING","Hedef yok!"
"TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR","Hedef çok uzakta!"
"TID_ACCESSORY_BLOCKED_NO_AMMO","Yeterince cephane yok!"
"TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL","Topu sürerken kullanılamaz!"
"TID_ACCESSORY_BLOCKED_MISSING_TURRET","Taret yokken kullanılamaz!"
"TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR","Taret çok uzakta!"
"TID_ACCESSORY_BLOCKED_MISSING_BEAR","Ayı yokken kullanılamaz!"
"TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR","Ayı çok uzakta!"
"TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE","Yakında düşman yok!"
"TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR","Yakında çalı yok!"
"TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE","Yakında yardımcı yok!"
"TID_ACCESSORY_BLOCKED_FULL_HEALTH","Sağlığın zaten maksimum!"
"TID_ACCESSORY_BLOCKED_REQUIRES_BULLDOZER","Buldozer sırasında kullanılır!"
"TID_ACCESSORY_BLOCKED_REQUIRES_WALL","Bitki duvarı yok!"
"TID_ACCESSORY_BLOCKED_ULTI_ALREADY_CHARGED","Süper özellik zaten dolu!"
"TID_ACCESSORY_BLOCKED_MISSING_LOU_ULTI","Yerde sıvı olmalı!"
"TID_ACCESSORY_BLOCKED_MISSING_OPPONENT_IN_AREA","Sıvıda düşman yok!"
"TID_ACCESSORY_BLOCKED_REQUIRES_RAGE","Daha fazla öfke gerekiyor!"
"TID_ACCESSORY_BLOCKED_SUPER_REQUIRED","Süper dolum gerekiyor!"
"TID_ACCESSORY_BLOCKED_REQUIRES_MECHA","Savaşçı, robot modunda olmalı!"
"TID_ACCESSORY_BLOCKED_REQUIRES_DUPLICATE","Lola'nın Ego'su gerekiyor!"
"TID_ACCESSORY_BLOCKED_DUPLICATE_TOO_FAR","Lola'nın Ego'su çok uzak!"
"TID_ACCESSORY_BLOCKED_SILENCED","Susturuldun!"
"TID_ACCESSORY_BLOCKED_RANGE_TO_TURRET","Yakında düşman yok!"
"TID_ACCESSORY_BLOCKED_MIND_CONTROL","Kontrol ediliyorsun!"
"TID_ACCESSORY_BLOCKED_NOT_ATTACHED","Dost bir savaşçıda kullanılmalı."
"TID_ACCESSORY_BLOCKED_SKILL_ACTIVE","Bir yetenek etkinken kullanılamaz."
"TID_ACCESSORY_BLOCKED_NO_DAMAGE_TAKEN_RECENTLY","Yakın zamanda hasar alınmadı."
"TID_ACCESSORY_BLOCKED_CANT_BE_DRILL","Kazıcıdayken kullanılamaz."
"TID_ACCESSORY_BLOCKED_MUST_BE_DRILL","Yalnızca kazıcıdayken kullanılabilir."
"TID_ACCESSORY_BLOCKED_ULTI_NOT_CHARGED","Süper dolu değil!"
"TID_WALLY_SHORT_DESC","TOPÇU"
"TID_WALLY_DESC","Sprout, Biyodom'da Rosa'ya yardım eden sevimli bir bahçe robotuna benziyor ama aslında içinde tuhaf, pembe bir tohum taşıyan bir kuluçka makinesi."
"TID_WALLY_WEAPON","TOHUM BOMBASI"
"TID_WALLY_WEAPON_DESC","Sprout, patlamadan önce zıplayan bir tohum yumağı atar! Tohum yumağı düşmana doğrudan isabet ederse hemen patlar."
"TID_WALLY_ULTI","BİTKİ DUVARI"
"TID_WALLY_ULTI_DESC","Sprout, süper tohumunu kullanarak bir bitki çiti oluşturur. Bu çit düşmanları bir süre engeller."
"TID_SPEC_ABI_WALLY_1","BİTKİ İŞGALİ"
"TID_SPEC_ABI_WALLY_1_DESC","Tohum Bombası her <c00cc00><VALUE1></c> saniyede bir daha geniş bir alanı etkileyecek şekilde patlar."
"TID_SPEC_ABI_WALLY_2","FOTOSENTEZ"
"TID_SPEC_ABI_WALLY_2_DESC","Sprout, kalkanını etkinleştirir ve çalılarda olduğu sürece tüm saldırılara karşı kısmen korunur."
"TID_DRILLER_SHORT_DESC","TANK"
"TID_DRILLER_DESC","Jacky, sürekli işinden şikayet eden ağzı bozuk bir madenci. Neyse ki ağzından çıkan kötü sözler matkabının gürültüsünden duyulmuyor."
"TID_DRILLER_WEAPON","YER PARÇALAYICI"
"TID_DRILLER_WEAPON_DESC","Jacky, kaya matkabına biner ve çevresindeki alanı paramparça eder. Yakındaki düşmanlar matkabın tadına bakar!"
"TID_DRILLER_ULTI","DELİKLİ SÜRPRİZ!"
"TID_DRILLER_ULTI_DESC","Jacky yerde düşmanları kendine çeken bir delik açar ve onları kaya matkabıyla tanıştırır!"
"TID_SPEC_ABI_DRILLER_1","MİSİLLEME"
"TID_SPEC_ABI_DRILLER_1_DESC","Jacky, aldığı hasarın <c00cc00>%<VALUE1></c> kadarını şiddetli bir karşı saldırıya dönüştürür, düşmanların iyiliğini karşılıksız bırakmamış olur."
"TID_SPEC_ABI_DRILLER_2","SAĞLAM KASK"
"TID_SPEC_ABI_DRILLER_2_DESC","Bu sağlam kask, Jacky'nin aldığı tüm hasarın <c00cc00>%<VALUE1></c> kadarını azaltır."
"TID_ACCESSORY_GROW_BUSH_DESC","Rosa, etrafındaki toprağı gübreler, topraktan anında çalılar çıkar ve Rosa'yı saklar."
"TID_ACCESSORY_CROW_SHIELD_DESC","Crow, aldığı hasarı <c00cc00><VALUE2></c> saniyeliğine <c00cc00>%<VALUE1></c> azaltan bir kalkan elde eder."
"TID_ACCESSORY_WALLY_HEAL_DESC","Sprout, bir çalıyı yiyerek <c00cc00><VALUE1></c> puan iyileşir."
"TID_ACCESSORY_ROCKET_JUMP_DESC","Brock, etrafındaki zemini patlatır ve kendini havaya fırlatır. Patlama yakındaki düşmanlara <c00cc00><VALUE1></c> hasar verir."
"TID_ACCESSORY_RICO_SHOOT_AROUND_DESC","Rico, seken mermilerini dalgalar halinde her yöne ateşler."
"TID_ACCESSORY_CACTUS_SHOOT_AROUND_DESC","Spike her yöne <c00cc00><VALUE1></c> dalga diken fırlatır, isabet eden dikenler <c00cc00><VALUE2></c> hasar verir."
"TID_ACCESSORY_ARTILLERY_DESTROY_PET_DESC","Penny topunu patlatır. Bu patlama duvarları parçalar ve yakındaki düşmanlara <c00cc00><VALUE1></c> hasar verir."
"TID_ACCESSORY_PET_SLAM_DESC","Nita, ayısının yere vurmasını sağlar, bu vuruş ayının yakınındaki düşmanları sersemletir."
"TID_ACCESSORY_BARKEEP_SLOW_DESC","Barley, yapış yapış bir karışımla küçük bir gölet oluşturur ve bu gölete dokunan tüm düşmanlar yavaşlar."
"TID_ACCESSORY_JESSIE_SLOW_DESC","Jessie, taretinden bir şok dalgası atar, bu dalganın etki alanındaki tüm düşmanlar yavaşlar."
"TID_ACCESSORY_GENE_PUSH_DESC","Gene'in yakınındaki tüm düşmanlar anında geri püskürtülür. Menzilde en az bir düşman varsa Gene ayrıca toplam sağlık puanının <c00cc00>%<VALUE1></c> kadarı iyileşir."
"TID_ACCESSORY_TICK_EXTRA_MINES_DESC","Tick, bir sonraki saldırısında <c00cc00><VALUE1></c> mayın atar."
"TID_ACCESSORY_MAX_DASH_DESC","Max ileri doğru atılır, bu sırada düşmanların verdiği hasardan etkilenmez."
"TID_ACCESSORY_SHELLY_DASH_DESC","Shelly ileri doğru atılır, birkaç adımlık mesafeyi hızlıca kateder ve temel saldırısını tamamen doldurur."
"TID_ACCESSORY_DRILLER_SPEED_BOOST_DESC","Jacky'ye bir enerji patlaması gelir ve <c00cc00><VALUE2></c> saniye boyunca %<c00cc00><VALUE1></c> daha hızlı hareket eder."
"TID_ACCESSORY_TOWER_BURST_HEAL_DESC","Pam, iyileştirme taretiyle kendisini ve menzildeki arkadaşlarını <c00cc00><VALUE1></c> puan iyileştiren bir alan oluşturur."
"TID_ACCESSORY_TNT_SPIN_DESC","Dynamike, öfkeli bir şekilde dönmeye başlar ve hareket hızı artar, etrafına bir sürü dinamit fırlatır. Her dinamit düşmanlara <c00cc00><VALUE1></c> hasar verir."
"TID_ACCESSORY_TELEPORT_TO_PET_DESC","8-Bit hasar artırıcısına ışınlanır."
"TID_ACCESSORY_BARREL_SPIN_DESC","Darryl kendi etrafında dönmeye başlar ve her yöne bir sürü mermi atar. Her atış <c00cc00><VALUE1></c> hasar verir ve düşmanlara isabet ettiğinde Darryl'in süper saldırısını <c00cc00>%<VALUE2></c> doldurur."
"TID_ACCESSORY_FRANK_CC_IMMUNITY_DESC","Frank üzerindeki tüm olumsuz etkilerden kurtulur ve bir süreliğine sersemletme, yavaşlatma ve geri itme gibi etkiler onu etkileyemez."
"TID_ACCESSORY_CARL_TRAIL_DESC","Carl'ın attığı bir sonraki kazma arkasında sıcak taşlar bırakır! Bu taşlara dokunan düşmanlar tutuşur ve saniye başına <c00cc00><VALUE1></c> hasar alır."
"TID_ACCESSORY_BOW_TOTEM_DESC","Bo, takım arkadaşlarının süper özelliklerini <c00cc00>%<VALUE1></c> daha hızlı doldurmasını sağlayan bir totem yerleştirir. Totemin sağlığı zaman içinde azalır."
"TID_ACCESSORY_PRIMO_GRAB_DESC","El Primo, ulaşabildiği en yakın düşmanı yakalar ve tepetakla döndürür."
"TID_ACCESSORY_MORTIS_SWING_DESC","Mortis küreğini döndürmeye başlar ve etrafındaki tüm düşmanlara <c00cc00><VALUE1></c> hasar verir."
"TID_ACCESSORY_TARA_VISION_DESC","Tara ve arkadaşları, <c00cc00><VALUE1></c> saniye boyunca tüm düşmanları görebilir. Buna çalıların içindeki düşmanlar da dahildir."
"TID_ACCESSORY_POCO_REGEN_DESC","Poco ve yakındaki tüm arkadaşları, <c00cc00><VALUE2></c> saniye boyunca saniyede <c00cc00><VALUE1></c> puan iyileşir."
"TID_ACCESSORY_SNIPER_HANDGUN_DESC","Piper kendisini savunmak için en yakınındaki düşmana bir atış yapıp <c00cc00><VALUE2></c> hasar verir, ayrıca düşmanı geri püskürtür."
"TID_ACCESSORY_SPAWNER_DUDE_PROMOTE_DESC","Mr. P, mevcut yardımcısının hasarını <c00cc00><VALUE1></c>, sağlığını da <c00cc00><VALUE2></c> puan artırır."
"TID_ACCESSORY_SANDY_SLEEP_DESC","Sandy <c00cc00><VALUE1></c> saniyeliğine uyuyakalır ve tüm sağlığı yenilenmiş bir şekilde uyanır."
"TID_ACCESSORY_BEE_SNIPER_SLOW_DESC","Bea, yere etrafı bal dolu bir arı kovanı bırakır. Kovanın çevresindeki bal, üstünde yürüyen düşmanları yavaşlatır."
"TID_ACCESSORY_BULL_HEAL_DESC","Bull, <c00cc00><VALUE1></c> puan iyileşir."
"TID_ACCESSORY_GUNSLINGER_RELOAD_DESC","Colt anında <c00cc00><VALUE1></c> mermi doldurur."
"TID_ACCESSORY_MUMMY_PUSH_DESC","Emz, etrafındaki tüm düşmanları geri püskürtür ve <c00cc00><VALUE1></c> hasar verir."
"TID_ACCESSORY_NINJA_FAKE_DESC","Leon, düşmanlarının kafasını karıştırmak için kendi kopyasını oluşturur."
"TID_ACCESSORY_BASEBALL_HEAL_DESC","Bibi, <c00cc00><VALUE2></c> saniye boyunca, saniyede <c00cc00><VALUE1></c> puan iyileşir."
"TID_ACCESSORY_GROW_BUSH","BÜYÜME IŞIĞI"
"TID_ACCESSORY_CROW_SHIELD","SAVUNMA GÜÇLENDİRİCİ"
"TID_ACCESSORY_WALLY_HEAL","SAP PARÇALAYICI"
"TID_ACCESSORY_ROCKET_JUMP","ROKET BAĞLARI"
"TID_ACCESSORY_RICO_SHOOT_AROUND","ÇOKLU TOPATAR"
"TID_ACCESSORY_CACTUS_SHOOT_AROUND","PATLAYAN YUMAK"
"TID_ACCESSORY_ARTILLERY_DESTROY_PET","UZAKTAN PATLATICI"
"TID_ACCESSORY_PET_SLAM","AYI PENÇESİ"
"TID_ACCESSORY_BARKEEP_SLOW","YAPIŞ YAPIŞ SIVI"
"TID_ACCESSORY_JESSIE_SLOW","BUJİ"
"TID_ACCESSORY_GENE_PUSH","ÜFÜREN LAMBA"
"TID_ACCESSORY_TICK_EXTRA_MINES","BOL MAYIN"
"TID_ACCESSORY_MAX_DASH","FAZ DEĞİŞTİRİCİ"
"TID_ACCESSORY_SHELLY_DASH","ADIM HIZLANDIRICI"
"TID_ACCESSORY_DRILLER_SPEED_BOOST","PNÖMATİK GÜÇLENDİRİCİ"
"TID_ACCESSORY_TOWER_BURST_HEAL","PULSE MODÜLATÖRÜ"
"TID_ACCESSORY_TNT_SPIN","STRES ÇARKI"
"TID_ACCESSORY_TELEPORT_TO_PET","HİLELİ FİŞEK"
"TID_ACCESSORY_BARREL_SPIN","GERİ TEPMELİ ÇEVİRİCİ"
"TID_ACCESSORY_FRANK_CC_IMMUNITY","AKTİF GÜRÜLTÜ ÖNLEME"
"TID_ACCESSORY_CARL_TRAIL","SICAK EGZOZ"
"TID_ACCESSORY_BOW_TOTEM","SÜPER TOTEM"
"TID_ACCESSORY_PRIMO_GRAB","SUPLEKS DESTEĞİ"
"TID_ACCESSORY_MORTIS_SWING","KOMBO ÇARKI"
"TID_ACCESSORY_TARA_VISION","PSİŞİK GÜÇLENDİRİCİ"
"TID_ACCESSORY_POCO_REGEN","AKORT CİHAZI"
"TID_ACCESSORY_SNIPER_HANDGUN","OTOMATİK NİŞAN"
"TID_ACCESSORY_SPAWNER_DUDE_PROMOTE","RESEPSİYON ZİLİ"
"TID_ACCESSORY_SANDY_SLEEP","UYKU GETİRİCİ"
"TID_ACCESSORY_BEE_SNIPER_SLOW","BAL ŞERBETİ"
"TID_ACCESSORY_BULL_HEAL","IZGARA BİFTEK"
"TID_ACCESSORY_GUNSLINGER_RELOAD","HIZLI DOLUM"
"TID_ACCESSORY_MUMMY_PUSH","ENGELLEME BUTONU"
"TID_ACCESSORY_NINJA_FAKE","KLON YANSITICI"
"TID_ACCESSORY_BASEBALL_HEAL","VİTAMİN ARTIRICI"
"TID_KAKAO_TEAM_INVITE","DAVET ET"
"TID_KAKAO_TEAM_INVITING","DAVET EDİLİYOR"
"TID_KAKAO_TEAM_INVITED_SUCCESS","Takım daveti gönderildi!"
"TID_KAKAO_TEAM_INVITED_FAILED_DISABLED","Davet başarısız, oyuncu mesaj kabul etmiyor!"
"TID_KAKAO_TEAM_INVITED_FAILED_DAILY_LIMIT","Davet başarısız, günlük davet sınırına ulaşıldı!"
"TID_KAKAO_TEAM_INVITED_FAILED_MONTHLY_LIMIT","Davet başarısız, bu oyuncu için aylık davet sınırına ulaşıldı!"
"TID_KAKAO_TEAM_INVITED_FAILED_GENERIC","Davet başarısız, lütfen daha sonra tekrar dene!"
"TID_MUTE_FREE_TEXT_CHAT","Sohbeti sessize al:"
"TID_QUICK_MESSAGE_LETS_CHAT","Sohbet etmek ister misin?"
"TID_FAMILY_FRIENDLY","AİLE DOSTU"
"TID_CLAN_INFO_FF_NOTICE","Bu ayar daha sonra değiştirilemez."
"TID_CLAN_INFO_FF_INFO","Kulübünü aile dostu olarak belirlediğinde her yaştan oyuncunun katılmasına izin verirsin."
"TID_CLAN_INFO_FF_NOTICE_ON_OFF","Bu özelliği bir kez AÇIK yaptığında tekrar KAPALI duruma getiremezsin."
"TID_SETTINGS_AGE_TITLE","YAŞINI BELİRLE"
"TID_POPUP_AGE_TITLE","Bize doğum gününü söyle."
"TID_POPUP_AGE_CONTINUE","Devam"
"TID_POPUP_AGE_DAY","Gün"
"TID_POPUP_AGE_MONTH","Ay"
"TID_POPUP_AGE_YEAR","Yıl"
"TID_TEAM_SETTING_ACCESSORIES","Aksesuar kullan."
"TID_FREE_TEXT_CHAT_MUTED","Sohbet sessize alındı."
"TID_PSG_SHELLY_SKIN","PSG SHELLY"
"TID_PSG_SHELLY_SKIN_SHOP","PSG\nSHELLY"
"TID_COACH_MIKE_SKIN","KOÇ MIKE"
"TID_COACH_MIKE_SKIN_SHOP","KOÇ\nMIKE"
"TID_MASCOT_DARRYL_SKIN","MASKOT DARRYL"
"TID_MASCOT_DARRYL_SKIN_SHOP","MASKOT\nDARRYL"
"TID_HORUS_BO_SKIN","HORUS BO"
"TID_HORUS_BO_SKIN_SHOP","HORUS\nBO"
"TID_TANUKI_JESSIE_SKIN","TANUKİ JESSIE"
"TID_TANUKI_JESSIE_SKIN_SHOP","TANUKİ\nJESSIE"
"TID_BLACK_BUNNY_PENNY_SKIN","SİYAH TAVŞAN PENNY"
"TID_BLACK_BUNNY_PENNY_SKIN_SHOP","SİYAH TAVŞAN\nPENNY"
"TID_COLLEGE_EMZ_SKIN","KÖTÜ KIZ EMZ"
"TID_COLLEGE_EMZ_SKIN_SHOP","KÖTÜ KIZ\nEMZ"
"TID_IAP_PSG_WEEKEND","PSG HAFTA SONU"
"TID_IAP_APRIL20_0","HOŞ GELDİN NİSAN!"
"TID_IAP_GOLDENWEEK20","ALTIN HAFTA"
"TID_IAP_APRIL20_1","KÜÇÜK İYİDİR"
"TID_IAP_APRIL20_2","ALTIN, ALTIN, ALTIN"
"TID_BALL_30","Galaksi Arenası"
"TID_BALL_31","Omuz Darbesi"
"TID_BALL_32","İyi Kesim"
"TID_BALL_33","Orta Saha"
"TID_BALL_34","Çarpık Sahil"
"TID_BATTLE_ROYALE_44","Bin Göl"
"TID_ACCESSORY_BLOCKED_PORTER_ALREADY_PROMOTED","Yardımcı zaten güçlendirildi!"
"TID_ACCESSORY_BLOCKED_TARGET_ALREADY_ACTIVE","Hedef zaten aktif!"
"TID_ACCESSORY_BLOCKED_FULL_AMMO","Cephanen zaten maksimumda!"
"TID_ENTER_BIRTHDAY_BUTTON","Doğum Gününü Gir"
"TID_FREE_TEXT_CHAT_MUTED_OTHER","Bir oyuncunun sohbet sesi kapalı."
"TID_FREE_TEXT_CHAT_MUTED_LFG","Takım Arıyorum özelliği kullanılırken sohbet sesi kapatılır."
"TID_FREE_TEXT_CHAT_MUTED_YOU","Sohbetin sesini kapattın. Geri açmak için Çevrimiçi Oyuncular menüsüne gidebilirsin."
"TID_SKIN_INFO_CAMPAIGN_6_NOT_AVAILABLE","PSG"
"TID_KAKAO_TEAM_INVITED","DAVET EDİLDİ"
"TID_SKIN_INFO_CAMPAIGN_7_SC_MAKE","SUPERCELL MAKE"
"TID_SKIN_INFO_CAMPAIGN_7_NOT_AVAILABLE","SUPERCELL MAKE\n\nKONSEPT:\n<cff8000><CREDIT></c>"
"TID_CLAN_CANNOT_JOIN_NON_FF_CLAN","Aile dostu olmayan bir kulübe katılamazsın."
"TID_ALLIANCE_FF_FAILED_NO_RIGHTS","Kulübün aile dostu ayarını yalnızca kulüp başkanı değiştirebilir."
"TID_QQ_LOGIN_BUTTON","QQ'ya giriş"
"TID_WECHAT_LOGIN_BUTTON","WeChat'e giriş"
"TID_GUEST_LOGIN_BUTTON","Misafir girişi"
"TID_WECHAT_LOGGED_IN","WeChat'e girildi."
"TID_QQ_LOGGED_IN","QQ'ya girildi."
"TID_WECHAT_LOGOUT_BUTTON","Çıkış yap"
"TID_WECHAT_NOT_INSTALLED","Sende WeChat yüklü değil."
"TID_SHARE_DIALOG_TITLE","Paylaş"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM_TITLE","Yeni Oyun Hesabı"
"TID_TENCENT_CREATE_NEW_ACCOUNT_CONFIRM","Şu anki ilerlemen başka bir hesaba bağlı! Bu QQ/WeChat hesabına giriş yapıp yeni bir oyun oluşturmak istediğine emin misin?"
"TID_TENCENT_BOUND_TO_OTHER_ACCOUNT","<NAME> oyuncusunun (<TROPHIES> kupalı) ilerlemesini yüklemek istiyor musun?"
"TID_INFO_POP_UP_IAP_NOTE_TENCENT","Brawl Stars ücretsiz bir oyundur, ama oyun içi satın alımlarla ilerlemeni hızlandırabilirsin."
"TID_MULTIDEVICE_INFO_TENCENT","Birden fazla Android cihazda oynamak için, aynı WeChat veya QQ hesabıyla giriş yapmalısın."
"TID_LINK_SAME_PLATFORM_TITLE_TENCENT","Hesabınla senkronize et"
"TID_LINK_SAME_PLATFORM_TENCENT","Birden fazla cihazda oynamak için, oyun içi ayarlardan WeChat veya QQ hesabına giriş yaptığından emin ol.\n\nDaha sonra diğer cihazda da aynı WeChat veya QQ hesabına giriş yapmalısın. Böylece ilerlemen otomatik olarak senkronize edilir."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_TENCENT","Şu anki ilerlemen zaten giriş yaptığın hesaba kalıcı olarak bağlı durumda.\n\n<level>. seviyeye geldiğin veya oyun içi satın alım yaptığın için oyununun üzerine yazılamaz."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_TENCENT","Başka bir Android cihazda oynamak için, Tencent Store'dan Brawl Stars'ı indirip aynı WeChat veya QQ hesabına giriş yapmalısın.\n\nBöylece ilerleme durumun otomatik olarak senkronize edilir."
"TID_ADD_FRIENDS_INFO_REQUESTS_TENCENT","Oyuncuların profillerine gidip onları Brawl Stars'da arkadaş olarak ekleyebilirsin. Giriş yaptığında WeChat veya QQ arkadaşların otomatik olarak görünür."
"TID_INFO_POP_UP_TOS_PP_NOTE_TENCENT","Brawl Stars'ı oynamak ücretsizdir ancak uygulama içi satın alımlarla ilerlemeni hızlandırabilirsin. Hizmet koşullarımızı ve gizlilik politikamızı kabul etmek için TAMAM düğmesine dokun."
"TID_POPUP_CONFLICTING_ACCOUNT_TITLE","Çakışan Hesap"
"TID_ATTATID_POPUP_CONFLICTING_ACCOUNT_TEXT","Giriş yapmaya çalıştığın hesap cihazda kayıtlı olan hesaptan farklı. Şu anki hesaba geçilsin mi?"
"TID_BUTTON_CONFLICTING_ACCOUNT_YES","Evet, şu anki hesaba geçilsin."
