TID,CN
TID_PLAYER_STAT_8,单人决斗胜场
TID_PLAYER_STAT_9,机甲入侵最佳通关纪录
TID_PLAYER_STAT_11,双人决斗胜场
TID_PLAYER_STAT_12,首领之战最佳通关纪录
TID_PLAYER_STAT_13,星徽竞技场最高积分
TID_PLAYER_STAT_14,星徽竞技场最高排名
TID_PLAYER_STAT_15,挑战模式最高胜场数
TID_PLAYER_STAT_16,怪兽大暴走最佳通关纪录
TID_PLAYER_STAT_17,小队模式最高联赛段位
TID_PLAYER_STAT_18,个人模式最高联赛段位
TID_PLAYER_STAT_19,战队联赛最高段位
TID_NO_CLAN,未加入战队
TID_ULTIMATE_NOT_READY,击中敌人可为超级技能充能！
TID_CANT_ACTIVATE_ULTI,被击败时无法激活超级技能！
TID_NAME_TOO_SHORT,名称太短
TID_ALLIANCE_JOINED,已加入战队
TID_COIN_RUSH_INTRO_TEXT,收集10颗宝石
TID_BOUNTY_HUNTER_INTRO_TEXT,击败对方英雄以获得赏金之星
TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK,轰开对方宝箱
TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND,轰开对方宝箱
TID_GO,对战!
TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE,确认退出
TID_ALLIANCE_LEAVE_CONFIRMATION,\n\n您确定要退出战队吗？
TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE,退出
TID_ALLIANCE_PROMOTE_TITLE,确认晋升
TID_ALLIANCE_PROMOTE_CONFIRMATION,您确定将<NAME>晋升为<ROLE>吗？
TID_ALLIANCE_PROMOTE_BUTTON,晋升
TID_ALLIANCE_KICK_TITLE,确认踢出
TID_ALLIANCE_KICK_CONFIRMATION,您确定将<NAME>踢出战队吗？
TID_ALLIANCE_KICK_BUTTON,踢出
TID_ALLIANCE_DEMOTE_TITLE,确认降职
TID_ALLIANCE_DEMOTE_CONFIRMATION,您确定将<NAME>降职为<ROLE>吗？
TID_ALLIANCE_DEMOTE_BUTTON,降职
TID_CLAN_RESPONSE_10,设置已保存
TID_CLAN_RESPONSE_20,战队创建成功
TID_CLAN_RESPONSE_21,战队创建失败，请稍后重试
TID_CLAN_RESPONSE_22,战队名称不符合要求
TID_CLAN_RESPONSE_23,战队描述不符合要求
TID_CLAN_RESPONSE_24,名称太短
TID_CLAN_RESPONSE_40,已加入战队
TID_CLAN_RESPONSE_42,加入失败：战队已满
TID_CLAN_RESPONSE_43,加入失败：战队不对外开放
TID_CLAN_RESPONSE_45,加入失败：您的奖杯数太低，无法加入该战队。
TID_CLAN_RESPONSE_46,加入失败：您之前被该战队踢出或拒绝过，无法再次申请加入。
TID_CLAN_RESPONSE_47,加入失败：您今天加入过太多战队，请明天再试。
TID_CLAN_RESPONSE_48,加入失败：无法加入其他地区的战队
TID_CLAN_RESPONSE_50,申请已发送
TID_CLAN_RESPONSE_51,申请发送失败：该战队已设置为不可加入
TID_CLAN_RESPONSE_52,申请发送失败：您之前向该战队发送的申请仍在等待处理
TID_CLAN_RESPONSE_53,申请发送失败：您的奖杯数太低，无法加入该战队。
TID_CLAN_RESPONSE_54,申请发送失败：您之前被该战队踢出或拒绝过，已被该战队屏蔽。
TID_CLAN_RESPONSE_55,申请发送失败：无法加入其他地区的战队
TID_CLAN_RESPONSE_56,加入失败：该战队并非全年龄都可加入。
TID_CLAN_RESPONSE_70,踢出成功
TID_CLAN_RESPONSE_80,您退出了战队
TID_CLAN_RESPONSE_81,晋升成功
TID_CLAN_RESPONSE_82,降职成功
TID_CLAN_RESPONSE_90,接受成功
TID_CLAN_RESPONSE_91,拒绝成功
TID_CLAN_RESPONSE_92,接受失败：该玩家已经加入了一个战队
TID_CLAN_RESPONSE_93,操作失败：无法找到申请
TID_CLAN_RESPONSE_94,操作失败：申请已处理
TID_CLAN_RESPONSE_95,操作失败：没有权限
TID_CLAN_RESPONSE_96,接受失败：该玩家已经被本战队屏蔽
TID_CLAN_RESPONSE_100,您已被踢出战队
TID_CLAN_RESPONSE_101,您已被晋升
TID_CLAN_RESPONSE_102,您已被降职
TID_CLAN_RESPONSE_112,您需要等待<TIME>才能再次发送战队邮件
TID_CLAN_RESPONSE_113,已成功发送战队邮件
TID_CLAN_NO_RIGHTS,您没有权限进行此操作
TID_ALLIANCE_NAME_TOO_SHORT,战队名称太短
TID_CLAN_JOIN_REQUEST_TITLE,申请加入战队
TID_CLAN_JOIN_REQUEST_SEND,发送
TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE,我想加入你的战队......
TID_CLAN_JOIN_REQUEST_ENTRY_TITLE,接受该玩家的战队加入申请？
TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT,接受
TID_CLAN_JOIN_REQUEST_ENTRY_REJECT,拒绝
TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY,申请已被<name>接受
TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY,申请已被<name>拒绝
TID_HINT_DRAG_TO_AIM,拖动以瞄准
TID_HINT_RELEASE_TO_SHOOT,松开以射击
TID_HINT_ACTIVATE_ULTI,拖动<cff9900>黄色虚拟摇杆</c>为超级技能瞄准！
TID_HINT_DRAG_TO_ULTI,拖动摇杆，瞄准超级技能。松开摇杆，施放超级技能！
TID_HINT_COLLECT_GOLD,英雄被击败时，身上的<ce662f9>宝石</c>就会掉落。
TID_HINT_HOLD_GOLD,守住您的<ce662f9>宝石</c>！
TID_HINT_GO_AFTER_ENEMY,追击敌人！
TID_HINT_ATTACK_BASE,轰开对方宝箱，保护我方宝箱！
TID_HINT_DEFEND_BASE,轰开对方宝箱，保护我方宝箱！
TID_HINT_SHOOT_ENEMIES,击败对方英雄以获得赏金之星！
TID_HINT_BLUE_STAR_TIEBREAKER,出现平局时，持有蓝色赏金之星的队伍获胜！
TID_HINT_YOU_ARE_WINNING,您的队伍正在向胜利迈进！注意防守！
TID_HINT_YOU_ARE_LOSING,您的队伍快要输了！加强进攻！
TID_HINT_TAP_TO_MOVE,点击地面移动英雄\n与您的队友一起行动
TID_BOUNTY_1,<EMPTY>
TID_BOUNTY_2,注意：您现在值一大笔赏金！
TID_BOUNTY_3,注意：您现在值一笔巨额赏金！
TID_BOUNTY_4,您已是对方的头号目标！
TID_NO_CLAN_TITLE,寻找战队
TID_NO_CLAN_BODY,加入战队，和战队成员一起畅玩！
TID_NO_CLAN_SUGGESTIONS,可加入的战队
TID_NO_CLAN_RESULTS,搜索结果
TID_NO_CLAN_EMPTY,暂无可加入的战队
TID_NO_CLAN_WAITING_FOR_DATA,等待数据...
TID_CONNECTING_TO_SERVER,正在连接服务器...
TID_TEAM_ADVERTISE,发送邀请
TID_TEAM_AD_BUTTON_SUBLABEL_CLAN,战队
TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS,好友
TID_TEAM_AD_INFO_0,寻找玩家一起组队作战
TID_TEAM_AD_JOIN,加入小队
TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM,无法加入，您已经加入了一个小队。
TID_TEAM_MEMBER_STATUS_0,<c999999>离线</c>
TID_TEAM_MEMBER_STATUS_1,<cff1e00>对战中</c>
TID_TEAM_MEMBER_STATUS_2,<c006cff>离开</c>
TID_TEAM_MEMBER_STATUS_3,<c999999>准备中</c>
TID_TEAM_MEMBER_STATUS_4,<cff1e00>匹配中</c>
TID_TEAM_MEMBER_STATUS_5,<cff1e00>结算界面</c>
TID_TEAM_MEMBER_STATUS_6,<c999999>离线</c>
TID_TEAM_MEMBER_STATUS_7,<cff1e00>观战中</c>
TID_TEAM_MEMBER_STATUS_8,<cff1e00>练习中</c>
TID_TEAM_MEMBER_STATUS_9,<c999999>正在输入</c>
TID_TEAM_MEMBER_STATUS_10,<c999999>选择英雄</c>
TID_TEAM_MEMBER_STATUS_11,<c999999>选择活动</c>
TID_TEAM_MEMBER_STATUS_13,<c999999>查看任务</c>
TID_TEAM_MEMBER_STATUS_READY,<c2edd1b>准备就绪</c>
TID_TEAM_STATUS_IN_MATCH,对战中
TID_TEAM_STATUS_IN_MATCHMAKING,匹配中
TID_TEAM_STATUS_FULL,<cff1e00>已满</c>
TID_TEAM_STATUS_WAITING_FOR_PLAYERS,公开
TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE,您需要加入一个战队才能使用该功能
TID_TEAM_AD_POST_FAIL_NO_FRIENDS,添加好友后即可开启此功能
TID_TEAM_AD_POST_FAIL_TEAM_FULL,小队已满，无法发送邀请
TID_TEAM_AD_POST_FAIL_NOT_CRETOR,仅小队创建者可用
TID_TEAM_LOC_INFO,位于<LOC>的<MODE>
TID_TEAM_DISPLAY_TITLE_EVENT,小队
TID_STREAM_EVENT_1,<target>被<sender>踢出了战队。再见了！
TID_STREAM_EVENT_2,<sender>接受了<target>加入战队。欢迎！
TID_STREAM_EVENT_3,<sender>加入了战队。欢迎！
TID_STREAM_EVENT_4,<sender>退出了战队。再见了！
TID_STREAM_EVENT_5,<target>被<sender>晋升了。恭喜！
TID_STREAM_EVENT_6,<target>被<sender>降职了。公事公办！
TID_STREAM_EVENT_7,欢迎加入新战队！
TID_STREAM_EVENT_101,<sender>创建的小队
TID_STREAM_EVENT_102,玩家<sender>已加入
TID_STREAM_EVENT_103,玩家<sender>已退出
TID_STREAM_EVENT_104,<sender>踢出了<target>。再见了！
TID_STREAM_EVENT_105,已开始匹配
TID_STREAM_EVENT_106,已取消匹配
TID_STREAM_EVENT_107,对战已开始
TID_STREAM_EVENT_108,对战胜利
TID_STREAM_EVENT_109,对战失败
TID_STREAM_EVENT_110,练习已开始
TID_STREAM_EVENT_111,练习已结束
TID_STREAM_EVENT_112,平局
TID_STREAM_EVENT_113,荒野决斗已结束
TID_STREAM_EVENT_114,已屏蔽文字聊天
TID_STREAM_EVENT_115,已解除文字聊天屏蔽
TID_CHAT_BOTTOM_BUTTON,向下滑动
TID_CHAT_BOTTOM_NEW_MESSAGES,<count>条新消息！
TID_CHAT_BOTTOM_NEW_MESSAGE,新消息！
TID_HERO_INFO_UPGRADE_TITLE,<c<COLOR>><NAME></c>
TID_HERO_INFO_UPGRADE_INFO,升至<LVL>级
TID_HERO_INFO_ITEMS,升级
TID_HERO_INFO_SKINS,英雄
TID_HERO_INFO_SKIN_OWNED,您已经拥有该皮肤
TID_HERO_INFO_SKIN_ACTIVE,已选择
TID_HERO_INFO_SKIN_ACTIVATE,选择
TID_HERO_INFO_LEADERBOARD,排行榜
TID_HERO_INFO_LEADERBOARD_LABEL,最佳<HERO>玩家
TID_HERO_INFO_ABILITY_POWER,<BASEPOW>
TID_HERO_INFO_ABILITY_POWER_UPG,<BASEPOW> <c00ff00>+<UPGPOW></c>
TID_CLAN_SEARCH_GO,搜索
TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL,拖动摇杆来为超级技能瞄准！
TID_HINT_SHOOT,拖动进行瞄准，松开即可射击
TID_HERO_SCORE_SUM_LEADERBOARD,最强玩家
TID_ALLIANCE_LEADERBOARD,最强战队
TID_HINT_MAKE_GOAL,拖动进行瞄准，松开把球踢出
TID_BATTLE_ROYALE_INTRO_TEXT,成为胜利者！
TID_HINT_COLLECT_BUFFS,从木箱和敌人身上收集<c50d050>能量块</c>，\n您就能变得更强！
TID_PLAYERS_LEFT,剩余英雄：<num>
TID_AVOID_POISON,远离不断扩大的<c90ee90>危险区域</c>！
TID_CLAN_CREATE_COOLDOWN,无法创建战队，请在<TIME>后重试。
TID_PLAYER_DATA_MISSING,玩家数据缺失
TID_ALLIANCE_DATA_MISSING,战队数据缺失
TID_BATTLE_END_PLAYER_NAME_YOU,<c00ff00><NAME></c>
TID_BATTLE_END_PLAYER_NAME_OTHER,<NAME>
TID_RECHARGE_HINT,等待英雄重新装填弹药！
TID_EVENT_EXPIRED,活动已结束
TID_DOUBLE_COINS_INFO,在该模式中对战可以获得双倍奖章
TID_SETTINGS_TITLE,设置
TID_SETTINGS_CONTROL_MODE_TITLE,操控模式
TID_SETTINGS_CONTROL_MODE_VALUE_0,点击移动
TID_SETTINGS_CONTROL_MODE_INFO_0,点击屏幕使英雄移动至点击处。拖动以瞄准，松开以射击。
TID_SETTINGS_CONTROL_MODE_VALUE_1,摇杆移动（惯用右手）
TID_SETTINGS_CONTROL_MODE_INFO_1,使用屏幕左下角的虚拟摇杆进行移动，点击目标以射击。
TID_SETTINGS_CONTROL_MODE_VALUE_2,摇杆移动（惯用左手）
TID_SETTINGS_CONTROL_MODE_INFO_2,使用屏幕右下角的虚拟摇杆进行移动，点击目标以射击。
TID_CHANGE_NAME_TITLE,更改名称
TID_SETTINGS_PLAYERNAME_CURRENT,当前名称：
TID_SETTINGS_PLAYERNAME_ENTERNEW,输入新名称：
TID_ERROR_NAMES_DONT_MATCH,输入的名称不一致，请重试。
TID_CONTINUE,继续
TID_NAMECHANGE_WARNING,注意：您只能更改一次名称。
TID_CONFIRM,确认
TID_INVALID_NAME,名称无效！请尝试其他名称。
TID_SETTINGS_PLAYERNAME_REENTERNEW,再次输入您的新名称：
TID_NAME_ALREADY_CHANGED,名称只能更改一次
TID_NAME_CHANGE_ALREADY_USED,您已经更改过一次名称了
TID_NAME_CHANGED_SUCCESS,您的名称已更改！
TID_NAME_CHANGE_IN_PROGRESS,无法更改名称，之前的改名请求仍在处理。
TID_CONFIRM_CONFIRM,请输入\q<confirmword>\q，然后点击确定按钮完成操作
TID_CONFIRM_WORD,确认
TID_SETTINGS_PLAYERNAME_CONFIRM_NEW,请再次确认和输入您希望使用的新名称。\n您的新名称将是：
TID_BUTTON_CONFIRM,确定
TID_EVENTS_TIME,<cFFFFFF><TIME></c>
TID_EVENTS_TEASER_TIME,<TIME>
TID_EVENTS_TIME_ENDING,<cFFFF00><TIME></c>
TID_EVENTS_TIME_ENDING_SOON,<cff0000><TIME></c>
TID_EVENTS_NEXT_EVENT_STARTING_AT,活动刷新
TID_EVENTS_TIME_LEFT,剩余时间
TID_EVENTS_NEW,新！
TID_EVENTS_FREE_REWARD,<AMOUNT>
TID_EVENTS_EVENT_LOCKED,未解锁
TID_EVENTS_TROPHY_REQ,总奖杯数达到<c00ffff><COUNT></c>即可解锁
TID_EVENTS_PRO_LEAGUE_REQ,获得任意一位英雄的星徽之力即可解锁
TID_GAME_STARTING,在<LOCATION>即将开始一场对战，快去加入他们！
TID_WEEKEND_EVENT,周末活动
TID_PLAYER_KILLED_SOMEONE,<name>
TID_SHOP_TEMPORARILY_DISABLED,商店暂时关闭
TID_GATCHA_TEMPORARILY_DISABLED,暂时无法打开乱斗宝箱
TID_SHOP_WELCOME_TITLE,欢迎来到商店
TID_SHOP_WELCOME,随着游戏的进行，商店将解锁更多版块！\n\n记得多来逛逛，看看有什么新商品！
TID_SHOP_SPECIAL_OFFER,特惠活动
TID_SHOP_COIN_BOOSTERS,加成
TID_SHOP_GEM_PACKS,宝石礼包
TID_SHOP_PURCHASED,已购买
TID_SHOP_OBTAINED,已获得
TID_SHOP_INVALIDATED,已失效
TID_SHOP_NEED_HERO,尚未解锁该英雄
TID_SHOP_EXCLUSIVE,专属
TID_SHOP_ACTIVE,激活
TID_SHOP_CHALLENGE,挑战
TID_SHOP_CHALLENGE_SOON,离开始还有
TID_SHOP_DOUBLE_COINS_TITLE,双倍奖章加成
TID_SHOP_DOUBLE_COINS_INFO,接下来通过对战获得的
TID_SHOP_DOUBLE_COINS_INFO_2,将会翻倍。
TID_SHOP_DOUBLE_COINS_INFO_COMBINED,接下来通过对战获得的<AMOUNT>枚奖章将会翻倍
TID_SHOP_DOUBLE_COINS_COINS_REMAINING,剩余奖章：
TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2,宝石不足
TID_SHOP_OFFER_PURCHASE_ERROR_3,您已购买过
TID_SHOP_OFFER_PURCHASE_ERROR_4,无法购买，您已经拥有其中的一个或多个物品。
TID_SHOP_OFFER_TITLE,限时礼包
TID_SHOP_GEM_PACK_1_TITLE,一捧宝石
TID_SHOP_GEM_PACK_2_TITLE,一袋宝石
TID_SHOP_GEM_PACK_3_TITLE,一包宝石
TID_SHOP_GEM_PACK_4_TITLE,一桶宝石
TID_SHOP_GEM_PACK_5_TITLE,一小箱宝石
TID_SHOP_GEM_PACK_6_TITLE,一大箱宝石
TID_SHOP_HEROES_OF_RARITY,必定包含英雄
TID_SHOP_HERO_OF_RARITY_TITLE,<c<COLOR>><NAME></c>英雄
TID_SHOP_HERO_OF_RARITY_BOX,英雄宝箱
TID_SHOP_HERO_POWER_TITLE,<cffffff>+<AMOUNT></c>能量
TID_SHOP_GATCHA_BOXES,宝箱
TID_SHOP_GATCHA_BOX_1,大型宝箱
TID_SHOP_GATCHA_BOX_2,乱斗宝箱
TID_SHOP_GATCHA_BOX_3,超级宝箱
TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3,今天购买的宝箱已达上限
TID_SHOP_TICKETS,活动门票
TID_SHOP_TICKET_PACK_0,一把门票
TID_SHOP_TICKET_PACK_1,一叠门票
TID_SHOP_TICKET_PACK_2,一卷门票
TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS,金币礼包
TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0,一把金币
TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1,一小袋金币
TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2,一大袋金币
TID_HERO_LVL_MATERIAL_RECEIVED,已购买<AMOUNT>金币
TID_SHOP_DAILY_OFFERS,每日礼物
TID_SHOP_SKINS,皮肤
TID_SHOP_BRAWLIDAYS_SKINS,乱斗圣诞节皮肤
TID_SHOP_LUNAR_BRAWL_SKINS,新春大乱斗皮肤
TID_SHOP_BRAWLOWEEN_SKINS,乱斗万圣节皮肤
TID_SHOP_ARCHIVE_SKINS,封藏簿中的皮肤
TID_SHOP_ARCHIVE_SKINS_RARE,机会难得！
TID_SHOP_ARCHIVE_SKINS_LAST,最后机会！
TID_SHOP_LEGENDARY_SKINS,星光商店
TID_SHOP_STAR_BOXES,星光宝箱
TID_SHOP_FREE,免费
TID_SHOP_CLAIM,领取
TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN,<TIME>
TID_SHOP_TICKETS_AVAILABLE_FOR,<TIME>
TID_SHOP_DISCOUNT,-<AMOUNT>%
TID_SHOP_OFFER_TITLE_0,免费宝箱
TID_SHOP_OFFER_TITLE_1,金币
TID_SHOP_OFFER_TITLE_6,乱斗宝箱
TID_SHOP_OFFER_TITLE_7,门票
TID_SHOP_OFFER_TITLE_8,战力能量
TID_SHOP_OFFER_TITLE_9,双倍奖章加成
TID_SHOP_OFFER_TITLE_10,超级宝箱
TID_SHOP_OFFER_TITLE_12,战力能量
TID_SHOP_OFFER_TITLE_14,大型宝箱
TID_SHOP_OFFER_TITLE_15,乱斗宝箱
TID_SHOP_OFFER_TITLE_16,宝石
TID_SHOP_OFFER_TITLE_17,星光点数
TID_SHOP_OFFER_TITLE_19,新表情
TID_SHOP_OFFER_TITLE_20,表情包
TID_SHOP_OFFER_TITLE_21,表情礼包
TID_SHOP_OFFER_TITLE_22,英雄表情礼包
TID_SHOP_OFFER_TITLE_23,<RARITY>表情
TID_SHOP_OFFER_TITLE_25,玩家头像
TID_SHOP_OFFER_TITLE_27,<RARITY>表情礼包
TID_SHOP_OFFER_TITLE_35,新喷漆
TID_SHOP_OFFER_TITLE_36,喷漆
TID_SHOP_OFFER_INFO_36,在对战中使用喷漆彰显个性！
TID_SHOP_OFFER_TITLE_37,额外喷漆栏位
TID_SHOP_OFFER_TITLE_38,英雄券
TID_SHOP_OFFER_TITLE_39,流彩英雄券
TID_SHOP_OFFER_EMOTE_OF_RARITY_TITLE,<c<COLOR>><RARITY>表情</c>
TID_EMOTE_RARITY_0,普通
TID_EMOTE_RARITY_1,稀有
TID_EMOTE_RARITY_2,史诗
TID_EMOTE_RARITY_3,传奇
TID_SHOP_OFFER_DESC_GOLD,金币可用来升级英雄
TID_SHOP_OFFER_ANY_BRAWLER,任选\n一位英雄
TID_SHOP_OFFER_ANY_BRAWLER_DESC,可用于任意英雄！
TID_PURCHASE_OFFER_POPUP_TITLE,确认购买
TID_PURCHASE_OFFER_POPUP_TITLE_FREE,免费奖励
TID_SHOP_OFFER_NEW_HERO_LABEL,英雄
TID_SHOP_OFFER_NEW_SKIN_LABEL,皮肤
TID_SHOP_OFFER_CLUB_SKIN_LABEL,战队皮肤
TID_SHOP_OFFER_HERO_POWER_TITLE,战力能量
TID_SHOP_TICKET_PURCHASE_ERROR_4,无法购买，活动期间每种礼包限购一次。
TID_SHOP_OFFER_NEW,新
TID_GATCHA_BOX_TITLE_2,乱斗宝箱
TID_GATCHA_BOX_TITLE_3,超级宝箱
TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL,新英雄
TID_GATCHA_BOX_INFO_2,可能包含金币和两个英雄的战力能量，或一个新英雄，或一种随身妙具，或一种星徽之力，部分宝箱还额外包含双倍奖章加成！
TID_GATCHA_BOX_INFO_3,\n\n相当于<AMOUNT>个乱斗宝箱。
TID_SHOP_OFFER_INFO_0,免费好礼！
TID_SHOP_OFFER_INFO_1,包含<AMOUNT>金币，金币可用来升级英雄。
TID_SHOP_OFFER_INFO_2,解锁一个随机的\n<RARITY>英雄！
TID_SHOP_OFFER_INFO_3,解锁一个新英雄！
TID_SHOP_OFFER_INFO_6,可能包含英雄、战力能量、金币以及更多惊喜！
TID_SHOP_OFFER_INFO_7,内含<AMOUNT>张活动门票，活动门票可以用来参加门票活动。
TID_SHOP_OFFER_INFO_8,内含<AMOUNT>战力能量。收集战力能量，解锁英雄升级！
TID_SHOP_OFFER_INFO_9,接下来通过对战获得的<AMOUNT>枚奖章将会翻倍！
TID_SHOP_OFFER_INFO_10,超级宝箱包含的物品是普通乱斗宝箱的10倍！
TID_SHOP_OFFER_INFO_12,您可以任选一位英雄接收战力能量
TID_SHOP_OFFER_INFO_13,解锁新的活动栏位
TID_SHOP_OFFER_INFO_14,大型宝箱包含的物品是普通乱斗宝箱的3倍！
TID_SHOP_OFFER_INFO_16,包含<AMOUNT>宝石
TID_SHOP_OFFER_INFO_18,解锁主题季任务板，在乱斗主题季中获取更多奖章。
TID_SHOP_OFFER_INFO_19,<BRAWLER>的新表情！
TID_SHOP_OFFER_INFO_20,包含<AMOUNT>款表情，快使用表情和其他玩家交流吧！
TID_SHOP_OFFER_INFO_21,包含任意已解锁英雄的2款普通表情和1款稀有或史诗表情，概率如下：\n稀有表情：<Rare>%\n史诗表情：<Epic>%
TID_SHOP_OFFER_INFO_22,包含2款<BRAWLER>的普通表情和1款稀有或史诗表情，概率如下：\n\n稀有表情：<Rare>%\n史诗表情：<Epic>%
TID_SHOP_OFFER_INFO_23,包含1款新的<RARITY>表情。快使用表情和其他玩家交流吧！
TID_SHOP_OFFER_INFO_27,包含3款新的<RARITY>表情。快使用表情和其他玩家交流吧！
TID_SHOP_OFFER_INFO_30,解锁一位已升至<LVL>级的新英雄！
TID_SHOP_OFFER_INFO_31,随机解锁一位已升至<LVL>级的<RARITY>英雄！
TID_SHOP_OFFER_INFO_32,使用装备零件制造并升级您的强化装备！
TID_SHOP_OFFER_INFO_33,使用装备碎片制造并升级您的强化装备！
TID_SHOP_OFFER_INFO_35,使用喷漆为对战增添色彩！
TID_SHOP_OFFER_INFO_37,一个额外的喷漆栏位！
TID_SHOP_OFFER_INFO_38,使用英雄券解锁新英雄！
TID_SHOP_OFFER_INFO_39,使用流彩英雄券解锁流彩英雄！
TID_SHOP_OFFER_HOR_NEW,新
TID_SHOP_OFFER_HOR_RARITY,<c<COLOR>><NAME></c>
TID_SHOP_OFFER_HOR_BRAWLER,英雄
TID_SHOP_OFFER_HOR_POPUP_RARITY,新<c<COLOR>><NAME></c>
TID_SHOP_OFFER_HOR_POPUP_BRAWLER,英雄
TID_SHOP_SKIN_OFFER,皮肤特惠
TID_SHOP_OFFER_EXPIRED,特惠已结束
TID_SKINS_AD_TITLE,已推出新皮肤
TID_SKINS_AD_OK,确定
TID_SKINS_AD_INFO,前往英雄界面查看新款皮肤！
TID_TERMS_OF_SERVICE_BUTTON,服务条款
TID_IMMUNE,免疫
TID_BATTLE_END_PROCEED,继续
TID_HINT_TAP_TO_MOVE_1,收集地图中间的<ce662f9>宝石</c>
TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1,瞄准敌人发射超级技能！
TID_HINT_SHOOT_1,地图中间的洞里会冒出<ce662f9>宝石</c>
TID_HINT_DRAG_TO_ULTI_1,现在使用红色虚拟摇杆来发动您的超级技能！
TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE,登录新的Game Center账号
TID_BIND_TO_NEW_GAMECENTER_ACCOUNT,您要将当前游戏进度与该Game Center账号绑定吗？
TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE,Google账号提醒
TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT,您要加载名为<name>，奖杯数为<trophies>杯的游戏进度吗？警告：当前游戏进度将丢失。
TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE,加载游戏进度？
TID_BUTTON_VILLAGE_LOAD,加载
TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE,Game Center账号提醒
TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT,您要加载名为<name>，奖杯数为<trophies>杯的游戏进度吗？警告：当前游戏进度将丢失。
TID_BUTTON_AVATAR_LOAD,加载
TID_SETTINGS_SCREEN_TITLE,设置
TID_SETTINGS_MUSIC,音乐
TID_SETTINGS_SFX,音效
TID_SETTINGS_OFF,关闭
TID_SETTINGS_ON,开启
TID_SETTINGS_LANGUAGE,语言
TID_ACCOUNT,设备
TID_LINK_DEVICE_BUTTON,关联设备
TID_SETTINGS_FACEBOOK,好友
TID_CHANGE_NAME_BUTTON,更改名称
TID_CREDITS_BUTTON,制作人员
TID_PRIVACY_POLICY_BUTTON,隐私保护政策
TID_PARENTS_GUIDE_BUTTON,家长指南
TID_MULTIDEVICE_INFO,使用Game Center账号登录游戏可以保护您的游戏进度，并且方便您在多台iOS设备上进行游戏。
TID_SETTINGS_GOOGLE,Google Play登录
TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED,已连接
TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED,连接
TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP,已连接
TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP,连接
TID_FAQ_BUTTON,帮助与支持
TID_ABOUT_TERMS,本软件的所有使用均需遵守我们在www.supercell.com列明的《条款和条件》和《隐私保护政策》。
TID_ABOUT,制作人员\n\n<names>\n\n《荒野乱斗》(Brawl Stars) ™ <version>\n版权所有2016-2023 Supercell Ltd. 保留所有权利。\n<extracopyright>\n<terms>
TID_IAP_TRANSACTION_PENDING,交易处理中，请稍候。
TID_RATE_APP_TITLE,为《荒野乱斗》评分
TID_RATE_APP_MESSAGE,请在App Store对《荒野乱斗》(Brawl Stars)进行评分，并留下您的宝贵意见！
TID_BUTTON_RATE_APP_LATER,稍后再说
TID_BUTTON_RATE_APP_REVIEW,立刻评论
TID_BUTTON_RATE_APP_NEVER,不再提示
TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE,无法解锁账号
TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE,暂时无法解锁账号，请稍后重试！
TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON,重试
TID_ACCOUNT_LOCKED_INVALID_CODE,解锁代码无效！
TID_ACCOUNT_LOCKED_TITLE,账号已锁定
TID_ACCONT_LOCKED_TEXT,由于安全原因，您的账号已被锁定。请联系玩家支持团队恢复您的账号。
TID_ACCOUNT_LOCKED_TEXT2,请在此输入解锁代码：
