"TID","AR"
"TID_GATCHA_SCREEN_BOXES_REMAINING","باقی مانده‌ها در جعبه:<AMOUNT>"
"TID_GATCHA_SCREEN_OK","با حاله!"
"TID_GATCHA_SCREEN_TAP","تق! تق!"
"TID_GATCHA_SCREEN_TICKET_DROP_HEADER","بلیت‌های رویداد"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING","برای بازی در رویداد <NAME> جاری، از این بلیت استفاده کن"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE","برای بازی در رویداد <NAME> بعدی، از این بلیت استفاده کن"
"TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER","دو برابر کننده‌ی سکه"
"TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE","+ <AMOUNT>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_DESC","هر سکه که از جنگیدن بگیری، بهت یکی از این سکه‌های اضافه داده می‌شه!"
"TID_GATCHA_SCREEN_COIN_BOOSTER_HEADER","تقویت سکه"
"TID_GATCHA_SCREEN_COIN_BOOSTER_VALUE","+ <TIME> روز"
"TID_GATCHA_SCREEN_COIN_BOOSTER_DESC","تقویتی سکه از همه منابع 50% سکه بیشتر بهت میده"
"TID_NAVI_BLOCKED_1","وقتی آماده‌ای نمی‌تونی صفحت رو تغییر بدی!"
"TID_TEAM_MEMBER_INFO_READY","<NAME> منتظر دیگرانه تا آماده بشن"
"TID_TEAM_MEMBER_INFO_NOT_READY","<NAME> هنوز برای بازی آماده نیست"
"TID_TEAM_MEMBER_INFO_SELF_READY","وقتی آماده‌ای نمی‌تونی جنگجو رو تغییر بدی!"
"TID_TEAM_CHANGE_EVENT_BLOCKED","وقتی آماده‌ای نمی‌تونی رویداد رو تغییر بدی!"
"TID_TEAM_NO_MEMBER_INFO","کد اتاق رو دستی به اشتراک بگذار. دوستات می‌تونن با استفاده ازش به اتاق بپیوندن"
"TID_TEAM_INFO_TEAM_CODE","این کد رو با دوستات به اشتراک بگذار و آنها رو به اتاقت دعوت کن!\n\nبرای کپی کردن روی کلیپ بورد، دوباره ضربه بزن."
"TID_FREEZER","منجمد کننده"
"TID_GAME_OVER","بازی تمام شد"
"TID_LEVEL","سطح<LVL>"
"TID_PLAYERS_IN_MM","برخی بازیکن‌ها در حریف‌یابی هستن!"
"TID_ONLINE_INFO","بازیکنان آنلاین: <ONLINE> در حریف‌یابی: <MATCHMAKE> در مسابقه: <BATTLES>"
"TID_INPUT_NAME","اسمت رو اینجا وارد کن"
"TID_LEADERBOARD_YOUR_SCORE","امتیازت"
"TID_LEADERBOARD_YOUR_RANK","رتبه‌ات"
"TID_LEADERBOARD_HIGHEST_SCORE","بالاترین امتیازت"
"TID_LEADERBOARD_LOCAL","محلی (<COUNTRY>)"
"TID_REGION_0","آمریکای شمالی"
"TID_REGION_1","آسیا"
"TID_SET_REGION_RESULT_0","تغییر موفقیت‌آمیز منطقه به <REGION>"
"TID_SET_REGION_RESULT_1","تغییر منطقه ناموفق: وقتی در یک گروه هستی، نمیشه منطقه رو تغییر داد"
"TID_SET_REGION_RESULT_2","تغییر منطقه ناموفق: وقتی در یک اتاق بازی هستی، نمیشه منطقه رو تغییر داد"
"TID_VICTORY_CONDITION_COINRUSH_TITLE","کریستال ربایی"
"TID_VICTORY_CONDITION_COINRUSH_TEXT","10 تا کریستال بگیر و نگه‌شون دار!"
"TID_BATTLE_END_MY_TEAM","تیم تو"
"TID_BATTLE_END_ENEMY_TEAM","تیم حریف"
"TID_BACK","بازگشت"
"TID_CARD_CRAFT_ERROR_2","اکسیر کافی نیست. برای دریافت اکسیر، جعبه جنگ رو باز کن"
"TID_CARD_CRAFT_ERROR_3","ژتون کافی نیست. برای دریافت ژتون، جعبه جنگ رو باز کن"
"TID_UNLOCK_SKIN_ERROR_1","جواهر کافی نیست"
"TID_EXPERIENCE_LEVEL","سطح تجربه"
"TID_BOT_1","ربات 1"
"TID_BOT_2","ربات 2"
"TID_BOT_3","ربات 3"
"TID_BOT_4","ربات 4"
"TID_BOT_5","ربات 5"
"TID_BOT_6","ربات 6"
"TID_BOT_7","ربات 7"
"TID_BOT_8","ربات 8"
"TID_BOT_9","ربات 9"
"TID_CRAFT_HERO_TITLE","خرید جنگجو"
"TID_CRAFT_HERO_BUTTON_LABEL","خرید"
"TID_UNLOCK_SKIN_TITLE","خرید جلد"
"TID_UNLOCK_SKIN_BUTTON_LABEL","خرید"
"TID_HERO_LIST_TOTAL_TROPHIES","مجموع جام‌ها"
"TID_TOP_TOOL_TIP_1","از جنگ و رویدادهای جدید سکه جمع کن.\n\nاز سکه‌ها برای باز کردن جعبه جنگ استفاده کن."
"TID_GAME_MODE_0","له کن و قاپ بزن"
"TID_GAME_MODE_0_DESC","تیمی که 10 تا کریستال بگیره و تا آخر شمارش معکوس حفظشون کنه، برنده است. هر وقت جونت رو از دست بدی، کریستال‌هایی که گرفتی پخش زمین می‌شن."
"TID_GAME_MODE_2","سرقت"
"TID_GAME_MODE_2_DESC","یک تیم از گاوصندوق دفاع می‌کنه. تیم دیگه تلاش می‌کنه تا گاوصندوق رو باز کنه. غافلگیریش اینه که نمی‌دونی تو کدوم تیم می‌افتی!"
"TID_GAME_MODE_3","پاداش"
"TID_GAME_MODE_3_DESC","برای گرفتن ستاره، اعضای تیم مقابل رو از پا درآر. ستاره بیشتری روی سر، به معنای جایزه بزرگ‌تره. تیمی که بیشترین ستاره رو داره برنده می‌شه!"
"TID_GAME_MODE_6","زورآزمایی آخر"
"TID_GAME_MODE_6_DESC","نه تای دیگر رو از پا درآر و خودت تنها بازمانده‌ی بازی باش. فقط یک جون داری پس هر کاری که از دستت برمی‌آد انجام بده."
"TID_GAME_MODE_5","توپ جنگی"
"TID_GAME_MODE_5_DESC","دو تا گل بزن تا برنده بشی!"
"TID_BATTLE_END_GAIN_LABEL_FIRST_WIN","اولین پیروزی"
"TID_BATTLE_END_GAIN_LABEL_RANK_UP","صعود رتبه"
"TID_BATTLE_END_GAIN_LABEL_LEVEL_UP","صعود سطح"
"TID_BATTLE_END_GAIN_LABEL_VICTORY","پیروزی"
"TID_BATTLE_END_GAIN_LABEL_DEFEAT","شکست"
"TID_BATTLE_END_GAIN_LABEL_DRAW","تساوی"
"TID_BATTLE_END_GAIN_LABEL_MVP","ستاره‌ی میدان"
"TID_BATTLE_END_GAIN_LABEL_SURVIVAL","رتبه امتیاز"
"TID_BATTLE_END_GAIN_LABEL_COOP_SURVIVAL","پاداش دوام"
"TID_BATTLE_END_GAIN_LABEL_COIN_BOOST","تقویتی سکه\n<c00cc00><PARAM>%</c>"
"TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER","<c00cc00>دو برابر کننده‌ی\nسکه</c>"
"TID_BATTLE_END_COIN_REWARDS","جوایز سکه"
"TID_BATTLE_END_MVP","ستاره‌ی میدان"
"TID_BATTLE_END_DEFEAT_INFO","ایشالله دفعه‌ی بعد!"
"TID_TUTORIAL_1","سلام، من شلی هستم. بذار بهت نشون بدم چطوری باید جابجا بشی.\n\nروی دایره زرد ضربه بزن!"
"TID_TUTORIAL_2","درست انجام دادی! حالا من رو به دایره زرد بعدی برسون."
"TID_TUTORIAL_3","می‎تونی برای پنهان شدن از چشم دشمن‌ها، لای بوته‌ها پنهان بشی. بریم سمت دایره تا بهت نشون بدم."
"TID_TUTORIAL_4","عالیه! من کاملا پنهان شدم! بیا به حرکت ادامه بدیم."
"TID_TUTORIAL_5","برای حمله، انگشت رو به سمت هدف بکش و رها کن.\n\nروی اون هدف امتحان کن!"
"TID_TUTORIAL_6","آفرین، ادامه بده!"
"TID_TUTORIAL_7","حمله به اهداف باعث شارژ شدن فوق‌حمله می‌شه.\n\nبه اون هدف‌ها شلیک کن!"
"TID_TUTORIAL_8","وقتی که فوق‌حمله فعال بشه، رنگ دایره از آبی به زرد تغییر می‌کنه.\n\nیک فوق‌حمله شلیک کن!"
"TID_TUTORIAL_9","تو یک جنگجو به دنیا اومدی!\n\nدیگه وقتشه بریم حالشون رو بگیریم!"
"TID_TUTORIAL_10","اون دایره آبی چرخون رو زیر پای من می‌بینی؟ یعنی حالت فوق‌حمله‌ام آماده است.\n\nروی دکمه فوق‌حمله ضربه بزن!"
"TID_TUTORIAL_11","همینه! راستی اون استوانه نارنجی میزان مهمات رو نشون می‌دن. با سرعت تمام خشاب رو پر می‌کنم!"
"TID_FIGHT_TUTORIAL","بازی کن"
"TID_HERO_SCORE_INFO","با بردن در برابر سایر بازیکنان، برای این جنگجو جام جمع کن. <PROGRESS> جام جمع کن تا به مرحله بعدی برسی و <COINS> سکه بگیری."
"TID_HERO_SCORE_INFO_MAXED","به رتبه نهایی رسیدی."
"TID_XP_INFO_ME","سطح تجربه‌ات\n\nبا جنگیدن، تجربه کسب کن. <REMPROGRESS> امتیاز تجربه بیشتر جمع کن تا به سطح <LEVEL> برسی و <COINS> سکه بگیری."
"TID_XP_INFO_OTHER","سطح تجربه‌ی این بازیکن"
"TID_TUTORIAL_WIN_ONE_GAME_PROMPT","ببرای باز کردن کامل بازی، یک بازی تمرینی رو ببر"
"TID_HERO_SCORE_SUM_INFO","کل غنائم همه جنگجو‌ها"
"TID_CLAN_CREATE_BUTTON","ایجاد"
"TID_CLAN_SAVE_BUTTON","ذخیره"
"TID_CLAN_CREATE_TITLE","ایجاد یک گروه جدید"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR","آخرین بازدید: <cffff66>کمتر از 1 ساعت پیش</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS","آخرین بازدید: <cffcc66><HOURS>ساعت پیش</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS","آخرین بازدید: <cff9966><DAYS>روز پیش</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_ONLINE","<cccff33>آنلاین</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG","آخرین بازدید: <cff6666>بیش از 1 ماه پیش</c>"
"TID_ALLIANCE_TYPE_OPEN","باز کردن"
"TID_ALLIANCE_TYPE_INVITE_ONLY","دعوتی"
"TID_ALLIANCE_TYPE_CLOSED","بسته"
"TID_CLAN_SEARCH_TITLE","جستجوی گروه‌ها"
"TID_STREAM_ENTRY_AGE","<time> قبل"
"TID_ALLIANCE_ROLE_LEADER","رهبر"
"TID_ALLIANCE_ROLE_CO_LEADER","دستیار رهبر"
"TID_ALLIANCE_ROLE_MEMBER","عضو"
"TID_ALLIANCE_ROLE_ELDER","پیشکسوت"
"TID_STREAM_SENDER_YOU","تو"
"TID_GOLDRUSH_1","معدن سنگ سخت"
"TID_BANKHEIST_1","انبار راهزن"
"TID_WANTED_1","ویرانه های معبد"
"TID_BATTLE_ROYALE_1","گذرگاه جمجمه"
"TID_GOLDRUSH_2","غار کریستال"
"TID_BANKHEIST_2","تنگه‌ی ترقه"
"TID_WANTED_2","اردوگاه یاغی‌ها"
"TID_BATTLE_ROYALE_2","دشت های طوفانی"
"TID_GOLDRUSH_3","غار قارچ"
"TID_BANKHEIST_3","محدوده امن"
"TID_WANTED_3","مربع سفالی"
"TID_BATTLE_ROYALE_3","دره مرگ"
"TID_WANTED_4","مزرعه کلم"
"TID_GOLDRUSH_4","جعبه استخون"
"TID_WANTED_5","باریک‌راه ستاره"
"TID_GOLDRUSH_5","معبد صخره‌ای"
"TID_WANTED_6","فلات افعی"
"TID_GOLDRUSH_6","کلبه گراز"
"TID_WANTED_7","تیر شهاب"
"TID_GOLDRUSH_7","مغاک عمیق"
"TID_BATTLE_ROYALE_4","جشن یا قحطی"
"TID_WANTED_8","لونه موش خرما"
"TID_BANKHEIST_4","مرغزار جی جی"
"TID_CLAN_MEMBERS_ONLINE","<c00ff00>آنلاین: <COUNT>/<TOTAL></c>"
"TID_CLAN_TOTAL_TROPHIES","جام‌های گروه"
"TID_CLAN_SEARCH_OK","جستجو"
"TID_CLAN_INFO_NAME","اسم گروه"
"TID_CLAN_INFO_BADGE","نشان"
"TID_CLAN_INFO_DESC","توضیح"
"TID_CLAN_INFO_TOTAL_TROPHIES","جام‌های گروه"
"TID_CLAN_INFO_TYPE","نوع"
"TID_CLAN_INFO_TAG","برچسب گروه"
"TID_CLAN_INFO_MIN_TROPHIES","جام‌های لازم"
"TID_CLAN_INFO_LEAVE","ترک کردن"
"TID_CLAN_INFO_SETTINGS","تنظیمات"
"TID_CLAN_INFO_JOIN","پیوستن"
"TID_CLAN_INFO_MESSAGE","پیام"
"TID_CLAN_INFO_REQUEST_JOIN","درخواست پیوستن"
"TID_CLAN_SEARCH_NO_RESULTS","گروهی پیدا نشد"
"TID_CLAN_INFO_MEMBERS","اعضاء"
"TID_CLAN_INFO_SELECT_BADGE","مرور"
"TID_SELECT_BADGE","انتخاب نشان"
"TID_ALLIANCE_CREATE_OK","گروه با موفقیت ایجاد شد"
"TID_CLAN_CHANGE_SETTINGS_TITLE","تنظیمات گروه"
"TID_TITLE_ALLIANCE","اطلاعات گروه"
"TID_ALLIANCE_LEFT","تو از قبیله خارج شدی!"
"TID_CLAN_MEMBER_DEMOTE","نزول رتبه"
"TID_CLAN_MEMBER_PROMOTE","ارتقا رتبه"
"TID_CLAN_MEMBER_KICK","بیرون کردن"
"TID_CLAN_MEMBER_VIEW_ALLIANCE","مشاهده گروه"
"TID_BUTTON_INVITE","دعوت"
"TID_PLAYER_INFO_GOTO_CLAN","مشاهده گروه"
"TID_PLAYER_INFO_HEROES","جنگجوها(<FOUND>/<TOTAL>)"
"TID_SELECT_PLAYER_THUMBNAIL","نماد خودت رو انتخاب کن"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_2","قفل این نماد در سطح تجربه <LEVEL> باز می‌شه"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_3","قفل ابن نماد با کسب <TROPHIES> جام باز می‌شه"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_5","قفل این نماد با <POINTS> امتیاز فصل باز می‌شه"
"TID_NO_CLAN","عضو گروهی نیست"
"TID_ULTIMATE_NOT_READY","به دشمنان ضربه بزن تا فوق‌حمله شارژ بشه!"
"TID_CANT_ACTIVATE_ULTI","بعد از شکست نمیشه فوق‌حمله رو فعال کرد!"
"TID_NAME_TOO_SHORT","اسمت زیادی کوتاهه"
"TID_ALLIANCE_JOINED","گروه پیوست"
"TID_COIN_RUSH_INTRO_TEXT","برای پیروزی کریستال جمع کن"
"TID_BOUNTY_HUNTER_INTRO_TEXT","برای گرفتن ستاره، جنگجوها رو شکست بده"
"TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK","با شلیک گاوصندوق رو باز کن"
"TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND","از گاوصندوق دفاع کن"
"TID_GO","بجنگ!"
"TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE","تایید ترک کردن"
"TID_ALLIANCE_LEAVE_CONFIRMATION","آیا مطمئنی که می‌خوای بری ؟"
"TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE","ترک کردن"
"TID_ALLIANCE_PROMOTE_TITLE","تایید ارتقا رتبه"
"TID_ALLIANCE_PROMOTE_CONFIRMATION","آیا مطمئنی می‌خوای <NAME> رو به سمت <ROLE> ارتقا بدی؟"
"TID_ALLIANCE_PROMOTE_BUTTON","ارتقا رتبه"
"TID_ALLIANCE_KICK_TITLE","تایید بیرون انداختن"
"TID_ALLIANCE_KICK_CONFIRMATION","مطمئنی می‌خوای <NAME> رو از گروه بیرون بندازی؟"
"TID_ALLIANCE_KICK_BUTTON","بیرون کردن"
"TID_ALLIANCE_DEMOTE_TITLE","تایید نزول رتبه"
"TID_ALLIANCE_DEMOTE_CONFIRMATION","آیا مطمئنی می‌خوای <NAME> رو به سمت <ROLE> نزول بدی؟"
"TID_ALLIANCE_DEMOTE_BUTTON","نزول رتبه"
"TID_CLAN_RESPONSE_10","تنظیمات دخیره شد"
"TID_CLAN_RESPONSE_20","گروه ایجاد شد"
"TID_CLAN_RESPONSE_22","اسم پذیرفتنی نیست"
"TID_CLAN_RESPONSE_40","گروه پیوست"
"TID_CLAN_RESPONSE_42","پیوستن ناموفق: گروه پره"
"TID_CLAN_RESPONSE_43","پیوستن ناموفق: گروه باز نیست"
"TID_CLAN_RESPONSE_45","پیوستن ناموفق: برای پیوستن به این گروه تعداد جامت کافی نیست"
"TID_CLAN_RESPONSE_46","عضویت ناموفق: به خاطر درخواست عضویتی که قبلا رد شده/بیرون انداخته شده، از این گروه تحریم شدی"
"TID_CLAN_RESPONSE_47","عضویت ناموفق: امروز به گروه‌های زیادی پیوستی. امکان پیوستن به گروه امروز برات مسدود شده."
"TID_CLAN_RESPONSE_48","عضویت ناموفق: پیوستن به گروهی در منطقه دیگر ممکن نیست."
"TID_CLAN_RESPONSE_50","ارسال موفق درخواست عضویت"
"TID_CLAN_RESPONSE_51","ارسال ناموفق درخواست عضویت: این گروه دیگه درخواست عضویت قبول نمی‌کنه"
"TID_CLAN_RESPONSE_52","ارسال ناموفق درخواست عضویت: قبلا به این گروه درخواست فرستادی که هنوز بهش رسیدگی نشده"
"TID_CLAN_RESPONSE_53","ارسال ناموفق درخواست عضویت: برای پیوستن به این گروه به اندازه کافی جام نداری"
"TID_CLAN_RESPONSE_54","درخواست عضویت ناموفق: به خاطر درخواست عضویتی که قبلا رد شده/بیرون انداخته شده، از این گروه تحریم شدی"
"TID_CLAN_RESPONSE_55","درخواست عضویت ناموفق: پیوستن به گروهی در منطقه دیگر ممکن نیست."
"TID_CLAN_RESPONSE_70","بیرون اندختن موفق"
"TID_CLAN_RESPONSE_80","گروه رو ترک کردی"
"TID_CLAN_RESPONSE_81","ارتقا رتبه موفقیت‌آمیز"
"TID_CLAN_RESPONSE_82","نزول رتبه موفقیت‌آمیز"
"TID_CLAN_RESPONSE_90","قبول موفقیت‌آمیز"
"TID_CLAN_RESPONSE_91","رد موفقیت‌آمیز"
"TID_CLAN_RESPONSE_92","قبول ناموفق: هدف قبلا عضو یک گروه شده"
"TID_CLAN_RESPONSE_93","رسیدگی ناموفق: درخواست رو پیدا نکرد"
"TID_CLAN_RESPONSE_94","رسیدگی ناموفق: قبلا به درخواست رسیدگی شده"
"TID_CLAN_RESPONSE_95","رسیدگی ناموفق: اجازه لازم رو نداری"
"TID_CLAN_RESPONSE_96","رسیدگی ناموفق: هدف از این گروه تحریم شده است"
"TID_CLAN_RESPONSE_100","تو از قبیله بیرون انداخته شده‌ای"
"TID_CLAN_RESPONSE_101","ارتقا سمت گرفتی"
"TID_CLAN_RESPONSE_102","نزول سمت گرفتی"
"TID_ALLIANCE_NAME_TOO_SHORT","اسم گروه زیادی کوتاهه!"
"TID_CLAN_JOIN_REQUEST_TITLE","درخواست عضویت در گروه"
"TID_CLAN_JOIN_REQUEST_SEND","فرستادن"
"TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE","می خوام به گروهتون بپیوندم..."
"TID_CLAN_JOIN_REQUEST_ENTRY_TITLE","این بازیکن رو در گروه می‌پذیری؟"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT","پذیرش"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECT","رد"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY","پذیرفته شده توسط <name>"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY","رد شده توسط <name>"
"TID_HINT_DRAG_TO_AIM","کشیدن برای هدف‌گیری"
"TID_HINT_RELEASE_TO_SHOOT","رها کردن برای شلیک"
"TID_HINT_ACTIVATE_ULTI","فشار دکمه فوق‌حمله!"
"TID_HINT_DRAG_TO_ULTI","کشیدن برای هدف‌گیری فوق‌حمله، رها کدن برای شلیک!"
"TID_HINT_COLLECT_GOLD","برای پیروزی کریستال جمع کن"
"TID_HINT_HOLD_GOLD","کریستال‌هات رو نگه دار!"
"TID_HINT_GO_AFTER_ENEMY","برو سراغ دشمن!"
"TID_HINT_ATTACK_BASE","در گاوصندوق رو بشکن!"
"TID_HINT_DEFEND_BASE","از گاوصندوق دفاع کن!"
"TID_HINT_SHOOT_ENEMIES","برای گرفتن ستاره، دشمن‌هات رو شکست بده!"
"TID_HINT_YOU_ARE_WINNING","تیم تو داره می‌بره! دفاع کنید!"
"TID_HINT_YOU_ARE_LOSING","تیم تو داره می‌بازه! حمله کنید!"
"TID_HINT_TAP_TO_MOVE","برای حرکت ضربه بزن\nبا تیمت حرکت کن"
"TID_BOUNTY_2","مراقب باش: جایزه بزرگی برای سرت گذاشتن!"
"TID_BOUNTY_3","مراقب باش: جایزه عظیمی برای سرت گذاشتن!"
"TID_BOUNTY_4","تحت تعقیب: زنده یا مرده!"
"TID_NO_CLAN_TITLE","یک گروه جنگجو پیدا کن"
"TID_NO_CLAN_BODY","به یک گروه بپیوند تا با آدمای با حال گپ بزنی و بازی کنی!"
"TID_NO_CLAN_SUGGESTIONS","گروه‌های پیشنهادی برای تو"
"TID_NO_CLAN_RESULTS","نتایج جستجو"
"TID_NO_CLAN_EMPTY","گروه پیشنهادی موجود نیست :-("
"TID_NO_CLAN_WAITING_FOR_DATA","در انتظار داده‌ها..."
"TID_CONNECTING_TO_SERVER","اتصال به سرور"
"TID_TEAM_AD_INFO_0","در جستجوی بازیکن برای بازی تیمی"
"TID_TEAM_AD_JOIN","پیوستن به تیم"
"TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE","برای استفاده از این ویژگی باید به گروه بپیوندی"
"TID_TEAM_AD_POST_FAIL_TEAM_FULL","تبلیغات ممکن نیست. ظرفیت اتاق پره"
"TID_TEAM_AD_POST_FAIL_NOT_CRETOR","فقط برای سازنده اتاق مجازه"
"TID_TEAM_LOC_INFO","<MODE> در <LOC>"
"TID_STREAM_EVENT_1","<target>، توسط <sender> از گروه بیرون انداخته شد"
"TID_STREAM_EVENT_2","<target>، توسط <sender> در گروه پذیرفته شد"
"TID_STREAM_EVENT_3","<sender> به گروه پیوست!"
"TID_STREAM_EVENT_4","<sender> گروه رو ترک کرد!"
"TID_STREAM_EVENT_5","<target>، توسط <sender> ارتقای رتبه گرفت"
"TID_STREAM_EVENT_6","<target>، توسط <sender> تنزل رتبه پیدا کرد"
"TID_STREAM_EVENT_101","اتاق ایجاد شده توسط <sender>"
"TID_STREAM_EVENT_102","<sender> پیوست"
"TID_STREAM_EVENT_103","<sender> ترک کرد"
"TID_STREAM_EVENT_104","<sender>، <target> رو بیرون کرد"
"TID_STREAM_EVENT_105","حریف‌یابی آغاز شد"
"TID_STREAM_EVENT_106","حریف‌یابی لغو شد"
"TID_STREAM_EVENT_107","بازی شروع شد"
"TID_STREAM_EVENT_108","بازی رو برد"
"TID_STREAM_EVENT_109","بازی رو باخت"
"TID_STREAM_EVENT_110","تمرین شروع شد"
"TID_STREAM_EVENT_111","تمرین تموم شد"
"TID_STREAM_EVENT_112","بازی مساوی شد"
"TID_CHAT_BOTTOM_BUTTON","پیمایش به پایین"
"TID_CHAT_BOTTOM_NEW_MESSAGES","<count> پیام جدید!"
"TID_CHAT_BOTTOM_NEW_MESSAGE","پیام جدید!"
"TID_HERO_INFO_UPGRADE_TITLE","<NAME>"
"TID_HERO_INFO_UPGRADE_INFO","ارتقا به سطح <LVL>"
"TID_HERO_INFO_SKINS","جلدها"
"TID_HERO_INFO_LEADERBOARD","تابلوی امتیازات"
"TID_HERO_INFO_LEADERBOARD_LABEL","بهترین <HERO> بازیکنان"
"TID_HERO_INFO_ABILITY_POWER","<BASEPOW>"
"TID_HERO_INFO_ABILITY_POWER_UPG","<BASEPOW> <c00ff00>+<UPGPOW></c>"
"TID_CLAN_SEARCH_GO","جستجو"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","بکش تا برای فوق‌حمله هدف‌گیری کنی!"
"TID_HINT_SHOOT","کشیدن برای هدف‌گیری، رها کردن برای شلیک!"
"TID_HERO_SCORE_SUM_LEADERBOARD","بهترین بازیکنان"
"TID_ALLIANCE_LEADERBOARD","بهترین گروه‌ها"
"TID_HINT_MAKE_GOAL","بکش برای هدف‌گیری، رها کن برای ضربه زدن به توپ"
"TID_BATTLE_ROYALE_INTRO_TEXT","تنها بازمانده باش!"
"TID_HINT_COLLECT_BUFFS","از بشکه‌ها و\nدشمن‌ها اکسیر بگیر تا قوی‌تر بشی!"
"TID_PLAYERS_LEFT","جنگجوهای باقیمانده:<num>"
"TID_AVOID_POISON","از ابرهای سمی پیش‌رونده دور بمون!"
"TID_CLAN_CREATE_COOLDOWN","هنوز نمیشه گروه ایجاد کرد. بعد از <TIME> دوباره سعی کنید"
"TID_PLAYER_DATA_MISSING","داده‌های بازیکن موجود نیست"
"TID_ALLIANCE_DATA_MISSING","داده‌های گروه موجود نیست"
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","در انتظار شارژ شدن مهمات!"
"TID_EVENT_EXPIRED","رویداد منقضی شد"
"TID_EVENT_SLOT_LOCKED","برای بازی کردن در این رویداد، <HEROCOUNT> جنگجو جمع کن"
"TID_DOUBLE_COINS_INFO","اگر اینجا بجنگی، دو برابر سکه می‌گیری"
"TID_DOUBLE_XP_INFO","اگر اینجا بجنگی، دو برابر تجربه کسب می‌کنی"
"TID_SETTINGS_TITLE","تنظیمات"
"TID_SETTINGS_CONTROL_MODE_TITLE","حالت کنترل"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","برای حرکت ضربه بزن"
"TID_SETTINGS_CONTROL_MODE_INFO_0","برای فرستادن جنگجوهات به اونجا، روی صفحه نمایش ضربه بزن. بکش برای هدف‌گیری و رها کن برای شلیک."
"TID_SETTINGS_CONTROL_MODE_VALUE_1","حرکت دسته بازی (دست راست)"
"TID_SETTINGS_CONTROL_MODE_INFO_1","با استفاده از یک دسته بازی تصویری در قسمت چپ پایین تصویر، جنگجویتان را حرکت دهید. برای شلیک روی یک هدف ضربه بزنید."
"TID_SETTINGS_CONTROL_MODE_VALUE_2","حرکت دسته بازی (دست چپ)"
"TID_SETTINGS_CONTROL_MODE_INFO_2","با استفاده از یک دسته بازی تصویری در قسمت راست پایین تصویر، جنگجویتان را حرکت دهید. برای شلیک روی یک هدف ضربه بزنید."
"TID_EVENTS_TIME","<c00cc00><TIME></c>"
"TID_EVENTS_TEASER_TIME","<TIME>"
"TID_EVENTS_TIME_ENDING","<cFFFF00><TIME></c>"
"TID_EVENTS_TIME_ENDING_SOON","<cff0000><TIME></c>"
"TID_EVENTS_NEXT_EVENT_STARTING_AT","رویداد بعدی در"
"TID_EVENTS_TIME_LEFT","زمان باقیمانده"
"TID_EVENTS_NEW","جدید!"
"TID_EVENTS_FREE_REWARD_WITH_BOOST","<AMOUNT> <c00ff00>+<BOOST></c>"
"TID_EVENTS_FREE_REWARD","<AMOUNT>"
"TID_EVENTS_XP_CAP_REACHED","تمام تجربه‌ی کسب شده"
"TID_GAME_STARTING","تا <LOCATION> یک بازی شروع می‌شه. لطفا بهش بپیوند!"
"TID_WEEKEND_EVENT","رویداد تجربه‌ی دو برابر"
"TID_PLAYER_KILLED_SOMEONE","<name> شکست خورد"
"TID_SHOP_SPECIAL_OFFER","پیشنهاد ویژه"
"TID_SHOP_COIN_BOOSTERS","تقویتی‌ها"
"TID_SHOP_GEM_PACKS","بسته های جواهر"
"TID_SHOP_COIN_BOOST_TITLE","تقویتی سکه <TIME> روزه"
"TID_SHOP_COIN_BOOST_INFO","تقویت تمام سکه‌ها گرفته‌شده توسط"
"TID_SHOP_COIN_BOOST_TITLE_PURCHASED","تقویتی سکه"
"TID_SHOP_COIN_BOOST_BOOST","+<VALUE>%"
"TID_SHOP_COIN_BOOST_TIME_REMAINING","زمان باقی مانده"
