"TID","EN"
"TID_GOLDRUSH_21C","Stock Crash"
"TID_SPEC_SPOT_FROM_AIR","Spot"
"TID_SPEC_SUPER_RANGE","BUCKSHOT BARRAGE"
"TID_SPEC_SUPER_RANGE_DESC","Shelly's Super range and shot speed is increased by <c00cc00><VALUE1>%</c>, with a tighter shot spread."
"TID_SPEC_ABI_PET_ATTACK_SPEED","HYPER BEAR"
"TID_SPEC_ABI_PET_ATTACK_SPEED_DESC","Nita's bear attacks faster. Time between swipes is reduced by <c00cc00><VALUE1>%</c>."
"TID_SPEC_ABI_LOW_HEALTH_SHIELD","TOUGH GUY"
"TID_SPEC_ABI_LOW_HEALTH_SHIELD_DESC","When Bull falls below <c00cc00><VALUE1>%</c> health, he gains a shield that reduces all damage he takes by <c00cc00><VALUE2>%</c>."
"TID_SPEC_ABI_ATTACK_RANGE","MAGNUM SPECIAL"
"TID_SPEC_ABI_ATTACK_RANGE_DESC","Colt's attack range and bullet speed are increased by <c00cc00><VALUE1>%</c>."
"TID_SPEC_ABI_TURRET_AOE","MAMA'S SQUEEZE"
"TID_SPEC_ABI_TURRET_AOE_DESC","Healing turret now also damages enemies for <c00cc00><VALUE1></c> damage per second."
"TID_SPEC_ABI_SPEED_AFTER_ULTI","METEOR RUSH"
"TID_SPEC_ABI_SPEED_AFTER_ULTI_DESC","El Primo gains a <c00cc00><VALUE1>%</c> speed boost for <c00cc00><VALUE2></c> seconds after using his Super."
"TID_SPEC_ABI_HOT_INVISIBLE","INVISIHEAL"
"TID_SPEC_ABI_HOT_INVISIBLE_DESC","Leon recovers <c00cc00><VALUE1></c> health per second while his Super is active."
"TID_SPEC_ULTI_BURN","BALLS OF FIRE"
"TID_SPEC_ULTI_BURN_DESC","Cannonballs from Penny's turret set the ground on fire for 3 seconds. Enemies in the burning area take <c00cc00><VALUE1></c> damage per second!"
"TID_SPEC_ABI_REPAIR_SELF","WELL OILED"
"TID_SPEC_ABI_REPAIR_SELF_DESC","When Tick takes no damage and doesn't attack, he starts recovering health <c00cc00><VALUE1></c> seconds sooner than normal."
"TID_HEAD_HEALTH","Head Health"
"TID_CLUSTER_BOMB_DUDE_SHORT_DESC","ARTILLERY"
"TID_CLUSTER_BOMB_DUDE_DESC","Tick follows Penny around like a pet as she plots her next big scheme. He isn't good for much besides blowing things up, but that's usually plenty!"
"TID_CLUSTER_BOMB_DUDE_WEAPON","MINIMINES"
"TID_CLUSTER_BOMB_DUDE_ULTI","HEADFIRST"
"TID_CLUSTER_BOMB_DUDE_WEAPON_DESC","Tick lobs a cluster of mines that separate before landing. The mines explode on contact with a target, or after a few seconds."
"TID_CLUSTER_BOMB_DUDE_ULTI_DESC","Tick detaches and launches his head. After landing, the head hops toward the nearest target and explodes on contact!"
"TID_CLUSTER_BOMB_DUDE","TICK"
"TID_SPEC_ABI_PREY_ON_THE_WEAK","CARRION CROW"
"TID_SPEC_DAMAGE_SUPER","SCREECHING SOLO"
"TID_SPEC_DAMAGE_SUPER_DESC","Poco's Super now also hits enemies, dealing <c00cc00><VALUE1></c> damage."
"TID_SPEC_ABI_SUPER_DESTROY_WALLS","SMASHING SPIN"
"TID_SPEC_ABI_SUPER_DESTROY_WALLS_DESC","Carl's Super now destroys cover and obstacles."
"TID_SPEC_ABI_SUPER_SLOW","STICKY BUBBLE GUM"
"TID_SPEC_ABI_SUPER_SLOW_DESC","Bibi's Super slows down enemies for <c00cc00><VALUE1></c> seconds!"
"TID_SPEC_ABI_DAMAGE_BUFF_SUPER","THORNY GLOVES"
"TID_SPEC_ABI_DAMAGE_BUFF_SUPER_DESC","Rosa's punches gain <c00cc00>+<VALUE1></c> damage during her Super."
"TID_SPEC_ABI_STUN_TRAP","SNARE A BEAR"
"TID_SPEC_ABI_STUN_TRAP_DESC","Instead of a knockback, Bo's traps now stun the enemy for <c00cc00><VALUE1></c> seconds!"
"TID_SPEC_ABI_TURRET_ELECTRICITY","SHOCKY"
"TID_SPEC_ABI_TURRET_ELECTRICITY_DESC","Scrappy the Turret now shoots energy orbs that bounce between enemies. The orbs' range after a bounce is <c00cc00><VALUE1>%</c> of normal range."
"TID_SPEC_EXTRA_BULLET","ROCKET NO. 4"
"TID_SPEC_EXTRA_BULLET_DESC","Brock loads a fourth rocket into his launcher, increasing his ammo capacity (and discarding the thermos bottle he's been keeping in his launcher's fourth tube)."
"TID_SPEC_ABI_SPIKES_LOW_HEALTH","SPIKY OUTBREAK"
"TID_SPEC_ABI_SPIKES_LOW_HEALTH_DESC","When Spike falls below <c00cc00><VALUE1>%</c> health, he starts shooting out spikes that do <c00cc00><VALUE2></c> damage each!"
"TID_SPEC_ABI_RELOAD_ON_HIT","SNAPPY SNIPING"
"TID_SPEC_ABI_RELOAD_ON_HIT_DESC","When Piper hits an opponent with her attack, she reloads <c00cc00><VALUE1></c> ammo instantly."
"TID_SPEC_ABI_GAIN_HEALTH","SPONGE"
"TID_SPEC_ABI_GAIN_HEALTH_DESC","Frank gains <c00cc00>+<VALUE1></c> health."
"TID_SPEC_ABI_DASH_SHIELD","JUST TOO FAST"
"TID_SPEC_ABI_DASH_SHIELD_DESC","When Mortis dashes, all damage he takes is reduced by <c00cc00><VALUE2>%</c> for <c00cc00><VALUE1></c> seconds."
"TID_SPEC_ABI_SUPER_DAMAGE","DEMOLITION"
"TID_SPEC_ABI_SUPER_DAMAGE_DESC","Adds <c00cc00>+<VALUE1></c> damage to Mike's Super."
"TID_SPEC_ABI_SPEED_LOW_HEALTH","ROBO RETREAT"
"TID_SPEC_ABI_SPEED_LOW_HEALTH_DESC","When Rico falls below <c00cc00><VALUE2>%</c> health, he runs <c00cc00><VALUE1>%</c> faster!"
"TID_SPEC_ABI_SUPER_RELOAD","ROLLING RELOAD"
"TID_SPEC_ABI_SUPER_RELOAD_DESC","When Darryl uses his Super, he doubles his reload speed for <c00cc00><VALUE1></c> seconds."
"TID_SPEC_ABI_DAMAGE_MAIN_ATTACK","EXTRA NOXIOUS"
"TID_SPEC_ABI_DAMAGE_MAIN_ATTACK_DESC","Adds <c00cc00>+<VALUE1></c> damage per second to Barley's attack."
"TID_SPEC_ABI_SUPER_HEALS","PAT ON THE BACK"
"TID_SPEC_ABI_SUPER_HEALS_DESC","Hitting teammates with Gene's Super now heals them for <c00cc00><VALUE1></c> health."
"TID_SPEC_ABI_BLACK_HOLE_HEALER","HEALING SHADE"
"TID_SPEC_ABI_BLACK_HOLE_HEALER_DESC","Tara's Super cracks open a dimensional portal! A shadowy version of Tara appears to heal Tara and her teammates."
"TID_SPEC_ABI_RECHARGE","AUTOMA-TICK RELOAD"
"TID_SPEC_ABI_RECHARGE_DESC","Tick's reload time is <c00cc00><VALUE1>%</c> shorter."
"TID_SPEC_ABI_CURVEBALL","CURVEBALL"
"TID_SPEC_ABI_CURVEBALL_DESC","Spikes from the cactus grenade fly in a curving motion, making it easier to hit targets."
"TID_SPEC_ABI_MEDIKIT","BAND-AID"
"TID_SPEC_ABI_MEDIKIT_DESC","When Shelly falls below <c00cc00><VALUE1>%</c> health, she instantly heals for <c00cc00><VALUE2></c> health. Band-Aid recharges in <c00cc00><VALUE3></c> seconds."
"TID_SPEC_ABI_IMMUNE_TO_CC","SANDSTONE"
"TID_SPEC_ABI_IMMUNE_TO_CC_DESC","Sandy is now immune to knockbacks, slows and stuns."
"TID_SPEC_ABI_CURE_DEBUFFS","MUSICAL CLEANSE"
"TID_SPEC_ABI_CURE_DEBUFFS_DESC","Poco's attacks remove all slow, stun, poison and burn effects from any teammates they hit."
"TID_SPEC_ABI_SHIELD_HOMERUN","BATTING STANCE"
"TID_SPEC_ABI_SHIELD_HOMERUN_DESC","When Bibi's Homerun bar is fully charged, she shields herself from all damage by <c00cc00><VALUE1>%</c>."
"TID_SPEC_ABI_WHIRLWIND_SHIELD","PROTECTIVE PIROUETTE"
"TID_SPEC_ABI_WHIRLWIND_SHIELD_DESC","During Carl's Super, all damage he receives is reduced by <c00cc00><VALUE2>%</c>."
"TID_SELFHELP_UNAVAILABLE","Help and Support is unavailable right now. Please try later."
"TID_SPEC_ABI_LONGER_DASH","COILED SNAKE"
"TID_SPEC_ABI_LONGER_DASH_DESC","Mortis gains his longer dash <c00cc00><VALUE1></c> seconds faster."
"TID_BO_MECHA_SKIN","MECHA BO"
"TID_BO_MECHA_SKIN_SHOP","MECHA\nBO"
"TID_CROW_MECHA_SKIN","MECHA CROW"
"TID_CROW_MECHA_SKIN_SHOP","MECHA\nCROW"
"TID_MIKE_ROBO_SKIN","ROBO MIKE"
"TID_MIKE_ROBO_SKIN_SHOP","ROBO\nMIKE"
"TID_SPIKE_ROBO_SKIN","ROBO SPIKE"
"TID_SPIKE_ROBO_SKIN_SHOP","ROBO\nSPIKE"
"TID_BO_MECHA_GOLD_SKIN","GOLD MECHA BO"
"TID_BO_MECHA_GOLD_SKIN_SHOP","GOLD MECHA\nBO"
"TID_CROW_MECHA_GOLD_SKIN","GOLD MECHA CROW"
"TID_CROW_MECHA_GOLD_SKIN_SHOP","GOLD MECHA\nCROW"
"TID_BO_MECHA_LIGHT_SKIN","LIGHT MECHA BO"
"TID_BO_MECHA_LIGHT_SKIN_SHOP","LIGHT MECHA\nBO"
"TID_CROW_MECHA_NIGHT_SKIN","NIGHT MECHA CROW"
"TID_CROW_MECHA_NIGHT_SKIN_SHOP","NIGHT MECHA\nCROW"
"TID_BULL_LINEBACKER_SKIN","LINEBACKER BULL"
"TID_BULL_LINEBACKER_SKIN_SHOP","LINEBACKER\nBULL"
"TID_COLT_OUTLAW_SKIN","OUTLAW COLT"
"TID_COLT_OUTLAW_SKIN_SHOP","OUTLAW\nCOLT"
"TID_CARL_HOG_RIDER_SKIN","HOG RIDER CARL"
"TID_CARL_HOG_RIDER_SKIN_SHOP","HOG RIDER\nCARL"
"TID_SKIN_INFO_ANIM_SOUND_FX_VOICE","- Custom Brawler model\n- Custom effects\n- Custom animations\n- Custom sounds\n- Custom voice"
"TID_SHOP_OFFER_STAR_SKIN_LABEL","STAR SKIN"
"TID_WANTED_15","Beach Bounty"
"TID_WANTED_16","Sunstroke"
"TID_WANTED_17","Burning Sands"
"TID_BANKHEIST_16","Beachcombers"
"TID_BANKHEIST_17","Gift Gems"
"TID_BANKHEIST_18","Hot Potato"
"TID_BANKHEIST_18B","Figure 8"
"TID_BALL_22","Beach Ball"
"TID_BALL_23","Sunny Soccer"
"TID_BALL_24","Barefoot Brawl"
"TID_BALL_25","Summer Play"
"TID_STARPOINTSGAINED","<TOTALDECAY> Trophies were converted to <STARPOINTSGAINED> Star Points"
"TID_TROPHIES_LOST","Total Trophies lost: <AMOUNT>"
"TID_TROPHIES_CONVERTED","Lost Trophies converted to: <AMOUNT> Star Points"
"TID_IAP_SOM_PACK_1","Summer Offer"
"TID_IAP_SOM_PACK_2","Summer Offer"
"TID_IAP_SOM_PACK_3","Summer Offer"
"TID_IAP_SOM_PACK_4","Summer Offer"
"TID_IAP_AUGUST_PACK_1","Summer Offer"
"TID_IAP_AUGUST_PACK_2","FAREWELL, SUMMER!"
"TID_IAP_FLASH_PACK_1","A LITTLE EXTRA"
"TID_IAP_FLASH_PACK_2","BIG VALUE"
"TID_IAP_MOON_19_PACK_1","MOON FESTIVAL"
"TID_IAP_MOON_19_PACK_2","MOON FESTIVAL"
"TID_SPEC_ABI_PLUGGED_IN","PLUGGED IN"
"TID_SPEC_ABI_PLUGGED_IN_DESC","When 8-Bit is near his Damage Booster, he will plug in and have increased movement speed."
"TID_SPEC_ABI_GROW_FROM_DAMAGE","GROW STONGER"
"TID_SPEC_ABI_GROW_FROM_DAMAGE_DESC","When El Primo charges up his Super, also charge up Growth bar. When Growth bar is full, increase maximum health by <c00cc00><VALUE1></c>. Bonus is lost when El Primo is defeated."
"TID_SPEC_ABI_ARMOR","BULLET PROOF VEST"
"TID_SPEC_ABI_ARMOR_DESC","Vest protects first <c00cc00><VALUE1></c> damage. When Colt is defeated he gets a new vest. Vest health is shown by the yellow bar."
"TID_SPEC_ABI_WALKING_TURRET","WALK THE DOG"
"TID_SPEC_ABI_WALKING_TURRET_DESC","Scrappy now follows Jessie."
"TID_SPEC_SHIELD_ULTI","SHIELD"
"TID_SPEC_SHIELD_ULTI_DESC","When Brock's Super is fully charged (and he doesn't use it) he gains a shield that reduces <c00cc00><VALUE1>%</c> of all damage he receives."
"TID_SPEC_ABI_PET","RELEASE THE BIRD"
"TID_SPEC_ABI_PET_DESC","Dynamikes bird joins the fight!"
"TID_SPEC_ABI_DAMAGE_ULTI","SPIRIT SLAP"
"TID_SPEC_ABI_DAMAGE_ULTI_DESC","Gene's Magic Hand also damages enemies, dealing <c00cc00><VALUE1></c> damage on hit."
"TID_ARCADE","8-BIT"
"TID_ARCADE_DESC","An arcade game famous for its brutal difficulty, 8-Bit always hated its players. Now that it's missing one of its guns, it's angrier than ever before."
"TID_ARCADE_SHORT_DESC","DAMAGE DEALER"
"TID_ARCADE_WEAPON","BLASTER BEAMS"
"TID_ARCADE_ULTI","DAMAGE BOOSTER"
"TID_ARCADE_WEAPON_DESC","Shoots a burst of Blaster Beams that damage any opponent they hit. The beams have a slight spread."
"TID_ARCADE_ULTI_DESC","Deploys a turret that increases the damage output of all friendly Brawlers in its area of effect."
"TID_STAT_DAMAGE_BOOST","Damage Boost"
"TID_HERO_INFO_ABILITY_POWER_PERCENT","<BASEPOW>%"
"TID_STAT_DAMAGE_PER_BEAM","Damage per beam"
"TID_SPEC_ABI_LARGER_AREA_ULTI","BOOSTED BOOSTER"
"TID_SPEC_ABI_LARGER_AREA_ULTI_DESC","Increases the Damage Booster's range by <c00cc00><VALUE1>%</c> and boosts damage by an additional <c00cc00><VALUE2>%</c>."
"TID_DAMAGE_BOOSTER_HEALTH","Damage Booster Health"
"TID_BEST_VALUE_DISCOUNT","<VALUE>%\nOFF!"
"TID_BEST_VALUE_EXTRA","<VALUE>%\nEXTRA"
"TID_BEST_VALUE_BONUS","<VALUE>%\nBONUS"
"TID_PROMOCODE_PACK","Promo Code Pack"
"TID_REGION_CUSTOM1",""
"TID_REGION_CUSTOM2",""
"TID_REGION_CUSTOM3",""
"TID_REGION_CUSTOM4",""
"TID_REGION_CUSTOM5",""
"TID_DIAMONDS","Gems"
"TID_BATTLE_ROYALE_22A","Deserted Vertex"
"TID_BATTLE_ROYALE_23A","Outrageous Outback"
"TID_BATTLE_ROYALE_24A","Barren Badlands"
"TID_GOLDRUSH_24A","Royal Flush"
"TID_WANTED_17A","Overgrown Oasis"
"TID_BALL_14A","Field Goal"
"TID_BALL_15A","Post Haste"
"TID_SHOP_LABEL_BEST_VALUE","BEST VALUE"
"TID_SHOP_LABEL_MOST_POPULAR","MOST POPULAR"
"TID_SHOP_LABEL_EXCLUSIVE_OFFER","EXCLUSIVE OFFER"
"TID_SHOP_LABEL_POPULAR","POPULAR"
"TID_SHOP_LABEL_PERCENT_BONUS","<VALUE>% BONUS"
"TID_SHOP_LABEL_PERCENT_EXTRA","<VALUE>% <cFFDB4F>EXTRA</c>"
"TID_SHOP_LABEL_BREAKDOWN","<BASE>+<EXTRA> <cFFDB4F>EXTRA</c>"
"TID_BATTLE_ROYALE_25A","Survisland"
"TID_BATTLE_ROYALE_26A","Mercury High"
"TID_BATTLE_ROYALE_27A","Dropkick"
"TID_BATTLE_ROYALE_28A","Plate Envy"
"TID_PIPER_PINK_SKIN","PINK PIPER"
"TID_PIPER_PINK_SKIN_SHOP","PINK\nPIPER"
"TID_TARA_BLUE_SKIN","STARA"
"TID_TARA_BLUE_SKIN_SHOP","STARA"
"TID_8BIT_CLASSIC_SKIN","8-BIT CLASSIC"
"TID_8BIT_CLASSIC_SKIN_SHOP","8-BIT\nCLASSIC"
"TID_LEON_SHARK_SKIN","SHARK LEON"
"TID_LEON_SHARK_SKIN_SHOP","SHARK\nLEON"
"TID_BATTLE_ROYALE_29A","Perilous Paradise"
"TID_BATTLE_ROYALE_30A","Critical Crossing"
"TID_BATTLE_ROYALE_31A","Even Spread"
"TID_BALL_16A","Slalom Slam"
"TID_BALL_17A","Coarse Course"
"TID_BALL_18A","Power Shot"
"TID_BALL_19A","Flyball"
"TID_BALL_20A","Flashkick"
"TID_IAP_INFO_MORE_INFO_BTN","자세히보기"
"TID_SANDSTORM","SANDY"
"TID_GAME_MODE_14","TAKEDOWN"
"TID_GAME_MODE_14_DESC","Deal more damage to the Boss than the other players. The more damage you deal, the higher you will rank in the match.\n\nCollect Power Cubes to increase your Health and Attack damage. Power Cubes will randomly spawn on the map during the battle!"
"TID_BOSS_RACE_INTRO_TEXT","Damage the Boss as much as you can!"
"TID_EVENT_POPUP_GMV_LABEL_ALL_VS_ALL","All vs All"
"TID_BOSS_RACE_1","Last Stand"
"TID_BOSS_RACE_IN_LEAD","You are in the lead!"
"TID_BOSS_RACE_DOING_GOOD","Keep up the good work!"
"TID_BOSS_RACE_DOING_OK","You are doing OK"
"TID_BOSS_RACE_DOING_BAD","Do more damage to the Boss!"
"TID_SHOP_SCID_SKIN_OFFER_TITLE","CONNECT TO SUPERCELL ID AND GET <NAME> FOR <c<COLOR>>FREE</c>!"
"TID_SHOP_SCID_SKIN_OFFER_DESC","SUPERCELL ID"
"TID_SHOP_SCID_SKIN_OFFER_CLAIM","CONNECT"
"TID_GAME_MODE_15","LONE STAR"
"TID_GAME_MODE_15_DESC","Collect Stars by defeating enemy players. Every time you defeat an enemy, the bounty on your head increases by one Star, up to seven Stars.\n\nThe one with the most Stars when the clock runs out wins."
"TID_SOLO_BOUNTY_IN_LEAD","You are in the lead!"
"TID_SOLO_BOUNTY_DOING_GOOD","Keep up the good work!"
"TID_SOLO_BOUNTY_DOING_OK","You are doing OK"
"TID_SOLO_BOUNTY_DOING_BAD","You need more stars!"
"TID_SANDSTORM_SHORT_DESC","CONTROLLER"
"TID_SANDSTORM_DESC","On the rare occasions Sandy wakes from his slumber, he tries to help his big sister Tara around their store. But it's never long before he falls asleep again."
"TID_SANDSTORM_WEAPON","PEBBLE BLAST"
"TID_SANDSTORM_WEAPON_DESC","Sandy pelts enemies with sharp, piercing pebbles. Ouch!"
"TID_SANDSTORM_ULTI","SANDSTORM"
"TID_SANDSTORM_ULTI_DESC","Sandy summons a sandstorm that lasts for <time> seconds and hides friendly Brawlers inside it."
"TID_STAT_SANDSTORM","Sandstorm"
"TID_SPEC_ABI_SANDSTORM_DOT","RUDE SANDS"
"TID_SPEC_ABI_SANDSTORM_DOT_DESC","Sandstorm now also damages enemies for <c00cc00><VALUE1></c> damage per second."
"TID_SPEC_ABI_SANDSTORM_HOT","HEALING WINDS"
"TID_SPEC_ABI_SANDSTORM_HOT_DESC","Sandstorm now also heals friendly Brawlers for <c00cc00><VALUE1></c> health per second."
"TID_SHOP_SKIN_SALE","SKIN SALE"
"TID_IAP_B2S_19_PACK_1","BACK TO SCHOOL!"
"TID_IAP_B2S_19_PACK_2","BACK TO SCHOOL!"
"TID_IAP_B2S_19_PACK_3","BACK TO SCHOOL!"
"TID_GENE_PIRATE_SKIN","PIRATE GENE"
"TID_GENE_PIRATE_SKIN_SHOP","PIRATE\nGENE"
"TID_BARLEY_RED_WIZARD_SKIN","RED WIZARD BARLEY"
"TID_BARLEY_RED_WIZARD_SKIN_SHOP","RED WIZARD\nBARLEY"
"TID_SANDY_SLEEPY_SKIN","SLEEPY SANDY"
"TID_SANDY_SLEEPY_SKIN_SHOP","SLEEPY\nSANDY"
"TID_BOSS_RACE_2","Boss Drop"
"TID_BOSS_RACE_3","Frenemies"
"TID_BOSS_RACE_4","Bulk Up"
"TID_BOSS_RACE_5","Training Montage"
"TID_BOSS_RACE_6","Maze Mayhem"
"TID_BOSS_RACE_7","Silly Standoff"
"TID_SHOP_SKIN_NEW_RELEASE","NEW RELEASE!"
"TID_SEASON_END_OFFER","SEASON END OFFER"
"TID_IAP_OCTOBER_OFFER","OCTOBER OFFER"
"TID_IAP_MONDAY_OFFER","MONDAY, MONDAY ..."
"TID_IAP_VERY_SPECIAL_OFFER","VERY SPECIAL OFFER"
"TID_IAP_IKE_ROYALE","IKE ROYALE"
"TID_IAP_COIN_SHOWER","COIN SHOWER"
"TID_MUMMY","EMZ"
"TID_ADDITIONAL_GEM_TOOLTIP_FOR_JAPAN","\n\nPaid Gems: <PAID>\nFree Gems: <FREE>\nTotal: <TOTAL>"
"TID_RANK","Rank: <val> / 10"
"TID_SOLO_BOUNTY_NO_RANK","Defeat Brawlers for stars!"
"TID_BOSS_RACE_NO_RANK","Deal damage to the Boss!"
"TID_MUMMY_SHORT_DESC","CONTROLLER"
"TID_MUMMY_DESC","Emz supposedly works for her uncle Mortis at the mortuary, but she rarely makes an appearance there. She's too busy hawking her hairspray brand online."
"TID_MUMMY_WEAPON","SPRAY"
"TID_MUMMY_WEAPON_DESC","Emz gives you a blast of her hair spray! It's strong enough to melt your face."
"TID_MUMMY_ULTI","CAUSTIC CHARISMA"
"TID_MUMMY_ULTI_DESC","Emz creates a cloud of toxicity around herself, slowing down the movement of enemies and damaging them."
"TID_STAT_MUMMY","Emz"
"TID_SPEC_ABI_TICK_DMG_GROW","BAD KARMA"
"TID_SPEC_ABI_TICK_DMG_GROW_DESC","Enemies that stay within the cloud of Emz's toxic hair spray suffer increasing damage, <c00cc00><VALUE1>%</c> per hit."
"TID_SPEC_ABI_HEAL_SUPER_DMG","HYPE"
"TID_SPEC_ABI_HEAL_SUPER_DMG_DESC","Emz recovers <c00cc00><VALUE1></c> health per second for each enemy Brawler inside her Super's area of effect."
"TID_FRIEND_ADD_YOUR_ID","Your ID: <ID>"
"TID_FRIEND_ADD_BUTTON","ADD\nFRIEND"
"TID_FRIEND_ADD_BUTTON_SHORT","ADD"
"TID_FRIEND_ADD_DEFAULT_TEXT","Enter Player ID"
"TID_FRIEND_ADD_CODE_SENT","Friend request sent"
"TID_FRIEND_ADD_CODE_INVALID","Invalid player id!"
"TID_IAP_CYBER_WEEK_19_1","CYBER WEEK DEAL"
"TID_IAP_CYBER_WEEK_19_2","CYBER WEEK DEAL"
"TID_IAP_CYBER_WEEK_19_3","CYBER WEEK DEAL"
"TID_IAP_GSTAR2019_FINALS","WORLD FINALS PACK"
"TID_IAP_BRAWLOWEEN_19_1","IT'S BRAWL-O-WEEN!"
"TID_IAP_BRAWLOWEEN_19_2","TRICK OR ... COINS?"
"TID_IAP_BRAWLOWEEN_19_3","ALL THE SKINS!"
"TID_IAP_ARABIC_19_1","PLAY IN ARABIC"
"TID_IAP_ARABIC_19_2","PLAY IN ARABIC"
"TID_EVENT_MODIFIER_8","BOSS LASERS"
"TID_EVENT_MODIFIER_DESC_8","Boss shoots lasers."
"TID_EVENT_MODIFIER_9","BOSS CHAIN LIGHTNING"
"TID_EVENT_MODIFIER_DESC_9","Boss shoots chain lightning."
"TID_EVENT_MODIFIER_10","BOSS ROCKETS"
"TID_EVENT_MODIFIER_DESC_10","Boss shoots rockets."
"TID_STAT_DAMAGE_PER_HALF_SECOND","Damage per half a second"
"TID_FRIENDS_PAGE_BUTTON_INVITE","INVITE"
"TID_TEAM_ROOM_CODE","Team Code:"
"TID_TEAM_ROOM_CODE_SHORT","TEAM:\n<NUM>"
"TID_FRIENDS_PAGE_SOCIAL_NETWORKS","SOCIAL NETWORKS"
"TID_CLAN_TAB_MEMBERS","Members <NUM>/<TOTAL>"
"TID_CLAN_TAB_CHAT","Chat"
"TID_SHELLY_WITCH_SKIN","WITCH SHELLY"
"TID_SHELLY_WITCH_SKIN_SHOP","WITCH\nSHELLY"
"TID_LEON_WEREWOLF_SKIN","WEREWOLF LEON"
"TID_LEON_WEREWOLF_SKIN_SHOP","WEREWOLF\nLEON"
"TID_PIPER_CALAVERA_SKIN","CALAVERA PIPER"
"TID_PIPER_CALAVERA_SKIN_SHOP","CALAVERA\nPIPER"
"TID_FRANK_DJ_SKIN","DJ FRANK"
"TID_FRANK_DJ_SKIN_SHOP","DJ\nFRANK"
"TID_JESSIE_DARK_KNIGHT_SKIN","SHADOW KNIGHT JESSIE"
"TID_JESSIE_DARK_KNIGHT_SKIN_SHOP","SHADOW KNIGHT\nJESSIE"
"TID_SKIN_FEATURE_MODEL","- Custom Brawler model"
"TID_SKIN_FEATURE_PET","- Custom pet model"
"TID_SKIN_FEATURE_TURRET","- Custom turret model"
"TID_SKIN_FEATURE_VFX","- Custom effects"
"TID_SKIN_FEATURE_ANIM","- Custom animations"
"TID_SKIN_FEATURE_SFX","- Custom sounds"
"TID_SKIN_FEATURE_VOICE","- Custom voice"
"TID_SKIN_FEATURE_TEXTURE","- Custom texture"
"TID_SKIN_FEATURE_COLOR","- Custom coloring"
"TID_HINT_44","When playing POWER PLAY, matchmaking is based on the Points you currently have in the POWER PLAY season."
"TID_OPTIONAL_OR","OR"
"TID_LONESTAR_01","Forsaken Falls"
"TID_LONESTAR_02","Shore Shot"
"TID_LONESTAR_03","Not So Safe"
"TID_LONESTAR_04","Stolen Valor"
"TID_LONESTAR_05","Cauliflower"
"TID_LONESTAR_06","Close Call"
"TID_LONESTAR_07","Spinning Solo"
"TID_LONESTAR_08","Crossroads"
"TID_BOSS_RACE_8","Peak Oil"
"TID_BOSS_RACE_9","Cuckoo Coup"
"TID_BOSS_RACE_10","Scrap Metal"
"TID_BOSS_RACE_11","Funky Punk"
"TID_BOSS_RACE_12","Square Off"
"TID_BOSS_RACE_13","Alligator Alley"
"TID_BOSS_RACE_14","Tight Stuff"
"TID_CONTACT_US_WELCOME_TEXT","Hello!"
"TID_TEAM_CHAT_POPUP_INVITE","INVITE"
"TID_IAPS_NOT_READY","Offers are not loaded yet. Please try again later."
"TID_IAP_NOT_FOUND","Product not found"
"TID_TEAM_LOG_TAB","TEAM LOG"
"TID_TEAM_LOG_TITLE","TEAM LOG"
"TID_LEON_SALLY_SKIN","SALLY LEON"
"TID_LEON_SALLY_SKIN_SHOP","SALLY\nLEON"
"TID_CARL_LEONARD_SKIN","LEONARD CARL"
"TID_CARL_LEONARD_SKIN_SHOP","LEONARD\nCARL"
"TID_EL_PRIMO_BROWN_SKIN","EL BROWN"
"TID_EL_PRIMO_BROWN_SKIN_SHOP","EL BROWN"
"TID_PLAYER_CTX_SEND_FRIEND_REQUEST","SEND FRIEND REQUEST"
"TID_PLAYER_CTX_PROFILE","PROFILE"
"TID_PLAYER_CTX_KICK","KICK"
"TID_EMOJIS_TITLE","EMOJIS"
"TID_SHOP_OFFER_TITLE_NEW_BRAWLER","NEW BRAWLER"
"TID_SHOP_OFFER_TITLE_NEW_SKIN","NEW SKIN"
"TID_SHOP_OFFER_TITLE_NEW_BRAWLER_AND_SKIN","NEW BRAWLER & SKIN"
"TID_SHOP_OFFER_TITLE_BRAWLER_AND_NEW_SKIN","BRAWLER & NEW SKIN"
"TID_SHOP_OFFER_TITLE_BRAWLIDAYS_GIFT","BRAWLIDAYS GIFT"
"TID_LONESTAR_09","Four Boroughs"
"TID_EXTRA_COPYRIGHT","\nBROWN & FRIENDS, copyright LINE\n"
"TID_ESTIMATED_MAINENANCE_TIME","Estimated time <TIME>"
"TID_IAP_XMAS_19_0","TIS THE SEASON"
"TID_IAP_XMAS_19_1","HAPPY BRAWLIDAYS"
"TID_IAP_XMAS_19_2","HAPPY BRAWLIDAYS"
"TID_IAP_XMAS_19_3","HAPPY BRAWLIDAYS"
"TID_IAP_XMAS_19_4","HAPPY BRAWLIDAYS"
"TID_IAP_COINPACK_11_19","COINS, COINS, COINS"
"TID_IAP_NEWYEAR_20","HAPPY NEW YEAR"
"TID_SKIN_INFO_CAMPAIGN_4_NOT_AVAILABLE","BROWN & FRIENDS"
"TID_HOME_PAGE_PENDING_DONATION","IMPORTANT\nMESSAGE"
"TID_SETTINGS_BLOCK_FRIEND_REQUESTS","BLOCK FRIEND REQUESTS"
